"","ID","Genotype_rec","Genotype","CMD","DMC","Year","Institutional.source.of.this.variety","Pedigree","CIAT.related","CMD.Resistance","Dry.matter.content..in...","X.1","MATINH","ID.y","X","IDHO","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","M4B12A1_C0A","M4B12A1_C0B","M4B12A1_C0C","M4B12A1_C0D","M4B12A2_C1","M4B12A2_C1A","M4B12A2_C1A_GHIRO","M4B12A3_TENTR","M4B12A3_C2","M4B12A3_C3","M4B12A3_C4","M4B12A3_C5","M4B12A3_C6","M4B12A3_C6_GHIRO","M4B12A3_C7","M4B12A3_C8","M4B12A3_C91","M4B12A3_C92","M4B12A3_C93","M4B12A3_C94","M4B12A3_C95","M4B12A3_C10D","M4B12A3_C10M","M4B12A4_C1","M4B12A4_KD","M4B12A4_VD","M4B12A1_MA","M4B12A1_C1","M4B12A1_C1_GHIRO","M4B12A1_C2","M4B12A1_C3","M4B12A1_C4","M4B12A1_C5","M4B12A1_C6","Province_name","Region"
"598","744","Ba Trăng","ba trăng",TRUE,TRUE,NA,NA,NA,"No",NA,NA,510,46,"46-480-20035001011",1097,20035001011,480,20035,1,11,1,1,2,2,2,1,NA,NA,"1",1,1,"ba trăn đỏ",1,6,NA,10,2,2,1,1,2,1,2,3,NA,NA,NA,1,1,NA,"99",20035,3,NA,4500,"Thua Thien - Hue","NCC"
"599","749","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,525,49,"49-510-20702002003",1107,20702002003,510,20702,2,3,1,2,2,2,1,1,NA,NA,"RẪY",1,1,"giống sắn địa phương",1,6,NA,8,2,2,2,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quang Nam","SCC"
"600","750","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,541,49,"49-518-20383004010",256,20383004010,518,20383,4,10,3,2,2,2,1,1,NA,"","VƯỜN NHÀ",1,2,"giống nhà nước",1,6,"",0,2,1,2,1,1,1,21,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quang Nam","SCC"
"601","751","Dịa phương","giống sắn địa phương",FALSE,TRUE,NA,NA,NA,"No",NA,NA,529,49,"49-510-20702002013",1111,20702002013,510,20702,2,13,1,2,2,2,1,1,NA,NA,"RẪY",1,1,"giống sắn địa phương",1,6,NA,10,2,2,2,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quang Nam","SCC"
"602","754","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,523,49,"49-509-20650019012",254,20650019012,509,20650,19,12,3,1,2,2,2,1,NA,"","THỬA SẮN",1,1,"sắn nhà nước",1,6,"",1,2,2,2,1,2,1,25,8,NA,NA,NA,1,1,"","ruộng săn",20651,7,NA,6000,"Quang Nam","SCC"
"603","755","Dịa phương","giống sắn địa phương",FALSE,TRUE,NA,NA,NA,"No",NA,NA,527,49,"49-510-20702002008",1109,20702002008,510,20702,2,8,1,1,2,2,2,1,NA,NA,"RẪY",1,1,"giống sắn địa phương",1,6,NA,10,2,2,2,1,2,1,24,2,NA,NA,NA,1,1,NA,"99",20533,5,NA,15000,"Quang Nam","SCC"
"604","756","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,535,49,"49-509-20650019010",252,20650019010,509,20650,19,10,3,1,2,2,2,1,1,"","RUÔNG SĂN",1,1,"săn nha nươc",1,6,"",6,2,2,2,2,2,1,25,8,NA,NA,NA,1,1,"","99",20651,5,NA,6300,"Quang Nam","SCC"
"605","757","KM57","KM57_VNM8",TRUE,TRUE,NA,NA,NA,"No",NA,NA,533,49,"49-513-20833009003",1492,20833009003,513,20833,9,3,4,1,2,2,2,1,NA,"","THỬA 1",1,1,"Canh nông xanh",99,6,"",18,2,2,1,1,1,1,16,11,NA,NA,NA,1,1,"","99",20833,15,NA,32000,"Quang Nam","SCC"
"606","758","Dịa phương","giống sắn địa phương",TRUE,TRUE,NA,NA,NA,"No",NA,NA,528,49,"49-510-20702002010",1110,20702002010,510,20702,2,10,1,2,2,2,1,1,NA,NA,"RẪY",1,1,"giống sắn địa phương",1,6,NA,5,2,2,2,1,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quang Nam","SCC"
"607","759","Dịa phương","địa phương",TRUE,FALSE,NA,NA,NA,"No",NA,NA,522,49,"49-505-20488005013",1104,20488005013,505,20488,5,13,1,2,2,2,1,1,NA,NA,"THÔN A ĐIÊU",1,1,"địa phương",2,6,NA,3,2,1,2,1,2,1,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quang Nam","SCC"
"608","76","Other landraces","San trang",TRUE,TRUE,NA,NA,NA,"No",NA,NA,13,2,"2-32-1057001007",837,1057001007,32,1057,1,7,1,2,2,2,1,1,NA,NA,"THỬA 1",1,1,"sắn trắng địa phương",1,5,NA,3,2,2,2,2,2,2,27,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ha Giang","NMMA"
"609","761","KM57","KM57_VNM8",TRUE,TRUE,NA,NA,NA,"No",NA,NA,536,49,"49-517-20983010001",1113,20983010001,517,20983,10,1,1,1,2,2,2,1,NA,NA,NA,NA,1,"sắn",1,6,NA,5,2,2,2,2,2,1,16,2,NA,NA,NA,1,1,NA,"99",20983,1,NA,2000,"Quang Nam","SCC"
"610","763","KM57","KM57_VNM8",TRUE,TRUE,NA,NA,NA,"No",NA,NA,532,49,"49-513-20833009002",1491,20833009002,513,20833,9,2,4,1,2,2,2,1,NA,"","THỬA 1",1,1,"canh nông xanh",2,7,"tự để lại",20,2,2,1,1,1,1,16,11,NA,NA,NA,1,1,"","99",20833,10,NA,14000,"Quang Nam","SCC"
"611","764","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,526,49,"49-510-20702002007",1108,20702002007,510,20702,2,7,1,2,2,2,1,1,NA,NA,"RẪY",1,1,"giống sắn địa phương",1,6,NA,10,2,2,2,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quang Nam","SCC"
"612","765","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,520,49,"49-509-20650019001",255,20650019001,509,20650,19,1,3,1,2,2,2,1,1,"","NA SĂN",1,1,"săn nhà nươc",1,6,"",5,2,2,2,2,2,1,24,8,NA,NA,NA,1,1,"","99",20651,5,NA,540,"Quang Nam","SCC"
"613","769","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,524,49,"49-509-20650019013",251,20650019013,509,20650,19,13,3,1,2,2,2,1,NA,"","RUỘNG SẮN",1,1,"sắn nhà nước",1,6,"",5,2,2,2,1,2,1,25,8,NA,NA,NA,1,1,"","99",20651,4,NA,1500,"Quang Nam","SCC"
"614","77","Other landraces","San trang",TRUE,TRUE,NA,NA,NA,"No",NA,NA,18,2,"2-33-1144006006",23,1144006006,33,1144,6,6,3,2,2,2,1,1,NA,"","NƯƠNG SẮN",1,1,"Sắn địa phương",1,6,"",25,2,2,1,1,2,1,25,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ha Giang","NMMA"
"615","770","KM57","KM57_VNM8",TRUE,TRUE,NA,NA,NA,"No",NA,NA,534,49,"49-513-20833009008",1493,20833009008,513,20833,9,8,4,1,2,2,2,1,NA,"","THỔ",1,1,"canh nông xanh",1,5,"",5,2,2,2,1,2,2,8,11,NA,NA,NA,1,1,"","99",20833,5,NA,24000,"Quang Nam","SCC"
"616","773","Dịa phương","địa phương",TRUE,FALSE,NA,NA,NA,"No",NA,NA,518,49,"49-505-20488005009",1100,20488005009,505,20488,5,9,1,2,2,2,1,1,NA,NA,"THÔN A ĐIÊU",1,1,"địa phương",1,6,NA,10,2,1,2,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quang Nam","SCC"
"617","775","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,540,49,"49-517-20983010007",1117,20983010007,517,20983,10,7,1,NA,NA,NA,NA,1,NA,NA,"RUỘNG SẮN",1,1,"Sắn 3 tháng",1,7,"Của nhà mình vụ trước để giống lại",10,2,2,2,2,2,2,25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quang Nam","SCC"
"618","777","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,515,49,"49-505-20488005010",1101,20488005010,505,20488,5,10,1,2,2,2,1,1,NA,NA,"THÔN A ĐIÊU",1,1,"kb",1,6,NA,5,2,2,2,2,2,1,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quang Nam","SCC"
"619","778","Ba Trăng","Ba Trăng",TRUE,TRUE,NA,NA,NA,"No",NA,NA,519,49,"49-506-20500025011",1490,20500025011,506,20500,25,11,4,2,2,2,1,1,NA,"","VƯƠN NHA",1,1,"cao san",99,6,"",1,2,1,2,1,1,2,19,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quang Nam","SCC"
"620","779","KM57","KM57_VNM8",TRUE,TRUE,NA,NA,NA,"No",NA,NA,542,49,"49-513-20833009012",1494,20833009012,513,20833,9,12,4,1,2,2,2,1,NA,"","1",1,1,"sắn bún xanh",2,6,"",20,2,2,2,2,1,1,14,11,NA,NA,NA,1,1,"","99",20665,3,NA,20000,"Quang Nam","SCC"
"621","78","Cao San","cao sản thân trắng",FALSE,FALSE,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","780","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,531,49,"49-512-20779004015",684,20779004015,512,20779,4,15,2,1,2,2,2,1,NA,NA,"RUỒNG GÒ",1,1,"sắn H34",1,2,NA,2,2,1,2,2,2,1,16,5,NA,NA,NA,1,1,NA,"nhà máy tinh bột sắn Quảng Nam ở Quế Sơn",20665,8,NA,7500,"Quang Nam","SCC"
"623","781","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,530,49,"49-512-20779004014",683,20779004014,512,20779,4,14,2,1,2,2,2,1,NA,NA,"VƯỜN NHÀ",1,1,"H34",1,2,NA,3,1,2,2,2,2,1,16,5,NA,NA,NA,1,1,NA,"Nhà máy sắn sắn Quảng Nam ở Quế Sơn",20665,3,NA,25000,"Quang Nam","SCC"
"624","783","KM57","KM57_VNM8",TRUE,TRUE,NA,NA,NA,"No",NA,NA,537,49,"49-517-20983010003",1114,20983010003,517,20983,10,3,1,NA,NA,NA,NA,1,NA,NA,"TRỒNG SẮN",1,1,"Sắn 3 tháng",1,6,NA,10,2,2,2,2,2,2,25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quang Nam","SCC"
"625","785","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,521,49,"49-509-20650019007",253,20650019007,509,20650,19,7,3,1,2,2,2,1,NA,"","RUỘNG SẮN",1,1,"sắn nhà nước",1,6,"",5,2,2,2,1,2,1,25,8,NA,NA,NA,1,1,"","99",20651,6,NA,1000,"Quang Nam","SCC"
"626","79","Cao San","cao sản thân trắng",FALSE,FALSE,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","791","Dịa phương","địa phương",TRUE,FALSE,NA,NA,NA,"No",NA,NA,517,49,"49-505-20488005012",1103,20488005012,505,20488,5,12,1,1,2,2,2,1,NA,NA,"THÔN A ĐIÊU",1,1,"địa phương",1,6,NA,2,2,1,2,1,2,1,24,2,NA,NA,NA,1,4,NA,NA,NA,NA,0,600,"Quang Nam","SCC"
"628","793","Dịa phương","giống sắn địa phương",FALSE,TRUE,NA,NA,NA,"No",NA,NA,516,49,"49-505-20488005011",1102,20488005011,505,20488,5,11,1,1,2,2,2,1,NA,NA,"THÔN A ĐIÊU",1,1,"địa phương",1,6,NA,5,2,1,2,1,2,1,1,3,NA,NA,NA,1,4,NA,NA,NA,NA,0,2000,"Quang Nam","SCC"
"629","795","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,564,51,"51-532-21373006001",696,21373006001,532,21373,6,1,2,2,2,2,1,1,NA,NA,"vườn ông cây",1,1,"mỳ cao sản",1,6,NA,2,2,1,1,1,1,1,25,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quang Ngai","SCC"
"630","798","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,550,51,"51-527-21193008011",1498,21193008011,527,21193,8,11,4,2,2,2,1,1,NA,"","VƯỜN",1,1,"K94",1,6,"",9,1,2,2,1,2,1,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quang Ngai","SCC"
"631","799","KM98-5","KM98-5/BRA1305/ARG49",FALSE,FALSE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,556,51,"51-529-21322006008",1118,21322006008,529,21322,6,8,1,1,2,2,2,1,NA,NA,"RẪY LỚN",1,1,"mì trắng",1,6,NA,5,2,1,2,1,2,1,5,3,NA,NA,NA,1,3,NA,"nhà máy mì sơn hải",21319,15,NA,18000,"Quang Ngai","SCC"
"632","8","Dịa phương","sắn nếp/giống địa phương",FALSE,FALSE,NA,NA,NA,"No",NA,NA,348,26,"26-248-8914019008",1427,8914019008,248,8914,19,8,4,1,NA,NA,NA,1,NA,"","1",1,1,"sắn nếp",1,6,"",10,2,2,2,1,1,1,13,11,NA,NA,NA,1,4,"","",NA,NA,NA,1200,"Vinh Phuc","RRD"
"633","80","Cao San","cao sản thân trắng",FALSE,FALSE,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","800","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,560,51,"51-530-21334007008",692,21334007008,530,21334,7,8,2,1,2,2,2,1,NA,NA,"RA NE",1,1,"cao sản",1,6,NA,3,2,1,2,1,1,1,28,5,NA,NA,NA,1,3,NA,"nhà máy tinh bột mỳ SƠN HẢI",21319,3,NA,31000,"Quang Ngai","SCC"
"635","801","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,566,51,"51-532-21379020004",698,21379020004,532,21379,20,4,2,2,2,2,1,1,NA,NA,"vườn ông hai",1,1,"cao sản",1,6,NA,2,2,1,1,1,1,1,25,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quang Ngai","SCC"
"636","803","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,561,51,"51-530-21334007009",693,21334007009,530,21334,7,9,2,1,2,2,2,1,NA,NA,"RA NE",1,1,"cao sản",1,6,NA,3,2,1,2,1,1,1,28,5,NA,NA,NA,1,3,NA,"nhà máy tinh bột mỳ SƠN HẢI",21319,3,NA,13100,"Quang Ngai","SCC"
"637","806","Ba Trăng","Ba Trăng",TRUE,TRUE,NA,NA,NA,"No",NA,NA,568,51,"51-532-21379020013",700,21379020013,532,21379,20,13,2,2,2,2,1,1,NA,NA,"VƯờN NHÀ",1,2,"mỳ nếp",1,6,NA,2,1,2,2,1,1,1,19,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quang Ngai","SCC"
"638","807","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,548,51,"51-527-21193008006",1496,21193008006,527,21193,8,6,4,1,2,2,2,1,NA,"","VƯỜN",1,1,"k94",1,6,"",10,1,1,2,1,1,1,9,11,NA,NA,NA,1,1,"","nhà máy mỳ Tịnh Phong",21181,10,NA,4750,"Quang Ngai","SCC"
"639","810","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,552,51,"51-527-21217009010",1500,21217009010,527,21217,9,10,4,2,2,2,1,1,NA,"","VƯỜN",1,1,"K94",1,6,"",8,2,1,2,1,2,1,17,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quang Ngai","SCC"
"640","812","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,558,51,"51-530-21334007006",690,21334007006,530,21334,7,6,2,1,2,2,2,1,NA,NA,"RA NE",1,1,"cao sản",1,6,NA,3,2,1,2,1,1,1,28,5,NA,NA,NA,1,3,NA,"nhà máy tinh bột mỳ SƠN HẢI",21319,3,NA,21950,"Quang Ngai","SCC"
"641","814","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,562,51,"51-527-21193008008",1497,21193008008,527,21193,8,8,4,2,2,2,1,1,NA,"","VƯỜN",1,1,"K94",1,6,"",7,1,1,2,1,2,1,17,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quang Ngai","SCC"
"642","815","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,555,51,"51-527-21220017015",258,21220017015,527,21220,17,15,3,2,2,2,1,1,NA,"","RỪNG XANH",1,2,"K94",2,6,"",5,1,1,2,2,2,1,21,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quang Ngai","SCC"
"643","818","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,543,51,"51-525-21157004008",685,21157004008,525,21157,4,8,2,2,2,2,1,1,NA,NA,"TỔ 2, TRÀ CƯƠNG",1,1,"sắn đỏ (sắn thường)",1,6,NA,20,2,2,2,2,2,1,17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quang Ngai","SCC"
"644","82","Cao San","cao sản thân trắng",FALSE,FALSE,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","821","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,551,51,"51-527-21193008013",1499,21193008013,527,21193,8,13,4,2,2,2,1,1,NA,"","VƯỜN NHÀ",1,1,"k94",1,6,"",6,2,1,2,1,2,1,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quang Ngai","SCC"
"646","825","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,549,51,"51-525-21157004012",688,21157004012,525,21157,4,12,2,1,2,2,2,1,NA,NA,"SUỐI TRÀ VAN",1,1,"Mì gòn vàng",1,6,NA,3,2,2,1,1,2,1,9,5,NA,NA,NA,1,2,NA,"99",21157,2,NA,500,"Quang Ngai","SCC"
"647","827","KM98-5","KM98/CR63/TAI9",FALSE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,546,51,"51-525-21157004013",689,21157004013,525,21157,4,13,2,2,2,2,1,1,NA,NA,"RẪY",1,1,"giống mỳ gòn đỏ",1,6,NA,5,2,2,2,2,2,2,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quang Ngai","SCC"
"648","828","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,554,51,"51-527-21220017010",257,21220017010,527,21220,17,10,3,2,2,2,1,1,2,"","RỪNG",1,1,"Sắn KM4",2,5,"",2,2,1,2,1,1,1,17,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quang Ngai","SCC"
"649","830","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,545,51,"51-525-21157004011",687,21157004011,525,21157,4,11,2,1,2,2,2,1,NA,NA,"SUỐI TRÀ VAN",1,1,"Mì gòn vàng địa phương",1,6,NA,3,2,2,2,1,2,1,9,5,NA,NA,NA,1,2,NA,"99",21157,2,NA,900,"Quang Ngai","SCC"
"650","831","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,570,51,"51-530-21334007010",694,21334007010,530,21334,7,10,2,1,2,2,2,1,NA,NA,"RA NONG",1,1,"cao sản",1,6,NA,3,2,1,2,1,1,1,28,5,NA,NA,NA,1,3,NA,"nhà máy tinh bột mỳ SƠN HẢI",21319,3,NA,7050,"Quang Ngai","SCC"
"651","832","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,547,51,"51-527-21193008003",1495,21193008003,527,21193,8,3,4,2,2,1,2,1,NA,"","VƯỜN",1,1,"k94",1,6,"",10,1,1,2,1,1,1,9,11,NA,NA,NA,3,4,"","",NA,NA,NA,100,"Quang Ngai","SCC"
"652","833","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,559,51,"51-530-21334007007",691,21334007007,530,21334,7,7,2,1,2,2,2,1,NA,NA,"RA NE",1,1,"cao sản",1,6,NA,3,2,1,2,1,1,1,28,5,NA,NA,NA,1,3,NA,"nhà máy tinh bột mỳ SƠN HẢI",21319,3,NA,13200,"Quang Ngai","SCC"
"653","838","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,553,51,"51-527-21217009011",1501,21217009011,527,21217,9,11,4,2,2,2,1,1,NA,"","GÒ QUÁN",1,1,"K94",1,6,"",7,1,2,2,1,2,1,17,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quang Ngai","SCC"
"654","839","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,563,51,"51-530-21334007011",695,21334007011,530,21334,7,11,2,1,2,2,2,1,NA,NA,"KA NONG",1,1,"cao sản",1,6,NA,3,2,1,2,1,1,1,26,5,NA,NA,NA,1,3,NA,"nhà máy tinh bột mỳ SƠN HẢI",21319,3,NA,5890,"Quang Ngai","SCC"
"655","84","Cao San","cao sản thân trắng",FALSE,FALSE,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","841","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,567,51,"51-532-21379020011",699,21379020011,532,21379,20,11,2,1,2,2,2,1,NA,NA,"VƯờN NHÀ",1,1,"mỳ cao sản",2,4,NA,3,1,1,2,1,1,1,20,5,NA,NA,NA,1,1,NA,"99",21181,5,NA,9000,"Quang Ngai","SCC"
"657","842","KM140","KM140",FALSE,TRUE,13,"IAS","KM 36 x KM98-1","Yes","No",38.5,557,51,"51-529-21322006009",1119,21322006009,529,21322,6,9,1,1,2,2,2,1,3,"mì vừa mới trồng được 3 ngày","RẪY LỚN",1,1,"mì trắng",1,6,NA,5,2,1,2,1,2,1,4,3,NA,NA,NA,1,3,NA,"Nhà máy mì Sơn Hải",21319,15,NA,4500,"Quang Ngai","SCC"
"658","844","KM98-5","KM98/CR63/TAI9",TRUE,TRUE,18,"IAS","Rayong 90  * KM 98-1","Yes","",NA,544,51,"51-525-21157004009",686,21157004009,525,21157,4,9,2,2,2,2,1,1,NA,NA,"RẪY MÌ",1,1,"giống mì gòn đỏ",1,6,NA,6,2,2,2,2,2,2,16,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quang Ngai","SCC"
"659","846","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,565,51,"51-532-21373006002",697,21373006002,532,21373,6,2,2,2,2,2,1,1,NA,NA,"vườn nhà",1,1,"cao sản",1,6,NA,2,2,1,2,1,1,1,19,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quang Ngai","SCC"
"660","850","Other landraces","cao 94",TRUE,TRUE,NA,NA,NA,"No",NA,NA,572,52,"52-543-21652001012",1128,21652001012,543,21652,1,12,1,2,2,2,1,1,NA,NA,"THỬA 1",1,1,"cao 94",2,6,NA,3,2,1,1,1,1,1,23,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binh Dinh","SCC"
"661","856","Other landraces","cao 94",TRUE,TRUE,NA,NA,NA,"No",NA,NA,575,52,"52-543-21652001003",1126,21652001003,543,21652,1,3,1,1,2,2,2,1,NA,NA,"THỬA MỲ",1,1,"Mỳ cao sản K94",2,2,NA,20,2,1,2,1,2,1,23,2,1,NA,NA,1,4,NA,NA,NA,NA,0,1600,"Binh Dinh","SCC"
"662","857","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,578,52,"52-545-21772012025",266,21772012025,545,21772,12,25,3,2,2,2,1,1,NA,"","ĐÁM  GÒ SỮA",1,1,"K94",2,3,"",1,2,1,1,1,1,1,15,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binh Dinh","SCC"
"663","86","Other landraces","San trang",TRUE,TRUE,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","865","KM94","KM94/KU50",FALSE,TRUE,28,"Kassetsart University/IAS","Rayong1 x Rayong90","Yes","No",40.5,574,52,"52-545-21772012021",263,21772012021,545,21772,12,21,3,2,2,2,1,1,NA,"","HÓC THỦY",1,1,"K94",2,3,"",4,2,1,1,1,1,1,15,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binh Dinh","SCC"
