"IDHO","region","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","Expr1","Expr2","Expr3","Expr4","Expr6","Expr5","M4B111_C6","M4B111_C7","M4B111_C8","M4B111_C9","M4B111_C10","M4B111_C11","M4B111_C121","M4B111_C122","M4B111_C123","M4B111_C124","M4B111_C125","M4B111_C13","M4B111_C14","M4B112_C1","M4B113_C1","M4B113_C2","M4B113_C3","M4B113_C4","M4B113_C5","M4B113_C6","M4B113_C7","M4B113_C8","M4B113_C9","M4B113_C101","M4B113_C102","M4B113_C103","M4B113_C104","M4B113_C105","M4B113_C106","M4B113_C111","M4B113_C112","M4B113_C113","M4B113_C114","M4B113_C115","M4B113_C116","M4B113_C117","M4B113_C117GHIRO","M4B113_C121","M4B113_C122","M4B113_C123","M4B113_C124","M4B113_C125","M4B113_C131","M4B113_C132","M4B113_C133","M4B113_C134","M4B113_C135","M4B113_C14N","M4B113_C14T","M4B113_C16","KINHDO","VIDO","season","wt45"
"19120003008",3,"44","455","19120","003","008",11,"44","455","19120","003","008",11,1,2,10,2,1,2,2,2,1,2,2,2,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,402
"19120003009",3,"44","455","19120","003","009",11,"44","455","19120","003","009",11,1,0,NA,1,1,1,2,2,1,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,402
"19120003011",3,"44","455","19120","003","011",11,"44","455","19120","003","011",11,1,0,NA,1,1,2,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,402
"19120003012",3,"44","455","19120","003","012",11,"44","455","19120","003","012",11,1,2,5,3,1,3,2,2,1,2,2,5,6,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,402
"19120003015",3,"44","455","19120","003","015",11,"44","455","19120","003","015",11,1,2,5,3,1,2,2,2,1,2,2,5,6,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,402
"19147014001",3,"44","455","19147","014","001",5,"44","455","19147","014","001",5,1,0,NA,1,2,0,1,2,2,2,2,2,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,401
"19147014002",3,"44","455","19147","014","002",5,"44","455","19147","014","002",5,1,0,NA,1,2,0,1,2,2,2,2,2,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,401
"19147014003",3,"44","455","19147","014","003",5,"44","455","19147","014","003",5,1,0,NA,1,2,0,1,2,2,2,2,2,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,401
"19147014004",3,"44","455","19147","014","004",5,"44","455","19147","014","004",5,1,0,NA,1,2,0,1,2,2,2,2,2,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,401
"19147014005",3,"44","455","19147","014","005",5,"44","455","19147","014","005",5,1,0,NA,1,2,0,1,2,2,2,2,2,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,401
"19147014006",3,"44","455","19147","014","006",5,"44","455","19147","014","006",5,1,0,NA,1,2,0,1,2,2,2,2,2,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,401
"19147014007",3,"44","455","19147","014","007",5,"44","455","19147","014","007",5,1,0,NA,1,2,0,1,2,2,2,2,2,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,401
"19147014008",3,"44","455","19147","014","008",5,"44","455","19147","014","008",5,1,0,NA,1,2,0,1,2,2,2,2,2,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,401
"19147014012",3,"44","455","19147","014","012",5,"44","455","19147","014","012",5,1,0,NA,1,2,0,1,2,2,2,2,2,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,401
"19147014013",3,"44","455","19147","014","013",5,"44","455","19147","014","013",5,1,0,NA,1,2,0,1,2,2,2,2,2,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,401
"19147014014",3,"44","455","19147","014","014",5,"44","455","19147","014","014",5,1,0,NA,1,2,0,1,2,2,2,2,2,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,401
"19147014015",3,"44","455","19147","014","015",5,"44","455","19147","014","015",5,1,0,NA,1,2,0,1,2,2,2,2,2,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,401
"19153002001",3,"44","455","19144","002","001",1,"44","455","19144","002","001",1,1,0,NA,1,1,1,2,2,1,2,2,2,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,398
"19153002002",3,"44","455","19144","002","002",1,"44","455","19144","002","002",1,1,0,NA,1,1,1,2,2,1,2,2,2,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,398
"19153002003",3,"44","455","19144","002","003",1,"44","455","19144","002","003",1,1,0,NA,1,1,1,2,2,1,2,2,3,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,398
"19153002004",3,"44","455","19144","002","004",1,"44","455","19144","002","004",1,1,1,5,2,1,2,2,2,1,2,2,2,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,398
"19153002007",3,"44","455","19144","002","007",1,"44","455","19144","002","007",1,2,0,NA,2,1,2,2,2,1,2,2,4,4,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,398
"19153002008",3,"44","455","19144","002","008",1,"44","455","19144","002","008",1,1,0,NA,2,1,3,2,2,1,2,2,4,6,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,398
"19153002010",3,"44","455","19144","002","010",1,"44","455","19144","002","010",1,1,1,5,2,1,3,2,2,1,2,2,4,6,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,398
"19153002012",3,"44","455","19144","002","012",1,"44","455","19144","002","012",1,1,4,2,1,1,5,2,2,1,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,398
"19153002013",3,"44","455","19144","002","013",1,"44","455","19144","002","013",1,1,1,5,2,1,2,2,2,1,2,2,2,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,398
"19159009004",3,"44","455","19159","009","004",11,"44","455","19159","009","004",11,1,2,8,2,1,3,2,2,1,2,2,5,4,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,385
"19159009007",3,"44","455","19159","009","007",11,"44","455","19159","009","007",11,1,1,5,2,1,2,2,2,1,2,2,2,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,385
"19159009009",3,"44","455","19159","009","009",11,"44","455","19159","009","009",11,1,0,NA,1,1,2,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,385
"19159009010",3,"44","455","19159","009","010",11,"44","455","19159","009","010",11,1,0,NA,1,1,2,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,385
"19159009011",3,"44","455","19159","009","011",11,"44","455","19159","009","011",11,1,0,NA,1,1,2,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,385
"19159009015",3,"44","455","19159","009","015",11,"44","455","19159","009","015",11,1,0,NA,1,1,2,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,385
"19171008001",3,"44","455","19111","008","001",2,"44","455","19111","008","001",2,1,2,2,2,1,5,2,2,1,2,2,5,6,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,464
"19171008004",3,"44","455","19111","008","004",2,"44","455","19111","008","004",2,2,0,NA,2,1,3,2,2,1,2,2,4,4,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,464
"19171008005",3,"44","455","19111","008","005",2,"44","455","19111","008","005",2,2,0,NA,2,1,2,2,2,1,2,2,4,4,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,464
"19171008006",3,"44","455","19111","008","006",2,"44","455","19111","008","006",2,1,0,NA,2,1,2,2,2,1,2,2,4,6,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,464
"19171008007",3,"44","455","19111","008","007",2,"44","455","19111","008","007",2,1,1,20,2,1,3,2,2,1,2,2,4,6,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,464
"19171008009",3,"44","455","19111","008","009",2,"44","455","19111","008","009",2,1,1,5,2,1,3,2,2,1,2,2,4,6,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,464
"19171008010",3,"44","455","19111","008","010",2,"44","455","19111","008","010",2,1,1,4,2,1,3,2,2,1,2,2,2,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,464
"19171008012",3,"44","455","19111","008","012",2,"44","455","19111","008","012",2,1,2,2,2,1,5,2,2,1,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,464
"19171008014",3,"44","455","19111","008","014",2,"44","455","19111","008","014",2,1,0,NA,1,1,1,2,2,1,2,2,3,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,464
"19171008015",3,"44","455","19111","008","015",2,"44","455","19111","008","015",2,1,1,5,2,1,3,2,2,1,2,2,4,6,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,464
"19195005004",3,"44","455","19195","005","004",4,"44","455","19195","005","004",4,1,0,NA,1,1,1,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,374
"19195005005",3,"44","455","19195","005","005",4,"44","455","19195","005","005",4,1,0,NA,1,1,1,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,374
"19195005006",3,"44","455","19195","005","006",4,"44","455","19195","005","006",4,1,1,10,2,1,3,2,2,1,2,2,4,6,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,374
"19195005007",3,"44","455","19195","005","007",4,"44","455","19195","005","007",4,1,1,10,2,1,3,1,2,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,374
"19195005008",3,"44","455","19195","005","008",4,"44","455","19195","005","008",4,1,1,10,2,1,3,1,2,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,374
"19195005009",3,"44","455","19195","005","009",4,"44","455","19195","005","009",4,1,0,NA,1,1,1,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,374
"19195005010",3,"44","455","19195","005","010",4,"44","455","19195","005","010",4,1,1,5,2,1,5,2,2,1,2,2,2,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,374
"19195005012",3,"44","455","19195","005","012",4,"44","455","19195","005","012",4,1,2,5,2,1,4,2,2,1,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,374
"19195005014",3,"44","455","19195","005","014",4,"44","455","19195","005","014",4,1,2,5,2,1,3,2,2,1,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,374
"19198007005",3,"44","455","19198","007","005",6,"44","455","19198","007","005",6,1,0,NA,1,1,1,2,2,1,2,2,2,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,366
"19198007006",3,"44","455","19198","007","006",6,"44","455","19198","007","006",6,1,1,2,2,1,2,2,2,1,2,2,2,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,366
"19198007008",3,"44","455","19198","007","008",6,"44","455","19198","007","008",6,1,2,10,2,1,3,2,2,1,2,2,4,4,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,366
"19213003003",3,"44","456","19213","003","003",2,"44","456","19213","003","003",2,1,0,NA,2,1,2,2,2,1,2,2,2,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,394
"19213003006",3,"44","456","19213","003","006",2,"44","456","19213","003","006",2,1,2,65,2,1,3,2,2,1,2,2,2,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,394
"19213003007",3,"44","456","19213","003","007",2,"44","456","19213","003","007",2,1,2,10,2,1,2,2,2,1,2,2,2,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,394
"19213003008",3,"44","456","19213","003","008",2,"44","456","19213","003","008",2,1,2,65,2,1,3,2,2,1,2,2,2,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,394
"19213003009",3,"44","456","19213","003","009",2,"44","456","19213","003","009",2,1,2,15,2,1,2,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,394
"19213003012",3,"44","456","19213","003","012",2,"44","456","19213","003","012",2,1,2,15,2,1,2,2,2,1,2,2,2,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,394
"19213003013",3,"44","456","19213","003","013",2,"44","456","19213","003","013",2,1,0,NA,2,2,2,1,2,2,2,2,2,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,394
"19213003014",3,"44","456","19213","003","014",2,"44","456","19213","003","014",2,1,2,10,2,1,2,1,2,2,2,2,2,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,394
"19213003015",3,"44","456","19213","003","015",2,"44","456","19213","003","015",2,1,2,10,2,1,2,1,2,1,2,2,3,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,394
"19243007001",3,"44","456","19243","007","001",3,"44","456","19243","007","001",3,1,2,15,2,1,2,2,2,1,2,2,2,NA,1,1,"THỬA RUỘNG VƯỜN CỤ",2000,1,"PC6",1,1,3,NA,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,"",2,2,2,2,2,NA,NA,NA,NA,NA,14,3,"00668",106.6653817,17.2833238,1,393
"19243007006",3,"44","456","19243","007","006",3,"44","456","19243","007","006",3,2,2,12,2,1,2,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,393
"19243007007",3,"44","456","19243","007","007",3,"44","456","19243","007","007",3,1,2,12,2,1,2,2,2,1,2,2,1,NA,1,1,"THỬA 1",4800,1,"P6",1,1,6,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,"",2,2,1,2,2,NA,NA,1,NA,NA,14,3,"00659",106.6625387,17.35105,1,393
"19243007010",3,"44","456","19243","007","010",3,"44","456","19243","007","010",3,1,2,10,2,1,2,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,393
"19243007011",3,"44","456","19243","007","011",3,"44","456","19243","007","011",3,1,2,20,2,1,2,2,2,1,2,2,4,4,1,1,"THỬA 1",500,1,"PC6",1,1,6,NA,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,"",2,2,1,2,2,NA,NA,1,NA,NA,14,3,"01079",106.6640664,17.283987,1,393
"19243007012",3,"44","456","19243","007","012",3,"44","456","19243","007","012",3,1,2,15,2,1,2,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,393
"19243007013",3,"44","456","19243","007","013",3,"44","456","19243","007","013",3,1,2,20,2,1,2,2,2,1,2,2,4,4,1,1,"THỬA 1",1000,1,"PC6",1,1,3,NA,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,"",2,2,1,2,2,NA,NA,1,NA,NA,14,3,"00979",106.664082,17.283949,1,393
"19243007014",3,"44","456","19243","007","014",3,"44","456","19243","007","014",3,1,2,18,2,1,2,2,2,1,2,2,4,4,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,393
"19243007016",3,"44","456","19243","007","016",3,"44","456","19243","007","016",3,1,2,16,2,1,2,2,2,1,2,2,5,4,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,393
"19243007017",3,"44","456","19243","007","017",3,"44","456","19243","007","017",3,1,2,15,2,1,2,2,2,1,2,2,3,NA,1,1,"THỬA 1",1200,1,"p6",1,1,3,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,"",2,1,1,2,2,1,1,1,NA,NA,15,3,"00949",106.6643164,17.2910896,1,393
"19258010003",3,"44","457","19258","010","003",9,"44","457","19258","010","003",9,1,3,13,2,1,3,2,2,1,2,2,2,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,383
