"IDHO","region","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","Expr1","Expr2","Expr3","Expr4","Expr6","Expr5","M4B111_C6","M4B111_C7","M4B111_C8","M4B111_C9","M4B111_C10","M4B111_C11","M4B111_C121","M4B111_C122","M4B111_C123","M4B111_C124","M4B111_C125","M4B111_C13","M4B111_C14","M4B112_C1","M4B113_C1","M4B113_C2","M4B113_C3","M4B113_C4","M4B113_C5","M4B113_C6","M4B113_C7","M4B113_C8","M4B113_C9","M4B113_C101","M4B113_C102","M4B113_C103","M4B113_C104","M4B113_C105","M4B113_C106","M4B113_C111","M4B113_C112","M4B113_C113","M4B113_C114","M4B113_C115","M4B113_C116","M4B113_C117","M4B113_C117GHIRO","M4B113_C121","M4B113_C122","M4B113_C123","M4B113_C124","M4B113_C125","M4B113_C131","M4B113_C132","M4B113_C133","M4B113_C134","M4B113_C135","M4B113_C14N","M4B113_C14T","M4B113_C16","KINHDO","VIDO","season","wt45"
"04597004014",2,"15","139","04597","004","014",11,"15","139","04597","004","014",11,1,4,6,1,1,3,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,772
"04597004015",2,"15","139","04597","004","015",11,"15","139","04597","004","015",11,1,4,5,1,1,4,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,772
"04651001001",2,"15","140","04651","001","001",3,"15","140","04651","001","001",3,1,1,30,1,1,2,1,2,2,2,2,5,1,1,1,"BẢN MƯỜI",800,1,"LTH31",3,1,3,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,"",2,1,2,2,2,NA,1,NA,NA,NA,5,3,"00883",104.480974897742,21.6901791523881,1,342
"04651001002",2,"15","140","04651","001","002",3,"15","140","04651","001","002",3,1,1,30,1,1,2,1,2,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,342
"04651001003",2,"15","140","04651","001","003",3,"15","140","04651","001","003",3,4,1,25,1,1,2,1,2,2,2,2,4,1,1,1,"BẢN MƯỜI",700,1,"tầu 838",3,1,7,NA,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,"",2,1,2,2,2,NA,1,NA,NA,NA,20,3,"00958",104.481141865253,21.6900221375466,1,342
"04651001004",2,"15","140","04651","001","004",3,"15","140","04651","001","004",3,4,1,23,1,1,2,1,2,2,2,2,5,6,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,342
"04651001005",2,"15","140","04651","001","005",3,"15","140","04651","001","005",3,4,1,30,3,1,2,1,2,2,2,2,5,1,1,1,"BẢN MƯỜI",800,1,"LTH31",2,1,3,NA,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,"",2,1,2,2,2,NA,1,NA,NA,NA,20,3,"00798",104.481248147786,21.689658884301,1,342
"04651001006",2,"15","140","04651","001","006",3,"15","140","04651","001","006",3,1,1,25,1,1,1,1,2,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,342
"04651001007",2,"15","140","04651","001","007",3,"15","140","04651","001","007",3,1,1,30,1,1,0,1,2,2,2,2,5,1,1,1,"BẢN  MƯỜI",300,1,"404",2,1,4,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,"",2,1,2,2,1,NA,1,NA,NA,1,13,3,"00776",104.482800140977,21.6882750243511,1,342
"04651001008",2,"15","140","04651","001","008",3,"15","140","04651","001","008",3,1,1,30,1,1,1,1,2,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,342
"04651001012",2,"15","140","04651","001","012",3,"15","140","04651","001","012",3,1,2,5,1,1,5,1,2,2,2,2,6,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,342
"04651001013",2,"15","140","04651","001","013",3,"15","140","04651","001","013",3,4,1,25,1,1,3,1,2,2,2,2,5,1,1,1,"BẢNMƯỜI",500,1,"LTH38",2,1,3,NA,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,"",2,2,2,2,2,NA,NA,NA,NA,NA,12,3,"01140",104.481171034276,21.687827961846,1,342
"04651001016",2,"15","140","04651","001","016",3,"15","140","04651","001","016",3,4,1,7,1,1,5,1,2,2,2,2,6,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,342
"04672002005",2,"15","140","04672","002","005",4,"15","140","04672","002","005",4,1,0,NA,3,1,1,1,2,2,2,2,4,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,270
"04672002006",2,"15","140","04672","002","006",4,"15","140","04672","002","006",4,4,1,30,1,1,1,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,270
"04672002014",2,"15","140","04672","002","014",4,"15","140","04672","002","014",4,4,1,30,1,1,1,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,270
"04681008001",2,"15","133","04681","008","001",2,"15","133","04681","008","001",2,1,3,1,2,1,3,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,285
"04681008002",2,"15","133","04681","008","002",2,"15","133","04681","008","002",2,1,1,7,1,1,3,1,2,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,285
"04681008004",2,"15","133","04681","008","004",2,"15","133","04681","008","004",2,1,1,10,2,1,3,1,2,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,285
"04681008005",2,"15","133","04681","008","005",2,"15","133","04681","008","005",2,1,1,3,1,1,6,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,285
"04681008006",2,"15","133","04681","008","006",2,"15","133","04681","008","006",2,4,1,3,1,1,7,1,2,2,2,2,5,6,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,285
"04681008008",2,"15","133","04681","008","008",2,"15","133","04681","008","008",2,1,3,3,3,1,3,1,2,2,2,2,5,6,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,285
"04681008009",2,"15","133","04681","008","009",2,"15","133","04681","008","009",2,1,1,2,3,1,3,1,2,2,2,2,5,5,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,285
"04681008010",2,"15","133","04681","008","010",2,"15","133","04681","008","010",2,4,1,3,1,1,6,1,2,2,2,2,5,5,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,285
"04681008011",2,"15","133","04681","008","011",2,"15","133","04681","008","011",2,1,0,NA,3,1,4,1,2,2,2,2,5,6,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,285
"04681008012",2,"15","133","04681","008","012",2,"15","133","04681","008","012",2,1,1,3,1,1,3,1,2,2,2,2,5,6,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,285
"04681008014",2,"15","133","04681","008","014",2,"15","133","04681","008","014",2,4,1,3,1,1,5,1,2,2,2,2,5,6,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,285
"04681008015",2,"15","133","04681","008","015",2,"15","133","04681","008","015",2,1,2,7,2,1,3,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,285
"04699017002",2,"15","140","04699","017","002",12,"15","140","04699","017","002",12,1,1,15,1,1,3,1,2,2,2,2,6,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,289
"04699017003",2,"15","140","04699","017","003",12,"15","140","04699","017","003",12,4,1,80,1,1,3,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,289
"04699017004",2,"15","140","04699","017","004",12,"15","140","04699","017","004",12,4,1,60,1,1,3,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,289
"04699017006",2,"15","140","04699","017","006",12,"15","140","04699","017","006",12,1,1,20,1,1,3,1,2,2,2,2,6,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,289
"04699017007",2,"15","140","04699","017","007",12,"15","140","04699","017","007",12,1,2,7,2,1,3,1,2,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,289
"04699017008",2,"15","140","04699","017","008",12,"15","140","04699","017","008",12,1,3,15,1,1,3,1,2,2,2,2,6,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,289
"04699017009",2,"15","140","04699","017","009",12,"15","140","04699","017","009",12,1,2,7,2,1,3,1,2,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,289
"04699017010",2,"15","140","04699","017","010",12,"15","140","04699","017","010",12,1,2,7,2,1,3,1,2,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,289
"04699017011",2,"15","140","04699","017","011",12,"15","140","04699","017","011",12,2,2,20,2,1,3,1,2,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,289
"04699017012",2,"15","140","04699","017","012",12,"15","140","04699","017","012",12,1,2,7,1,1,6,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,289
"04699017013",2,"15","140","04699","017","013",12,"15","140","04699","017","013",12,1,0,NA,1,1,4,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,289
"04699017014",2,"15","140","04699","017","014",12,"15","140","04699","017","014",12,1,8,8,1,1,6,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,289
"04702008001",2,"15","140","04702","008","001",7,"15","140","04702","008","001",7,4,1,30,1,1,3,1,2,2,2,2,5,6,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,618
"04702008002",2,"15","140","04702","008","002",7,"15","140","04702","008","002",7,4,1,20,1,1,2,1,2,2,2,2,6,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,618
"04702008003",2,"15","140","04702","008","003",7,"15","140","04702","008","003",7,4,1,15,1,1,3,1,2,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,618
"04702008004",2,"15","140","04702","008","004",7,"15","140","04702","008","004",7,1,2,18,1,1,3,1,2,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,618
"04702008005",2,"15","140","04702","008","005",7,"15","140","04702","008","005",7,1,2,15,1,1,2,1,2,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,618
"04702008006",2,"15","140","04702","008","006",7,"15","140","04702","008","006",7,1,3,20,1,1,4,1,2,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,618
"04702008007",2,"15","140","04702","008","007",7,"15","140","04702","008","007",7,1,1,15,1,1,0,1,2,2,2,2,5,6,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,618
"04702008008",2,"15","140","04702","008","008",7,"15","140","04702","008","008",7,1,1,10,1,1,5,1,2,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,618
"04702008009",2,"15","140","04702","008","009",7,"15","140","04702","008","009",7,1,2,12,1,1,4,1,2,2,2,2,5,6,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,618
"04702008010",2,"15","140","04702","008","010",7,"15","140","04702","008","010",7,4,0,NA,1,1,4,1,2,2,2,2,6,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,618
"04702008011",2,"15","140","04702","008","011",7,"15","140","04702","008","011",7,4,0,NA,1,1,3,1,2,2,2,2,6,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,618
"04702008012",2,"15","140","04702","008","012",7,"15","140","04702","008","012",7,1,3,14,1,1,3,1,2,2,2,2,5,6,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,618
"04702008013",2,"15","140","04702","008","013",7,"15","140","04702","008","013",7,1,0,NA,3,1,2,1,2,2,2,2,5,6,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,618
"04702008014",2,"15","140","04702","008","014",7,"15","140","04702","008","014",7,4,3,5,1,1,5,1,2,2,2,2,6,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,618
"04702008016",2,"15","140","04702","008","016",7,"15","140","04702","008","016",7,4,0,NA,1,1,6,1,2,2,2,2,6,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,618
"04711015001",2,"15","140","04711","015","001",5,"15","140","04711","015","001",5,4,0,NA,1,1,10,1,2,2,2,2,5,6,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,331
"04711015003",2,"15","140","04711","015","003",5,"15","140","04711","015","003",5,4,1,25,1,1,8,1,2,2,2,2,6,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,331
"04711015004",2,"15","140","04711","015","004",5,"15","140","04711","015","004",5,1,0,NA,1,1,6,1,2,2,2,2,5,6,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,331
"04711015005",2,"15","140","04711","015","005",5,"15","140","04711","015","005",5,1,0,NA,1,1,8,1,2,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,331
"04711015006",2,"15","140","04711","015","006",5,"15","140","04711","015","006",5,1,0,NA,1,1,4,1,2,2,2,2,6,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,331
"04711015007",2,"15","140","04711","015","007",5,"15","140","04711","015","007",5,1,1,15,1,1,3,1,2,2,2,2,5,6,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,331
"04711015009",2,"15","140","04711","015","009",5,"15","140","04711","015","009",5,1,1,20,1,1,6,1,2,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,331
"04711015010",2,"15","140","04711","015","010",5,"15","140","04711","015","010",5,4,0,NA,1,1,4,1,2,2,2,2,3,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,331
"04711015013",2,"15","140","04711","015","013",5,"15","140","04711","015","013",5,1,0,NA,1,1,5,1,2,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,331
"04711015014",2,"15","140","04711","015","014",5,"15","140","04711","015","014",5,1,0,NA,1,1,8,1,2,2,2,2,5,6,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,331
"04711015015",2,"15","140","04711","015","015",5,"15","140","04711","015","015",5,1,0,NA,1,1,8,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,331
"04726013001",2,"15","141","04726","013","001",8,"15","141","04726","013","001",8,1,2,3,1,1,10,1,2,2,2,2,3,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,310
"04726013002",2,"15","141","04726","013","002",8,"15","141","04726","013","002",8,1,3,3,1,1,10,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,310
"04726013003",2,"15","141","04726","013","003",8,"15","141","04726","013","003",8,1,3,4,1,1,6,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,310
"04726013004",2,"15","141","04726","013","004",8,"15","141","04726","013","004",8,1,2,10,3,1,4,1,2,2,2,2,4,6,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,310
"04726013005",2,"15","141","04726","013","005",8,"15","141","04726","013","005",8,1,2,10,1,1,5,1,2,2,2,2,3,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,310
"04726013006",2,"15","141","04726","013","006",8,"15","141","04726","013","006",8,1,2,7,1,1,4,1,2,2,2,2,3,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,310
"04726013007",2,"15","141","04726","013","007",8,"15","141","04726","013","007",8,1,0,NA,1,1,5,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,310
"04726013008",2,"15","141","04726","013","008",8,"15","141","04726","013","008",8,1,0,NA,1,1,7,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,310
