"","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","STT","M4B11A3_C3","M4B11A3_C41","M4B11A3_C42","M4B11A3_C43","M4B11A3_C499","M4B11A3_C5","M4B11A3_C6","M4B11A3_C8","KYDIEUTRA"
"25276","52","546","21786","003","010","21786003010",1,"7;",1,2,2,2,3,2,"",4
"25277","52","546","21786","003","012","21786003012",0,"4;",1,2,2,2,1,1,"",4
"25278","52","546","21786","003","012","21786003012",1,"4;",2,1,2,2,2,1,"",4
"25279","52","546","21786","003","014","21786003014",0,"4;",1,2,2,2,2,2,"",4
"25280","52","546","21786","003","015","21786003015",0,"4;",2,1,2,2,1,1,"",4
"25281","52","546","21786","003","015","21786003015",1,"4;",1,2,2,2,3,2,"",4
"25282","52","546","21790","006","002","21790006002",0,"4;",2,1,2,2,5,1,"",4
"25283","52","546","21790","006","004","21790006004",0,"4;",2,1,2,2,5,1,"",4
"25284","52","546","21790","006","014","21790006014",0,"4;",2,1,2,2,3,1,"",4
"25285","52","546","21801","007","001","21801007001",0,"4;",2,1,2,2,3,1,"",4
"25286","52","546","21801","007","001","21801007001",1,"7;",2,1,2,2,5,1,"",4
"25287","52","546","21801","007","002","21801007002",0,"4;",2,1,2,2,1,1,"",4
"25288","52","546","21801","007","002","21801007002",1,"7;",2,1,2,2,5,1,"",4
"25289","52","546","21801","007","003","21801007003",0,"4;",2,1,2,2,3,1,"",4
"25290","52","546","21801","007","003","21801007003",1,"7;",2,1,2,2,5,1,"",4
"25291","52","546","21801","007","005","21801007005",0,"4;",2,1,2,2,3,1,"",4
"25292","52","546","21801","007","005","21801007005",1,"7;",2,1,2,2,5,1,"",4
"25293","52","546","21801","007","006","21801007006",0,"4;",2,1,2,2,1,1,"",4
"25294","52","546","21801","007","006","21801007006",1,"7;",2,1,2,2,5,1,"",4
"25295","52","546","21801","007","008","21801007008",0,"4;",2,1,2,2,3,1,"",4
"25296","52","546","21801","007","008","21801007008",1,"7;",2,1,2,2,5,1,"",4
"25297","52","546","21801","007","010","21801007010",0,"4;",2,1,2,2,3,1,"",4
"25298","52","546","21801","007","010","21801007010",1,"7;",2,1,2,2,5,1,"",4
"25299","52","546","21801","007","011","21801007011",0,"4;",2,1,2,2,3,1,"",4
"25300","52","546","21801","007","011","21801007011",1,"7;",2,1,2,2,5,1,"",4
"25301","52","546","21801","007","012","21801007012",0,"4;",2,1,2,2,1,1,"",4
"25302","52","546","21801","007","012","21801007012",1,"7;",2,1,2,2,3,1,"",4
"25303","52","546","21801","007","013","21801007013",0,"4;",2,1,2,2,3,1,"",4
"25304","52","546","21801","007","013","21801007013",1,"7;",2,1,2,2,5,1,"",4
"25305","52","546","21805","001","001","21805001001",0,"4;",1,2,2,2,3,2,"",4
"25306","52","546","21805","001","001","21805001001",1,"9;",1,2,2,2,3,2,"",4
"25307","52","546","21805","001","002","21805001002",0,"4;",1,2,2,2,2,2,"",4
"25308","52","546","21805","001","002","21805001002",1,"9;",1,2,2,2,4,2,"",4
"25309","52","546","21805","001","003","21805001003",0,"9;",1,2,2,2,2,2,"",4
"25310","52","546","21805","001","003","21805001003",1,"3;",1,2,2,2,3,2,"",4
"25311","52","546","21805","001","004","21805001004",0,"4;",1,2,2,2,3,2,"",4
"25312","52","546","21805","001","004","21805001004",1,"8;",1,2,2,2,2,2,"",4
"25313","52","546","21805","001","005","21805001005",0,"4;",1,2,2,2,0,2,"",4
"25314","52","546","21805","001","005","21805001005",1,"4;8;",1,2,2,2,3,2,"",4
"25315","52","546","21805","001","006","21805001006",0,"6;",1,2,2,2,3,2,"",4
"25316","52","546","21805","001","006","21805001006",1,"3;",1,2,2,2,2,2,"",4
"25317","52","546","21805","001","007","21805001007",0,"4;",1,2,2,2,3,2,"",4
"25318","52","546","21805","001","007","21805001007",1,"9;",1,2,2,2,4,2,"",4
"25319","52","546","21805","001","008","21805001008",0,"9;",1,2,2,2,4,2,"",4
"25320","52","546","21805","001","008","21805001008",1,"3;",1,2,2,2,3,2,"",4
"25321","52","546","21805","001","009","21805001009",0,"4;",1,2,2,2,4,2,"",4
"25322","52","546","21805","001","009","21805001009",1,"3;",1,2,2,2,2,2,"",4
"25323","52","546","21805","001","010","21805001010",0,"4;",1,2,2,2,1,2,"",4
"25324","52","546","21805","001","010","21805001010",1,"3;",1,2,2,2,3,2,"",4
"25325","52","546","21805","001","011","21805001011",0,"4;",1,2,2,2,3,2,"",4
"25326","52","546","21805","001","011","21805001011",1,"8;",1,2,2,2,3,2,"",4
"25327","52","546","21805","001","012","21805001012",0,"9;",1,2,2,2,3,2,"",4
"25328","52","546","21805","001","012","21805001012",1,"3;",1,2,2,2,3,2,"",4
"25329","52","546","21805","001","013","21805001013",0,"9;",1,2,2,2,3,2,"",4
"25330","52","546","21805","001","013","21805001013",1,"3;",1,2,2,2,3,2,"",4
"25331","52","546","21805","001","014","21805001014",0,"4;",1,2,2,2,3,2,"",4
"25332","52","546","21805","001","014","21805001014",1,"3;",1,2,2,2,2,2,"",4
"25333","52","546","21805","001","015","21805001015",0,"3;",1,2,2,2,3,2,"",4
"25334","52","546","21805","001","015","21805001015",1,"4;",1,2,2,2,2,2,"",4
"25335","52","547","21808","009","004","21808009004",0,"4;7;15;",2,1,2,2,2,3,"",4
"25336","52","547","21808","009","004","21808009004",1,"8;10;20;",2,1,2,2,4,3,"",4
"25337","52","547","21808","009","006","21808009006",0,"4;7;15;",2,1,2,2,2,3,"",4
"25338","52","547","21808","009","006","21808009006",1,"8;10;20;",2,1,2,2,4,3,"",4
"25339","52","547","21808","009","006","21808009006",2,"1;19;",2,1,2,2,6,3,"",4
"25340","52","547","21808","009","008","21808009008",0,"4;7;15;",2,1,2,2,2,3,"",4
"25341","52","547","21808","009","008","21808009008",1,"8;10;20;",2,1,2,2,4,3,"",4
"25342","52","547","21808","009","010","21808009010",0,"7;15;",2,1,2,2,4,3,"",4
"25343","52","547","21808","009","010","21808009010",1,"4;7;",2,1,2,2,6,3,"",4
"25344","52","547","21808","009","014","21808009014",0,"7;15;",2,1,2,2,4,3,"",4
"25345","52","547","21808","009","014","21808009014",1,"8;19;",2,1,2,2,6,3,"",4
"25346","52","547","21808","009","015","21808009015",0,"4;7;",2,1,2,2,2,3,"",4
"25347","52","547","21808","009","015","21808009015",1,"8;10;19;",2,1,2,2,4,3,"",4
"25348","52","547","21808","009","015","21808009015",2,"1;20;",2,1,2,2,6,3,"",4
"25349","52","547","21808","046","001","21808046001",0,"2;4;",1,2,2,2,2,1,"",4
"25350","52","547","21808","046","001","21808046001",1,"7;",1,2,2,2,3,1,"",4
"25351","52","547","21808","046","001","21808046001",2,"4;7;",1,2,2,2,4,1,"",4
"25352","52","547","21808","046","001","21808046001",3,"15;19;20;",1,2,2,2,7,2,"",4
"25353","52","547","21808","046","002","21808046002",0,"2;4;",1,2,2,2,2,1,"",4
"25354","52","547","21808","046","002","21808046002",1,"7;9;",1,2,2,2,6,1,"",4
"25355","52","547","21808","046","003","21808046003",0,"2;4;",1,2,2,2,2,1,"",4
"25356","52","547","21808","046","003","21808046003",1,"4;7;",1,2,2,2,4,1,"",4
"25357","52","547","21808","046","003","21808046003",2,"8;15;20;",1,2,2,2,7,1,"",4
"25358","52","547","21808","046","014","21808046014",0,"2;7;",1,2,2,2,2,1,"",4
"25359","52","547","21808","046","014","21808046014",1,"7;8;",1,2,2,2,7,1,"",4
"25360","52","547","21817","006","001","21817006001",0,"2;",2,1,2,2,1,2,"",4
"25361","52","547","21817","006","001","21817006001",1,"1;",2,1,2,2,5,2,"",4
"25362","52","547","21817","006","002","21817006002",1,"1;4;15;",1,1,2,2,1,2,"",4
"25363","52","547","21817","006","002","21817006002",2,"2;7;",2,1,2,2,5,2,"",4
"25364","52","547","21817","006","002","21817006002",3,"1;8;10;",2,1,2,2,15,2,"",4
"25365","52","547","21817","006","002","21817006002",4,"19;20;",1,2,2,2,13,2,"",4
"25366","52","547","21817","006","003","21817006003",0,"4;15;",2,1,2,2,1,2,"",4
"25367","52","547","21817","006","003","21817006003",1,"7;",2,1,2,2,5,2,"",4
"25368","52","547","21817","006","003","21817006003",2,"8;10;",2,1,2,2,15,2,"",4
"25369","52","547","21817","006","003","21817006003",3,"16;",2,1,2,2,14,2,"",4
"25370","52","547","21817","006","003","21817006003",4,"19;",1,2,2,2,13,2,"",4
"25371","52","547","21817","006","004","21817006004",0,"2;",2,1,2,2,1,2,"",4
"25372","52","547","21817","006","004","21817006004",1,"1;",2,1,2,2,8,2,"",4
"25373","52","547","21817","006","005","21817006005",0,"4;15;",2,1,2,2,1,2,"",4
"25374","52","547","21817","006","005","21817006005",1,"7;",2,1,2,2,5,2,"",4
"25375","52","547","21817","006","005","21817006005",2,"8;10;",2,1,2,2,15,2,"",4
"25376","52","547","21817","006","005","21817006005",3,"16;",2,1,2,2,14,2,"",4
"25377","52","547","21817","006","005","21817006005",4,"19;",1,2,2,2,13,2,"",4
"25378","52","547","21817","006","006","21817006006",0,"4;15;",2,1,2,2,1,2,"",4
"25379","52","547","21817","006","006","21817006006",1,"7;",2,1,2,2,5,2,"",4
"25380","52","547","21817","006","006","21817006006",2,"8;10;",2,1,2,2,15,2,"",4
"25381","52","547","21817","006","006","21817006006",3,"16;",2,1,2,2,14,2,"",4
"25382","52","547","21817","006","006","21817006006",4,"19;20;",1,2,2,2,13,2,"",4
"25383","52","547","21817","006","007","21817006007",0,"4;15;",2,1,2,2,1,2,"",4
"25384","52","547","21817","006","007","21817006007",1,"7;",2,1,2,2,5,2,"",4
"25385","52","547","21817","006","007","21817006007",2,"8;10;",2,1,2,2,15,2,"",4
"25386","52","547","21817","006","007","21817006007",3,"16;23;",1,2,2,2,14,2,"",4
"25387","52","547","21817","006","007","21817006007",4,"19;20;",1,2,2,2,13,2,"",4
"25388","52","547","21817","006","008","21817006008",0,"2;",2,1,2,2,1,2,"",4
"25389","52","547","21817","006","008","21817006008",1,"1;",1,2,2,2,5,3,"",4
"25390","52","547","21817","006","010","21817006010",0,"1;",1,2,2,2,1,2,"",4
"25391","52","547","21817","006","010","21817006010",1,"2;",2,1,2,2,7,2,"",4
"25392","52","547","21817","006","011","21817006011",0,"4;15;",2,1,2,2,0,2,"",4
"25393","52","547","21817","006","011","21817006011",1,"7;",2,1,2,2,5,2,"",4
"25394","52","547","21817","006","011","21817006011",2,"19;",2,1,2,2,13,2,"",4
"25395","52","547","21817","006","011","21817006011",3,"16;",2,1,2,2,14,2,"",4
"25396","52","547","21817","006","011","21817006011",4,"8;10;",1,2,2,2,15,2,"",4
"25397","52","547","21817","006","012","21817006012",0,"1;2;",2,1,2,2,1,1,"",4
"25398","52","547","21817","006","012","21817006012",1,"1;",2,1,2,2,3,1,"",4
"25399","52","547","21817","006","013","21817006013",0,"1;2;",1,2,2,2,3,2,"",4
"25400","52","547","21817","006","013","21817006013",1,"2;",1,2,2,2,7,3,"",4
"25401","52","547","21817","006","014","21817006014",0,"4;15;",1,2,2,2,1,2,"",4
"25402","52","547","21817","006","014","21817006014",1,"7;",1,2,2,2,5,2,"",4
"25403","52","547","21817","006","014","21817006014",2,"8;10;",1,2,2,2,15,2,"",4
"25404","52","547","21817","006","014","21817006014",3,"16;",1,1,2,2,14,2,"",4
"25405","52","547","21817","006","014","21817006014",4,"19;20;",1,2,2,2,13,2,"",4
"25406","52","547","21817","006","015","21817006015",0,"4;15;",2,1,2,2,1,2,"",4
"25407","52","547","21817","006","015","21817006015",1,"7;",2,1,2,2,5,2,"",4
"25408","52","547","21817","006","015","21817006015",2,"8;10;",2,1,2,2,15,2,"",4
"25409","52","547","21817","006","015","21817006015",3,"16;",2,1,2,2,14,2,"",4
"25410","52","547","21817","006","015","21817006015",4,"19;",1,2,2,2,13,2,"",4
"25411","52","547","21823","011","002","21823011002",0,"2;",1,2,2,2,1,1,"",4
"25412","52","547","21823","011","002","21823011002",1,"4;",1,2,2,2,6,1,"",4
"25413","52","547","21823","011","003","21823011003",0,"2;",1,2,2,2,1,1,"",4
"25414","52","547","21823","011","003","21823011003",1,"3;",1,2,2,2,6,1,"",4
"25415","52","547","21823","011","004","21823011004",0,"1;",1,2,2,2,0,1,"",4
"25416","52","547","21823","011","005","21823011005",0,"2;",1,2,2,2,1,1,"",4
"25417","52","547","21823","011","006","21823011006",0,"4;7;",2,1,2,2,4,2,"",4
"25418","52","547","21823","011","006","21823011006",1,"2;4;",2,1,2,2,3,2,"",4
"25419","52","547","21823","011","006","21823011006",2,"8;",1,2,2,2,3,2,"",4
"25420","52","547","21823","011","006","21823011006",3,"2;",2,2,2,1,5,0,"",4
"25421","52","547","21823","011","007","21823011007",0,"4;",2,1,2,2,2,2,"",4
"25422","52","547","21823","011","007","21823011007",1,"2;4;",2,1,2,2,3,1,"",4
"25423","52","547","21823","011","009","21823011009",0,"2;",1,2,2,2,2,1,"",4
"25424","52","547","21823","011","010","21823011010",1,"2;4;7;10;",2,1,2,2,1,1,"",4
"25425","52","547","21823","011","010","21823011010",2,"1;7;19;",2,1,2,2,4,1,"",4
"25426","52","547","21823","011","010","21823011010",3,"1;19;",1,2,2,2,0,1,"",4
"25427","52","547","21823","011","012","21823011012",0,"1;",1,2,2,2,0,1,"",4
"25428","52","547","21823","011","014","21823011014",0,"2;15;19;",2,1,2,2,4,2,"",4
"25429","52","547","21823","011","014","21823011014",1,"2;4;",1,2,2,2,16,1,"",4
"25430","52","547","21823","011","014","21823011014",2,"19;",1,2,2,2,15,1,"",4
"25431","52","547","21823","011","015","21823011015",0,"2;8;16;19;24;",1,2,2,2,6,1,"",4
"25432","52","547","21823","011","015","21823011015",1,"8;",1,2,2,2,15,1,"",4
"25433","52","547","21823","011","015","21823011015",2,"19;",1,2,2,2,17,1,"",4
"25434","52","547","21823","011","015","21823011015",3,"8;",1,2,2,2,15,1,"",4
"25435","52","547","21823","011","015","21823011015",4,"20;",1,2,2,2,18,1,"",4
"25436","52","547","21832","003","005","21832003005",0,"2;4;",2,1,2,2,1,2,"",4
"25437","52","547","21832","003","005","21832003005",1,"4;7;",2,1,2,2,9,2,"",4
"25438","52","547","21832","003","007","21832003007",0,"2;",2,1,2,2,3,2,"",4
"25439","52","547","21832","003","007","21832003007",1,"4;7;",2,1,2,2,5,2,"",4
"25440","52","547","21832","003","008","21832003008",0,"2;3;",2,1,2,2,1,2,"",4
"25441","52","547","21832","003","008","21832003008",1,"4;7;",2,1,2,2,7,2,"",4
"25442","52","547","21832","003","010","21832003010",0,"2;3;",2,1,2,2,5,2,"",4
"25443","52","547","21832","003","010","21832003010",1,"4;7;",2,1,2,2,7,2,"",4
"25444","52","547","21832","003","011","21832003011",0,"2;",2,1,2,2,2,2,"",4
"25445","52","547","21832","003","011","21832003011",1,"4;7;",2,1,2,2,7,2,"",4
"25446","52","547","21832","003","013","21832003013",0,"2;",2,1,2,2,3,2,"",4
"25447","52","547","21832","003","013","21832003013",1,"4;7;",2,1,2,2,7,2,"",4
"25448","52","547","21832","003","015","21832003015",0,"2;3;",2,1,2,2,3,2,"",4
"25449","52","547","21832","003","015","21832003015",1,"4;7;",2,1,2,2,7,2,"",4
"25450","52","547","21838","009","003","21838009003",0,"4;",2,1,2,2,5,2,"",4
"25451","52","547","21838","009","003","21838009003",1,"8;",2,1,2,2,8,2,"",4
"25452","52","547","21838","009","004","21838009004",0,"4;",2,1,2,2,5,2,"",4
"25453","52","547","21838","009","004","21838009004",1,"8;",2,1,2,2,8,2,"",4
"25454","52","547","21838","009","005","21838009005",0,"4;",2,1,2,2,6,2,"",4
"25455","52","547","21838","009","005","21838009005",1,"8;",2,1,2,2,8,2,"",4
"25456","52","547","21838","009","006","21838009006",0,"4;",2,1,2,2,6,2,"",4
"25457","52","547","21838","009","006","21838009006",1,"8;",2,1,2,2,8,2,"",4
"25458","52","547","21838","009","008","21838009008",0,"4;",2,1,2,2,6,2,"",4
"25459","52","547","21838","009","008","21838009008",1,"8;",2,1,2,2,10,2,"",4
"25460","52","547","21838","009","009","21838009009",0,"4;",2,1,2,2,7,2,"",4
"25461","52","547","21838","009","010","21838009010",0,"4;",2,1,2,2,8,1,"",4
"25462","52","547","21838","009","011","21838009011",0,"4;",2,1,2,2,7,2,"",4
"25463","52","547","21838","009","011","21838009011",1,"4;",2,1,2,2,7,2,"",4
"25464","52","547","21838","009","012","21838009012",0,"4;",2,1,2,2,6,2,"",4
"25465","52","547","21838","009","013","21838009013",0,"4;8;",2,1,2,2,6,2,"",4
"25466","52","547","21838","009","014","21838009014",0,"4;",2,1,2,2,5,2,"",4
"25467","52","547","21838","009","014","21838009014",1,"5;",2,1,2,2,11,2,"",4
"25468","52","547","21838","009","015","21838009015",0,"4;",2,1,2,2,6,2,"",4
"25469","52","547","21847","020","001","21847020001",0,"8;9;",2,1,2,2,3,2,"",4
"25470","52","547","21847","020","001","21847020001",1,"7;",1,2,2,2,3,2,"",4
"25471","52","547","21847","020","001","21847020001",2,"4;",1,2,2,2,3,2,"",4
"25472","52","547","21847","020","001","21847020001",3,"8;",1,2,2,2,3,2,"",4
"25473","52","547","21847","020","002","21847020002",0,"4;",1,2,2,2,1,2,"",4
"25474","52","547","21847","020","002","21847020002",1,"4;",1,2,2,2,2,2,"",4
"25475","52","547","21847","020","003","21847020003",0,"7;",1,2,2,2,2,2,"",4
"25476","52","547","21847","020","003","21847020003",1,"4;",1,2,2,2,3,2,"",4
"25477","52","547","21847","020","003","21847020003",2,"8;",1,2,2,2,5,2,"",4
"25478","52","547","21847","020","003","21847020003",3,"10;",1,2,2,2,7,2,"",4
"25479","52","547","21847","020","003","21847020003",4,"4;",1,2,2,2,7,2,"",4
"25480","52","547","21847","020","003","21847020003",5,"3;",1,2,2,2,9,2,"",4
"25481","52","547","21847","020","003","21847020003",6,"1;",1,2,2,2,13,2,"",4
"25482","52","547","21847","020","003","21847020003",7,"5;",1,2,2,2,15,2,"",4
"25483","52","547","21847","020","004","21847020004",0,"4;",1,2,2,2,1,2,"",4
"25484","52","547","21847","020","004","21847020004",1,"8;",1,2,2,2,2,2,"",4
"25485","52","547","21847","020","006","21847020006",0,"4;",1,2,2,2,1,2,"",4
"25486","52","547","21847","020","006","21847020006",1,"4;",1,2,2,2,2,2,"",4
"25487","52","547","21847","020","007","21847020007",0,"8;",1,2,2,2,1,2,"",4
"25488","52","547","21847","020","007","21847020007",1,"8;",1,2,2,2,2,2,"",4
"25489","52","547","21847","020","008","21847020008",0,"8;",1,2,2,2,1,2,"",4
"25490","52","547","21847","020","009","21847020009",0,"8;",1,2,2,2,1,2,"",4
"25491","52","547","21847","020","010","21847020010",0,"7;",1,2,2,2,1,2,"",4
"25492","52","547","21847","020","012","21847020012",0,"8;",1,2,2,2,1,2,"",4
"25493","52","547","21847","020","015","21847020015",0,"4;",1,2,2,2,1,2,"",4
"25494","52","547","21847","020","015","21847020015",1,"5;",1,2,2,2,2,2,"",4
"25495","52","547","21850","017","001","21850017001",0,"1;2;3;4;5;6;8;9;10;",1,2,2,2,1,3,"",4
"25496","52","547","21850","017","001","21850017001",1,"1;2;3;4;5;6;7;8;9;10;",1,2,2,2,4,3,"",4
"25497","52","547","21850","017","001","21850017001",2,"1;2;3;4;5;6;7;8;9;10;12;14;15;19;",1,2,2,2,7,3,"",4
"25498","52","547","21850","017","003","21850017003",0,"1;2;3;4;5;",1,2,2,2,2,3,"",4
"25499","52","547","21850","017","003","21850017003",1,"3;4;7;8;9;",1,2,2,2,3,3,"",4
"25500","52","547","21850","017","003","21850017003",2,"4;7;8;9;10;14;15;",1,2,2,2,6,3,"",4
"25501","52","547","21850","017","003","21850017003",3,"4;7;8;9;10;15;",1,2,2,2,7,3,"",4
"25502","52","547","21850","017","004","21850017004",0,"1;2;3;4;6;7;8;",1,2,2,2,1,3,"",4
"25503","52","547","21850","017","004","21850017004",1,"1;2;3;4;6;7;8;9;10;",1,2,2,2,3,3,"",4
"25504","52","547","21850","017","004","21850017004",2,"1;2;3;4;5;6;7;8;9;10;15;",1,2,2,2,4,4,"",4
"25505","52","547","21850","017","006","21850017006",0,"4;",1,2,2,2,1,2,"",4
"25506","52","547","21850","017","006","21850017006",1,"2;",1,2,2,2,3,2,"",4
"25507","52","547","21850","017","007","21850017007",0,"4;",1,2,2,2,2,2,"",4
"25508","52","547","21850","017","007","21850017007",1,"7;",1,2,2,2,3,2,"",4
"25509","52","547","21850","017","008","21850017008",0,"4;",1,2,2,2,1,2,"",4
"25510","52","547","21850","017","008","21850017008",1,"2;",1,2,2,2,2,2,"",4
"25511","52","547","21850","017","009","21850017009",0,"4;",1,2,2,2,2,1,"",4
"25512","52","547","21850","017","009","21850017009",1,"7;",1,2,2,2,3,1,"",4
"25513","52","547","21850","017","009","21850017009",2,"7;15;",1,2,2,2,6,1,"",4
"25514","52","547","21850","017","009","21850017009",3,"20;26;",1,2,2,2,7,1,"",4
"25515","52","547","21850","017","011","21850017011",0,"4;7;",1,2,2,2,2,1,"",4
"25516","52","547","21850","017","011","21850017011",1,"2;7;",1,2,2,2,4,1,"",4
"25517","52","547","21850","017","011","21850017011",2,"15;20;",1,2,2,2,7,1,"",4
"25518","52","547","21850","017","012","21850017012",0,"1;2;4;",1,2,2,2,2,1,"",4
"25519","52","547","21850","017","012","21850017012",1,"4;7;",1,2,2,2,4,1,"",4
"25520","52","547","21850","017","012","21850017012",2,"8;10;",1,2,2,2,6,1,"",4
"25521","52","547","21850","017","013","21850017013",0,"1;2;3;4;5;8;9;",2,2,2,2,1,3,"",4
"25522","52","547","21850","017","013","21850017013",1,"1;2;3;4;5;6;7;8;9;10;12;15;",1,2,2,2,3,3,"",4
"25523","52","547","21850","017","013","21850017013",2,"1;2;3;4;5;6;7;8;9;10;13;14;15;16;",1,2,2,2,5,3,"",4
"25524","52","547","21850","017","015","21850017015",0,"4;7;",1,2,2,2,2,1,"",4
"25525","52","547","21850","017","015","21850017015",1,"7;",1,2,2,2,3,1,"",4
"25526","52","547","21850","017","015","21850017015",2,"4;7;8;",1,2,2,2,5,1,"",4
"25527","52","547","21850","017","015","21850017015",3,"20;26;",1,2,2,2,7,1,"",4
"25528","52","548","21859","016","001","21859016001",0,"4;",1,2,2,2,1,1,"",4
"25529","52","548","21859","016","001","21859016001",1,"7;",1,2,2,2,3,1,"",4
"25530","52","548","21859","016","001","21859016001",2,"19;",1,2,2,2,7,1,"",4
"25531","52","548","21859","016","002","21859016002",0,"7;",2,1,2,2,1,1,"",4
"25532","52","548","21859","016","002","21859016002",1,"17;",2,1,2,2,5,1,"",4
"25533","52","548","21859","016","004","21859016004",0,"7;",2,1,2,2,1,1,"",4
"25534","52","548","21859","016","006","21859016006",0,"4;",1,2,2,2,1,1,"",4
"25535","52","548","21859","016","006","21859016006",1,"7;",2,1,2,2,3,1,"",4
"25536","52","548","21859","016","006","21859016006",2,"19;",2,1,1,2,5,1,"",4
"25537","52","548","21859","016","007","21859016007",0,"7;",1,2,2,2,1,1,"",4
"25538","52","548","21859","016","007","21859016007",1,"17;",1,2,2,2,5,1,"",4
"25539","52","548","21859","016","007","21859016007",2,"19;",1,2,2,2,7,1,"",4
"25540","52","548","21859","016","008","21859016008",0,"7;",1,2,2,2,1,1,"",4
"25541","52","548","21859","016","008","21859016008",1,"17;",1,2,2,2,5,1,"",4
"25542","52","548","21859","016","008","21859016008",2,"20;",1,2,2,2,6,2,"",4
"25543","52","548","21859","016","009","21859016009",0,"4;",2,1,2,2,1,1,"",4
"25544","52","548","21859","016","009","21859016009",1,"7;",2,1,2,2,3,1,"",4
"25545","52","548","21859","016","009","21859016009",2,"19;",2,2,1,2,6,1,"",4
"25546","52","548","21859","016","011","21859016011",0,"7;",1,2,2,2,1,1,"",4
"25547","52","548","21859","016","012","21859016012",0,"4;",1,2,2,2,1,1,"",4
"25548","52","548","21859","016","012","21859016012",1,"7;",1,2,2,2,3,1,"",4
"25549","52","548","21859","016","012","21859016012",2,"17;",1,2,2,2,5,1,"",4
"25550","52","548","21877","017","001","21877017001",0,"2;7;",1,2,2,2,4,2,"",4
"25551","52","548","21877","017","001","21877017001",1,"1;",1,2,2,2,4,1,"",4
"25552","52","548","21877","017","002","21877017002",0,"7;",1,2,2,2,7,1,"",4
"25553","52","548","21877","017","002","21877017002",1,"7;",1,2,2,2,9,1,"",4
"25554","52","548","21877","017","003","21877017003",0,"7;",1,2,2,2,7,1,"",4
"25555","52","548","21877","017","003","21877017003",1,"7;",2,1,2,2,9,2,"",4
"25556","52","548","21877","017","004","21877017004",0,"7;",1,2,2,2,7,1,"",4
"25557","52","548","21877","017","004","21877017004",1,"7;",2,1,2,2,9,2,"",4
"25558","52","548","21877","017","005","21877017005",0,"7;",1,2,2,2,7,1,"",4
"25559","52","548","21877","017","005","21877017005",1,"7;",2,1,2,2,9,2,"",4
"25560","52","548","21877","017","006","21877017006",0,"7;",1,2,2,2,7,1,"",4
"25561","52","548","21877","017","006","21877017006",1,"7;",2,1,2,2,9,2,"",4
"25562","52","548","21877","017","007","21877017007",0,"7;",1,2,2,2,7,1,"",4
"25563","52","548","21877","017","007","21877017007",1,"7;",2,1,2,2,9,2,"",4
"25564","52","548","21877","017","008","21877017008",0,"7;",1,2,2,2,7,1,"",4
"25565","52","548","21877","017","008","21877017008",1,"7;",2,1,2,2,9,2,"",4
"25566","52","548","21877","017","009","21877017009",0,"7;",1,2,2,2,7,2,"",4
"25567","52","548","21877","017","009","21877017009",1,"7;",2,1,2,2,11,2,"",4
"25568","52","548","21877","017","010","21877017010",0,"7;",1,2,2,2,7,1,"",4
"25569","52","548","21877","017","010","21877017010",1,"7;",2,1,2,2,9,2,"",4
"25570","52","548","21877","017","011","21877017011",0,"7;20;",1,2,2,2,8,3,"",4
"25571","52","548","21877","017","011","21877017011",1,"7;",2,1,2,2,11,3,"",4
"25572","52","548","21877","017","012","21877017012",0,"7;",1,2,2,2,7,1,"",4
"25573","52","548","21877","017","012","21877017012",1,"7;",2,1,2,2,9,2,"",4
"25574","52","548","21877","017","013","21877017013",0,"7;",1,2,2,2,7,1,"",4
"25575","52","548","21877","017","013","21877017013",1,"7;",2,1,2,2,9,2,"",4
"25576","52","548","21877","017","014","21877017014",0,"7;",1,2,2,2,7,1,"",4
"25577","52","548","21877","017","014","21877017014",1,"7;",2,1,2,2,9,2,"",4
"25578","52","548","21877","017","015","21877017015",0,"7;",1,2,2,2,7,1,"",4
"25579","52","548","21877","017","015","21877017015",1,"7;",2,1,2,2,9,2,"",4
"25580","52","548","21883","012","001","21883012001",1,"4;7;15;",2,1,2,2,2,3,"",4
"25581","52","548","21883","012","001","21883012001",2,"7;18;",2,1,2,2,7,3,"",4
"25582","52","548","21883","012","001","21883012001",3,"19;20;",1,2,2,2,13,3,"",4
"25583","52","548","21883","012","002","21883012002",1,"4;15;",2,1,2,2,3,3,"",4
"25584","52","548","21883","012","002","21883012002",2,"7;8;",2,1,2,2,7,3,"",4
"25585","52","548","21883","012","002","21883012002",3,"17;19;20;",1,2,2,2,12,3,"",4
"25586","52","548","21883","012","003","21883012003",0,"4;7;15;",2,1,2,2,5,3,"",4
"25587","52","548","21883","012","003","21883012003",1,"8;19;20;",2,1,2,2,11,3,"",4
"25588","52","548","21883","012","004","21883012004",1,"4;7;15;",2,1,2,2,4,3,"",4
"25589","52","548","21883","012","004","21883012004",2,"17;19;20;",1,2,2,2,10,3,"",4
"25590","52","548","21883","012","005","21883012005",1,"4;7;15;",2,1,2,2,4,3,"",4
"25591","52","548","21883","012","005","21883012005",2,"7;14;20;",2,1,2,2,12,4,"",4
"25592","52","548","21883","012","006","21883012006",0,"4;15;",2,1,2,2,3,3,"",4
"25593","52","548","21883","012","006","21883012006",1,"7;20;",2,1,2,2,8,3,"",4
"25594","52","548","21883","012","007","21883012007",1,"3;7;15;",2,1,2,2,4,3,"",4
