"","MATINH","MAHUYEN","MAXA","M43_C2","pfes_dummy","panel"
"1513","93","934","31429",NA,0,2024
"1514","93","934","31432",NA,0,2024
"1515","93","935","31459",NA,0,2024
"1516","93","937","31477",NA,0,2024
"1517","94","943","31546",NA,0,2024
"1518","94","942","31573",NA,0,2024
"1519","94","942","31585",NA,0,2024
"1520","94","942","31594",NA,0,2024
"1521","94","945","31624",NA,0,2024
"1522","94","946","31642",NA,0,2024
"1523","94","947","31708",NA,0,2024
"1524","94","947","31714",NA,0,2024
"1525","95","954","31837",NA,0,2024
"1526","95","956","31849",NA,0,2024
"1527","95","957","31879",NA,0,2024
"1528","95","957","31885",NA,0,2024
"1529","95","960","31975",NA,0,2024
"1530","95","960","31987",NA,0,2024
"1531","95","960","31990",NA,0,2024
"1532","96","964","32035",NA,0,2024
"1533","96","967","32071",NA,0,2024
"1534","96","968","32110",NA,0,2024
"1535","96","968","32113",NA,0,2024
"1536","96","969","32134",NA,0,2024
"1537","96","970","32186",NA,0,2024
"1538","96","970","32188",NA,0,2024
"1539","96","971","32203",NA,0,2024
