"","MATINH","MAHUYEN","MAXA","KYDIEUTRA","M41_C5","M41_C6","M41_C71","M41_C72","M41_C73","M41_C74","M41_C75","M41_C75_GHIRO","M42_C1","M42_C2","M42_C3","M42_C4","M42_C5","M42_C6","M42_C7","M42_C8","M42_C9","M42_C13","M42_C141","M42_C142","M42_C143","M42_C144","M42_C144_GHIRO","M42_C151","M42_C152","M42_C153","M42_C154","M42_C154_GHIRO","M43_C1","M43_C2","M43_C3","M43_C41","M43_C42","M43_C43","M43_C44","M43_C45","M43_C45_GHIRO","M43_C91","M43_C92","M43_C93","M43_C9B01","M43_C9B02","M43_C9B03","M43_C9B04","M43_C9B05","M43_C9B06","M43_C9B07","M43_C9B08","M43_C9B09","M43_C9B10","M43_C9B11","M43_C9B11_GHIRO"
"1217","35","350","13390",3,2,2,NA,NA,NA,NA,NA,"",1,3,1,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1218","35","350","13423",3,2,2,NA,NA,NA,NA,NA,"",1,3,1,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1219","35","352","13543",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1220","35","352","13555",3,3,3,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1221","35","352","13561",3,2,2,NA,NA,NA,NA,NA,"",2,NA,1,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1222","35","353","13582",3,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1223","36","356","13696",3,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1224","36","359","13765",3,2,2,NA,NA,NA,NA,NA,"",2,NA,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1225","36","359","13786",3,2,2,NA,NA,NA,NA,NA,"",2,NA,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1226","36","360","13873",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1227","36","361","13912",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1228","36","361","13927",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1229","36","362","13975",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1230","36","363","14035",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1231","36","364","14098",3,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1232","36","364","14143",3,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1233","36","364","14146",3,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1234","36","366","14233",3,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1235","36","366","14281",3,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1236","37","372","14425",3,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,2,NA,1,5,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1237","37","373","14476",3,2,2,NA,NA,NA,NA,NA,"",1,3,1,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1238","37","373","14518",3,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,2,2,NA,1,7,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1239","37","374","14533",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1240","37","376","14647",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1241","37","376","14689",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1242","37","376","14692",3,2,2,NA,NA,NA,NA,NA,"",2,NA,2,2,3,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1243","37","377","14704",3,2,2,NA,NA,NA,NA,NA,"",1,2,2,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1244","38","386","14962",3,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,2657.26,2013,2,2,2,2,2,"",1661.98,0,995.28,1,2,2,2,2,2,2,2,2,1,1,"cây lát"
"1245","38","388","15046",3,3,3,NA,NA,NA,NA,NA,"",1,3,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1246","38","391","15247",3,1,1,1,2,2,2,2,"",1,3,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,144.06,2023,2,2,2,1,2,"",0,0,144.06,1,1,2,2,2,2,2,2,2,1,2,""
"1247","38","392","15307",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1248","38","393","15385",3,2,2,NA,NA,NA,NA,NA,"",1,1,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1249","38","395","15547",3,2,2,NA,NA,NA,NA,NA,"",2,NA,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1250","38","397","15682",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,3,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1251","38","397","15688",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1252","38","398","15793",3,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1253","38","399","15889",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1254","38","401","16123",3,1,2,NA,NA,NA,NA,NA,"",1,1,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1255","38","401","16162",3,1,2,NA,NA,NA,NA,NA,"",1,1,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1256","38","402","16219",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,2299.9,2019,2,2,2,2,2,"",130,0,0,1,2,2,2,2,2,2,2,2,1,2,""
"1257","38","404","16330",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1258","40","417","16840",3,2,2,NA,NA,NA,NA,NA,"",1,3,3,2,1,3,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1259","40","420","17092",3,3,3,NA,NA,NA,NA,NA,"",1,3,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1260","40","432","17107",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,1,3,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1261","40","421","17122",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1262","40","421","17143",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1263","40","421","17218",3,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1264","40","425","17440",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1265","40","425","17446",3,2,2,NA,NA,NA,NA,NA,"",2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1266","40","426","17518",3,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,2,2,NA,1,4,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1267","40","426","17527",3,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,2,2,NA,1,4,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1268","40","427","17710",3,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,2,1,4,1,5,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1269","40","428","17749",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1270","40","428","17797",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1271","40","429","17845",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,2,2,1,4,1,5,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1272","40","412","17914",3,3,3,NA,NA,NA,NA,NA,"",3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1273","42","437","18130",3,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,2,2,NA,1,7,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1274","42","439","18157",3,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,2,NA,1,4,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1275","42","442","18364",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1276","42","442","18370",3,2,2,NA,NA,NA,NA,NA,"",1,3,1,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1277","42","442","18376",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,3,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1278","42","443","18481",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1279","42","446","18682",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1280","42","446","18691",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1281","42","447","18769",3,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,1,6,1,6,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1282","42","447","18799",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,1,5,1,6,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1283","44","454","19021",3,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1284","44","454","19030",3,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1285","44","454","19033",3,2,2,NA,NA,NA,NA,NA,"",2,NA,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1286","44","455","19132",3,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,1,2,1,2,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1287","44","457","19258",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1288","44","457","19264",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,1,7,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1289","44","457","19285",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1290","44","457","19294",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1291","45","464","19384",3,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,1,6,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1292","45","464","19405",3,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,1,2,1,7,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1293","45","465","19441",3,2,3,NA,NA,NA,NA,NA,"",1,3,1,2,3,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1294","45","466","19519",3,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,2,1,3,1,3,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1295","45","469","19654",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,2,2,NA,1,5,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1296","45","469","19672",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,2,2,NA,1,3,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1297","46","476","19837",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,1,7,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1298","46","477","19897",3,2,2,NA,NA,NA,NA,NA,"",1,3,1,2,2,2,NA,1,7,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1299","46","478","19945",3,2,2,NA,NA,NA,NA,NA,"",1,2,2,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1300","46","482","20128",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1301","46","483","20164",3,2,2,NA,NA,NA,NA,NA,"",1,3,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,1318,2018,2,2,1,1,2,"",0,1318,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1302","48","497","20332",3,2,2,NA,NA,NA,NA,NA,"",1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1303","49","518","20368",3,2,2,NA,NA,NA,NA,NA,"",1,1,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1304","49","518","20383",3,2,2,NA,NA,NA,NA,NA,"",1,1,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
