"","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","panel","Pl_date","CS_reach_SA","CS_reach_WS","CSMAP_reach"
"510","82","824","28705","8","7","2023",2022-05-15,FALSE,FALSE,0
"512","82","824","28705","8","14","2023",2022-11-10,FALSE,FALSE,0
"513","82","824","28741","023","015","2022",2021-05-11,FALSE,FALSE,0
"515","82","824","28747","010","003","2022",2021-11-08,FALSE,FALSE,0
"516","82","824","28702","9","13","2023",2022-12-10,FALSE,TRUE,1
"517","82","824","28744","19","3","2023",2022-05-20,TRUE,FALSE,1
"519","82","824","28726","13","14","2023",2022-05-28,TRUE,FALSE,1
"520","82","824","28705","8","5","2023",2022-11-14,FALSE,FALSE,0
"521","82","824","28702","9","7","2023",2022-11-17,FALSE,FALSE,0
"522","82","824","28705","8","3","2023",2022-05-15,FALSE,FALSE,0
"523","82","824","28702","9","7","2023",2022-05-20,TRUE,FALSE,1
"524","82","824","28744","19","4","2023",2022-12-10,FALSE,TRUE,1
"525","82","824","28705","8","7","2023",2022-11-10,FALSE,FALSE,0
"526","82","824","28702","9","3","2023",2022-05-15,FALSE,FALSE,0
"528","82","824","28738","005","014","2022",2021-11-17,FALSE,FALSE,0
"530","83","834","29032","11","6","2023",2022-05-02,FALSE,FALSE,0
"531","83","834","28987","2","11","2023",2022-01-15,FALSE,FALSE,0
"532","83","834","28987","2","11","2023",2022-05-15,FALSE,FALSE,0
"533","83","834","29032","11","2","2023",2022-05-29,TRUE,FALSE,1
"534","83","834","29032","11","6","2023",2022-12-08,FALSE,FALSE,0
"535","83","834","28987","2","1","2023",2022-06-02,FALSE,FALSE,0
"536","83","834","29032","11","2","2023",2021-12-09,FALSE,FALSE,0
"537","83","834","28987","2","1","2023",2022-12-02,FALSE,FALSE,0
"538","83","836","29149","2","10","2023",2023-06-06,FALSE,FALSE,0
"539","83","836","29116","3","11","2023",2023-06-01,FALSE,FALSE,0
"540","83","836","29116","3","10","2023",2023-01-10,FALSE,FALSE,0
"541","83","836","29173","9","4","2023",2022-12-20,FALSE,FALSE,0
"542","83","836","29149","002","009","2022",2021-12-19,FALSE,FALSE,0
"544","83","836","29149","002","009","2022",2021-05-20,TRUE,FALSE,1
"545","83","836","29152","14","4","2023",2022-06-23,FALSE,FALSE,0
"547","83","836","29116","3","10","2023",2023-07-05,FALSE,FALSE,0
"548","83","836","29152","14","14","2023",2022-06-15,FALSE,FALSE,0
"549","83","836","29152","14","14","2023",2022-11-10,FALSE,FALSE,0
"550","83","836","29152","14","2","2023",2022-12-25,FALSE,FALSE,0
"551","83","836","29149","2","19","2023",2023-06-10,FALSE,FALSE,0
"552","83","836","29173","9","10","2023",2022-11-10,FALSE,FALSE,0
"553","83","836","29146","008","002","2022",2021-07-20,FALSE,FALSE,0
"555","83","836","29116","3","14","2023",2023-02-01,FALSE,FALSE,0
"556","83","836","29125","5","6","2023",2022-10-09,FALSE,FALSE,0
"557","83","836","29152","14","10","2023",2022-06-15,FALSE,FALSE,0
"558","83","836","29116","3","11","2023",2023-01-01,FALSE,FALSE,0
"559","83","836","29152","14","5","2023",2022-06-10,FALSE,FALSE,0
"560","83","836","29152","14","5","2023",2022-11-16,FALSE,FALSE,0
"562","83","836","29152","14","2","2023",2022-07-25,FALSE,FALSE,0
"563","83","836","29125","5","6","2023",2022-05-16,TRUE,FALSE,1
"564","83","836","29152","14","6","2023",2022-06-22,FALSE,FALSE,0
"565","83","836","29146","008","009","2022",2022-06-16,FALSE,FALSE,0
"566","83","836","29149","002","005","2022",2021-05-20,TRUE,FALSE,1
"567","83","836","29152","14","11","2023",2022-05-10,FALSE,FALSE,0
"569","83","836","29173","9","4","2023",2022-07-20,FALSE,FALSE,0
"570","83","836","29146","008","009","2022",2021-11-19,FALSE,FALSE,0
"571","83","836","29173","9","10","2023",2022-06-10,FALSE,FALSE,0
"573","83","836","29149","002","005","2022",2021-11-16,FALSE,FALSE,0
"574","84","842","29260","15","6","2023",2022-12-20,FALSE,FALSE,0
"575","84","842","29260","15","3","2023",2022-04-20,FALSE,FALSE,0
"578","84","842","29260","15","3","2023",2022-12-08,FALSE,FALSE,0
"579","84","842","29260","15","1","2023",2022-01-08,FALSE,FALSE,0
"585","84","842","29260","15","6","2023",2022-04-19,FALSE,FALSE,0
"587","84","844","29278","19","11","2023",2022-12-15,FALSE,FALSE,0
"588","84","844","29278","019","011","2022",2021-11-15,FALSE,FALSE,0
"590","84","844","29290","22","5","2023",2023-06-15,FALSE,FALSE,0
"591","84","844","29278","019","006","2022",2021-12-04,FALSE,FALSE,0
"592","84","844","29278","19","13","2023",2022-12-25,FALSE,FALSE,0
"593","84","844","29278","019","002","2022",2021-12-04,FALSE,FALSE,0
"594","84","844","29278","019","009","2022",2022-01-15,FALSE,FALSE,0
"595","84","844","29284","2","14","2023",2022-05-15,FALSE,FALSE,0
"596","84","844","29272","12","12","2023",2023-01-20,FALSE,FALSE,0
"598","84","844","29278","019","011","2022",2022-03-20,FALSE,FALSE,0
"599","84","844","29278","019","007","2022",2021-12-04,FALSE,FALSE,0
"601","84","844","29269","003","014","2022",2022-01-15,FALSE,FALSE,0
"602","84","844","29278","019","002","2022",2022-04-12,FALSE,FALSE,0
"603","84","844","29278","19","15","2023",2021-12-15,FALSE,FALSE,0
"605","84","844","29278","19","14","2023",2022-04-15,FALSE,FALSE,0
"606","84","844","29278","019","005","2022",2021-12-03,FALSE,FALSE,0
"607","84","844","29284","2","4","2023",2022-05-15,FALSE,FALSE,0
"608","84","844","29278","19","7","2023",2022-11-05,FALSE,FALSE,0
"609","84","844","29278","19","14","2023",2022-11-05,FALSE,FALSE,0
"611","84","844","29278","19","15","2023",2021-04-15,FALSE,FALSE,0
"612","84","844","29272","004","009","2022",2022-06-20,FALSE,FALSE,0
"614","84","844","29302","014","011","2022",2022-04-15,FALSE,FALSE,0
"617","84","844","29302","14","10","2023",2022-04-15,FALSE,FALSE,0
"618","84","844","29290","22","11","2023",2022-05-15,FALSE,FALSE,0
"619","84","844","29272","12","2","2023",2023-01-20,FALSE,FALSE,0
"621","84","844","29278","19","6","2023",2022-11-05,FALSE,FALSE,0
"622","84","844","29278","19","5","2023",2022-04-15,FALSE,FALSE,0
"623","84","844","29278","19","2","2023",2022-04-15,FALSE,FALSE,0
"626","84","844","29290","22","8","2023",2022-12-10,FALSE,FALSE,0
"627","84","844","29302","014","011","2022",2021-12-25,FALSE,FALSE,0
"628","84","844","29278","19","3","2023",2022-12-20,FALSE,FALSE,0
"630","84","844","29284","2","9","2023",2022-12-16,FALSE,FALSE,0
"631","84","844","29302","14","3","2023",2022-04-18,TRUE,FALSE,1
"632","84","844","29284","2","4","2023",2022-12-16,FALSE,FALSE,0
"634","84","844","29290","22","8","2023",2022-06-04,FALSE,FALSE,0
"635","84","844","29278","19","1","2023",2022-04-20,TRUE,FALSE,1
"637","84","844","29272","004","014","2022",2022-01-15,FALSE,FALSE,0
"638","84","844","29278","19","1","2023",2022-11-10,FALSE,FALSE,0
"639","84","844","29278","019","013","2022",2021-12-15,FALSE,FALSE,0
"643","84","844","29272","12","11","2023",2023-07-20,FALSE,FALSE,0
"644","84","844","29272","12","14","2023",2023-01-20,FALSE,FALSE,0
"645","84","844","29284","2","9","2023",2022-05-15,FALSE,FALSE,0
"649","84","844","29290","022","008","2022",2022-01-25,FALSE,FALSE,0
"650","84","844","29302","14","3","2023",2022-12-14,FALSE,FALSE,0
"651","84","844","29278","19","6","2023",2022-04-15,FALSE,FALSE,0
"652","84","844","29278","019","005","2022",2022-04-11,FALSE,FALSE,0
"653","84","844","29302","014","013","2022",2021-12-25,FALSE,FALSE,0
"654","84","844","29278","19","3","2023",2022-04-16,TRUE,FALSE,1
"655","84","844","29278","19","9","2023",2022-07-15,FALSE,FALSE,0
"656","84","844","29290","22","11","2023",2022-12-10,FALSE,FALSE,0
"657","84","844","29284","008","007","2022",2022-10-10,FALSE,FALSE,0
"658","84","844","29290","022","005","2022",2022-01-20,FALSE,FALSE,0
"659","84","844","29278","019","003","2022",2022-04-20,TRUE,FALSE,1
"661","84","844","29284","2","13","2023",2022-12-15,FALSE,FALSE,0
"662","84","844","29278","19","7","2023",2022-04-15,FALSE,FALSE,0
"663","84","844","29269","003","001","2022",2021-05-20,FALSE,FALSE,0
"664","84","844","29284","2","2","2023",2022-05-15,FALSE,FALSE,0
"666","84","844","29278","19","13","2023",2022-07-15,FALSE,FALSE,0
"668","84","844","29272","004","009","2022",2021-02-16,FALSE,FALSE,0
"669","84","844","29302","014","010","2022",2021-11-26,FALSE,TRUE,1
"670","84","844","29278","19","9","2023",2022-12-25,FALSE,FALSE,0
"671","84","844","29272","12","13","2023",2023-01-20,FALSE,FALSE,0
"672","84","844","29284","2","14","2023",2022-12-16,FALSE,FALSE,0
"673","84","844","29284","2","2","2023",2022-12-16,FALSE,FALSE,0
"674","84","844","29278","19","2","2023",2022-11-14,FALSE,FALSE,0
"675","84","844","29290","22","5","2023",2022-12-20,FALSE,FALSE,0
"676","84","844","29272","12","14","2023",2023-07-16,FALSE,FALSE,0
"678","84","844","29284","2","13","2023",2022-06-16,FALSE,FALSE,0
"679","84","844","29302","14","11","2023",2022-06-15,FALSE,FALSE,0
"680","84","844","29278","019","006","2022",2022-04-11,FALSE,FALSE,0
"681","84","844","29290","22","3","2023",2022-11-06,FALSE,FALSE,0
"685","84","844","29269","003","008","2022",2021-05-20,FALSE,FALSE,0
"686","84","844","29272","12","2","2023",2023-07-16,FALSE,FALSE,0
"687","84","844","29269","003","001","2022",2022-01-15,FALSE,FALSE,0
"689","84","844","29269","003","008","2022",2022-01-15,FALSE,FALSE,0
"692","84","844","29278","019","013","2022",2022-04-20,TRUE,FALSE,1
"693","84","844","29278","019","009","2022",2021-05-20,FALSE,FALSE,0
"695","84","844","29272","12","12","2023",2023-07-16,FALSE,FALSE,0
"697","84","844","29278","019","003","2022",2021-12-20,FALSE,FALSE,0
"698","84","844","29278","019","007","2022",2022-04-10,FALSE,FALSE,0
"699","84","844","29272","12","13","2023",2023-07-16,FALSE,FALSE,0
"702","84","844","29278","19","5","2023",2022-12-11,FALSE,FALSE,0
"703","84","844","29278","19","11","2023",2022-03-20,FALSE,FALSE,0
"705","84","844","29302","14","11","2023",2022-02-20,FALSE,FALSE,0
"706","84","844","29269","003","014","2022",2021-05-20,FALSE,FALSE,0
"707","84","844","29302","14","10","2023",2022-11-14,FALSE,FALSE,0
"711","84","845","29311","012","007","2022",2021-06-25,FALSE,FALSE,0
"717","84","845","29326","16","5","2023",2022-12-20,FALSE,FALSE,0
"718","84","845","29311","012","007","2022",2021-01-20,FALSE,FALSE,0
"719","84","845","29326","16","5","2023",2022-04-25,TRUE,FALSE,1
"722","84","846","29359","005","004","2022",2021-11-06,FALSE,TRUE,1
"723","84","846","29353","3","15","2023",2023-04-29,FALSE,FALSE,0
"724","84","846","29353","3","9","2023",2023-04-30,FALSE,FALSE,0
"725","84","846","29350","3","15","2023",2022-11-10,FALSE,TRUE,1
"727","84","846","29353","3","4","2023",2023-06-30,FALSE,FALSE,0
"728","84","846","29359","005","004","2022",2021-05-16,FALSE,FALSE,0
"729","84","846","29359","5","13","2023",2023-04-19,FALSE,FALSE,0
"731","84","846","29359","5","8","2023",2022-11-05,FALSE,TRUE,1
"732","84","846","29350","3","13","2023",2022-05-10,TRUE,FALSE,1
"733","84","846","29353","3","2","2023",2023-04-10,FALSE,FALSE,0
"736","84","846","29359","5","3","2023",2023-05-10,TRUE,FALSE,1
"737","84","846","29359","005","002","2022",2021-05-05,TRUE,FALSE,1
"738","84","846","29359","5","7","2023",2023-04-10,FALSE,FALSE,0
"739","84","846","29353","3","12","2023",2022-11-18,FALSE,FALSE,0
"741","84","846","29347","2","5","2023",2022-04-30,FALSE,FALSE,0
"742","84","846","29347","2","13","2023",2022-12-10,FALSE,FALSE,0
"743","84","846","29353","017","014","2022",2021-12-11,FALSE,FALSE,0
"745","84","846","29353","3","4","2023",2022-11-18,FALSE,FALSE,0
"746","84","846","29359","5","6","2023",2023-04-08,FALSE,FALSE,0
"747","84","846","29353","3","9","2023",2022-11-18,FALSE,FALSE,0
"749","84","846","29365","019","013","2022",2022-05-16,FALSE,FALSE,0
"751","84","846","29359","5","9","2023",2022-11-09,FALSE,TRUE,1
"752","84","846","29353","3","10","2023",2022-11-18,FALSE,FALSE,0
"753","84","846","29350","3","14","2023",2022-11-04,FALSE,TRUE,1
"754","84","846","29353","3","12","2023",2023-04-25,FALSE,FALSE,0
"756","84","846","29347","2","12","2023",2022-12-15,FALSE,FALSE,0
"759","84","846","29359","5","8","2023",2023-04-02,FALSE,FALSE,0
"760","84","846","29353","017","007","2022",2022-02-10,FALSE,FALSE,0
"761","84","846","29365","019","014","2022",2021-11-05,FALSE,TRUE,1
"762","84","846","29350","3","15","2023",2022-05-10,TRUE,FALSE,1
"763","84","846","29353","3","7","2023",2022-11-25,FALSE,FALSE,0
"767","84","846","29353","3","10","2023",2023-04-25,FALSE,FALSE,0
"769","84","846","29359","005","002","2022",2021-11-10,FALSE,TRUE,1
"770","84","846","29359","5","4","2023",2023-04-05,FALSE,FALSE,0
"771","84","846","29353","3","2","2023",2022-11-02,FALSE,TRUE,1
"773","84","846","29353","3","3","2023",2022-11-15,FALSE,TRUE,1
"774","84","846","29365","019","007","2022",2022-05-20,FALSE,FALSE,0
"777","84","846","29350","3","4","2023",2022-11-10,FALSE,TRUE,1
"778","84","846","29359","5","2","2023",2023-04-05,FALSE,FALSE,0
"779","84","846","29350","3","1","2023",2021-11-01,FALSE,TRUE,1
"780","84","846","29353","3","11","2023",2022-11-20,FALSE,FALSE,0
"783","84","846","29347","2","10","2023",2022-05-10,TRUE,FALSE,1
"784","84","846","29359","005","003","2022",2022-05-10,TRUE,FALSE,1
"785","84","846","29353","3","13","2023",2022-11-18,FALSE,FALSE,0
"786","84","846","29359","5","14","2023",2022-11-24,FALSE,FALSE,0
"787","84","846","29353","3","15","2023",2022-11-17,FALSE,FALSE,0
"789","84","846","29350","3","7","2023",2021-11-30,FALSE,FALSE,0
"792","84","846","29362","1","1","2023",2022-11-15,FALSE,TRUE,1
"793","84","846","29353","3","13","2023",2023-04-30,FALSE,FALSE,0
"795","84","846","29350","3","1","2023",2022-04-04,FALSE,FALSE,0
"798","84","846","29350","3","4","2023",2022-04-01,FALSE,FALSE,0
"799","84","846","29359","5","13","2023",2022-11-23,FALSE,FALSE,0
"802","84","846","29359","5","11","2023",2022-11-25,FALSE,FALSE,0
"803","84","846","29347","2","10","2023",2022-11-10,FALSE,TRUE,1
"804","84","846","29365","019","007","2022",2022-10-04,FALSE,FALSE,0
"805","84","846","29359","5","3","2023",2022-11-01,FALSE,TRUE,1
"806","84","846","29347","2","12","2023",2022-04-30,FALSE,FALSE,0
"807","84","846","29359","5","9","2023",2023-04-08,FALSE,FALSE,0
"808","84","846","29359","5","11","2023",2023-04-20,FALSE,FALSE,0
"809","84","846","29362","1","1","2023",2023-04-30,FALSE,FALSE,0
"810","84","846","29347","2","5","2023",2022-12-10,FALSE,FALSE,0
"811","84","846","29350","3","14","2023",2022-04-15,FALSE,FALSE,0
"813","84","846","29350","3","13","2023",2022-11-12,FALSE,TRUE,1
"814","84","846","29365","019","013","2022",2022-10-05,FALSE,FALSE,0
"818","84","846","29359","5","2","2023",2022-11-10,FALSE,TRUE,1
"819","84","846","29353","017","001","2022",2021-10-13,FALSE,FALSE,0
"820","84","846","29359","5","6","2023",2022-11-08,FALSE,TRUE,1
"821","84","846","29359","005","003","2022",2021-11-10,FALSE,TRUE,1
"822","84","846","29359","5","4","2023",2022-11-04,FALSE,TRUE,1
"823","84","846","29353","3","3","2023",2023-04-25,FALSE,FALSE,0
"825","84","846","29359","5","14","2023",2023-04-20,FALSE,FALSE,0
"826","84","846","29359","5","7","2023",2022-11-10,FALSE,TRUE,1
"828","84","846","29353","3","11","2023",2023-04-30,FALSE,FALSE,0
"830","84","846","29347","2","13","2023",2022-04-30,FALSE,FALSE,0
"832","84","846","29365","019","012","2022",2021-12-17,FALSE,FALSE,0
"835","84","846","29353","3","7","2023",2023-04-30,FALSE,FALSE,0
"836","84","847","29404","012","003","2022",2021-06-12,TRUE,FALSE,1
"841","84","847","29377","19","13","2023",2022-12-15,FALSE,FALSE,0
"842","84","847","29377","19","16","2023",2022-12-02,FALSE,FALSE,0
"843","84","847","29404","012","001","2022",2021-08-18,FALSE,FALSE,0
"845","84","847","29401","18","2","2023",2022-04-10,FALSE,FALSE,0
"848","84","847","29383","10","6","2023",2022-01-28,FALSE,FALSE,0
"851","84","847","29383","10","6","2023",2022-04-15,FALSE,FALSE,0
"852","84","847","29383","10","10","2023",2022-01-18,FALSE,FALSE,0
"853","84","847","29404","19","1","2023",2023-01-25,FALSE,FALSE,0
"854","84","847","29401","18","3","2023",2022-08-05,FALSE,FALSE,0
"855","84","847","29383","10","5","2023",2023-01-25,FALSE,FALSE,0
"856","84","847","29401","18","9","2023",2022-06-02,TRUE,FALSE,1
"859","84","847","29377","19","13","2023",2022-05-03,FALSE,FALSE,0
"860","84","847","29401","18","2","2023",2022-12-15,FALSE,FALSE,0
"861","84","847","29377","19","2","2023",2022-05-09,FALSE,FALSE,0
"862","84","847","29383","10","3","2023",2023-01-25,FALSE,FALSE,0
"864","84","847","29383","10","4","2023",2022-04-15,FALSE,FALSE,0
"867","84","847","29383","10","9","2023",2022-04-15,FALSE,FALSE,0
"869","84","847","29383","10","5","2023",2022-04-18,FALSE,FALSE,0
"870","84","847","29404","012","013","2022",2021-06-18,FALSE,FALSE,0
"872","84","847","29377","19","2","2023",2023-02-06,FALSE,FALSE,0
"873","84","847","29383","10","10","2023",2022-04-15,FALSE,FALSE,0
"875","84","847","29401","18","8","2023",2022-09-06,FALSE,FALSE,0
"876","84","847","29401","18","14","2023",2022-06-05,TRUE,FALSE,1
"878","84","847","29404","19","5","2023",2022-04-15,FALSE,FALSE,0
"882","84","847","29377","19","16","2023",2022-04-30,FALSE,FALSE,0
"883","84","847","29401","18","13","2023",2022-06-03,TRUE,FALSE,1
"885","84","847","29383","10","9","2023",2022-01-29,FALSE,FALSE,0
"886","84","847","29401","18","14","2023",2022-12-07,FALSE,FALSE,0
"888","84","847","29383","10","4","2023",2023-01-28,FALSE,FALSE,0
"890","84","847","29383","10","3","2023",2022-04-17,FALSE,FALSE,0
"894","84","847","29404","19","5","2023",2023-01-26,FALSE,FALSE,0
"897","84","847","29404","19","2","2023",2023-01-28,FALSE,FALSE,0
"898","84","847","29404","19","2","2023",2023-04-15,FALSE,FALSE,0
"899","84","848","29458","1","9","2023",2022-05-01,FALSE,FALSE,0
"900","84","848","29431","20","11","2023",2022-05-25,TRUE,FALSE,1
"901","84","848","29437","5","8","2023",2022-12-01,FALSE,FALSE,0
"905","84","848","29437","5","2","2023",2022-12-25,FALSE,FALSE,0
"906","84","848","29437","5","14","2023",2023-01-15,FALSE,FALSE,0
"907","84","848","29437","5","12","2023",2022-12-01,FALSE,FALSE,0
"908","84","848","29443","18","10","2023",2022-06-10,FALSE,FALSE,0
"909","84","848","29458","1","5","2023",2022-04-16,FALSE,FALSE,0
"910","84","848","29437","5","9","2023",2023-05-25,TRUE,FALSE,1
"911","84","848","29431","20","14","2023",2022-05-20,TRUE,FALSE,1
"912","84","848","29431","20","7","2023",2022-05-25,TRUE,FALSE,1
"914","84","848","29437","5","9","2023",2022-12-01,FALSE,FALSE,0
"915","84","848","29437","5","8","2023",2023-05-25,TRUE,FALSE,1
"916","84","848","29437","5","3","2023",2022-12-01,FALSE,FALSE,0
"917","84","848","29437","5","2","2023",2023-09-10,FALSE,FALSE,0
"919","84","848","29431","20","5","2023",2022-06-10,FALSE,FALSE,0
"922","84","848","29431","20","13","2023",2022-05-20,TRUE,FALSE,1
"924","84","848","29437","5","14","2023",2023-06-15,FALSE,FALSE,0
"925","84","848","29437","5","12","2023",2023-05-25,TRUE,FALSE,1
"926","84","848","29431","20","12","2023",2022-06-10,FALSE,FALSE,0
"928","84","848","29437","5","5","2023",2023-04-15,FALSE,FALSE,0
"929","84","848","29458","1","2","2023",2022-04-19,FALSE,FALSE,0
"930","84","848","29437","5","3","2023",2023-05-25,TRUE,FALSE,1
"931","84","848","29437","5","1","2023",2023-05-01,FALSE,FALSE,0
"932","84","848","29431","20","6","2023",2022-06-10,FALSE,FALSE,0
"933","84","849","29464","23","2","2023",2022-04-25,FALSE,FALSE,0
"934","84","849","29464","23","5","2023",2022-05-20,TRUE,FALSE,1
"937","84","849","29464","23","14","2023",2022-12-15,FALSE,FALSE,0
"939","84","849","29464","23","10","2023",2022-12-10,FALSE,FALSE,0
"942","84","849","29488","13","6","2023",2022-10-15,FALSE,FALSE,0
"943","84","849","29464","23","5","2023",2022-12-16,FALSE,FALSE,0
