"IDHO","REGION","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","EXPR1","EXPR2","EXPR3","EXPR4","EXPR6","EXPR5","M4B111_C6","M4B111_C7","M4B111_C8","M4B111_C9","M4B111_C10","M4B111_C11","M4B111_C121","M4B111_C122","M4B111_C123","M4B111_C124","M4B111_C125","M4B111_C13","M4B111_C14","M4B112_C1","M4B113_C1","M4B113_C2","M4B113_C3","M4B113_C4","M4B113_C5","M4B113_C6","M4B113_C7","M4B113_C8","M4B113_C9","M4B113_C101","M4B113_C102","M4B113_C103","M4B113_C104","M4B113_C105","M4B113_C106","M4B113_C111","M4B113_C112","M4B113_C113","M4B113_C114","M4B113_C115","M4B113_C116","M4B113_C117","M4B113_C117GHIRO","M4B113_C121","M4B113_C122","M4B113_C123","M4B113_C124","M4B113_C125","M4B113_C131","M4B113_C132","M4B113_C133","M4B113_C134","M4B113_C135","M4B113_C14N","M4B113_C14T","M4B113_C16","KINHDO","VIDO","SEASON","WT45","ttnt","wt45","Province_name"
"14260026005",1,"36","366","14260","026","005",12,36,366,14260,26,5,12,4,0,NA,3,1,6,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1545,2,1545,"Tinh Nam Dinh"
"14260026007",1,"36","366","14260","026","007",12,36,366,14260,26,7,12,1,0,NA,3,1,3,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1545,2,1545,"Tinh Nam Dinh"
"14260026008",1,"36","366","14260","026","008",12,36,366,14260,26,8,12,4,0,NA,3,1,3,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1545,2,1545,"Tinh Nam Dinh"
"14260026009",1,"36","366","14260","026","009",12,36,366,14260,26,9,12,4,0,NA,3,1,6,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1545,2,1545,"Tinh Nam Dinh"
"14260026010",1,"36","366","14260","026","010",12,36,366,14260,26,10,12,1,0,NA,3,1,3,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1545,2,1545,"Tinh Nam Dinh"
"14260026011",1,"36","366","14260","026","011",12,36,366,14260,26,11,12,1,0,NA,3,1,3,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1545,2,1545,"Tinh Nam Dinh"
"14260026012",1,"36","366","14260","026","012",12,36,366,14260,26,12,12,1,0,NA,3,1,3,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1545,2,1545,"Tinh Nam Dinh"
"14260026014",1,"36","366","14260","026","014",12,36,366,14260,26,14,12,1,0,NA,3,1,3,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1545,2,1545,"Tinh Nam Dinh"
"14260026015",1,"36","366","14260","026","015",12,36,366,14260,26,15,12,4,0,NA,3,1,3,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1545,2,1545,"Tinh Nam Dinh"
"14281007001",1,"36","366","14281","007","001",12,36,366,14281,7,1,12,1,0,NA,3,1,3,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,544,2,544,"Tinh Nam Dinh"
"14281007002",1,"36","366","14281","007","002",12,36,366,14281,7,2,12,1,0,NA,3,1,3,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,544,2,544,"Tinh Nam Dinh"
"14281007003",1,"36","366","14281","007","003",12,36,366,14281,7,3,12,1,0,NA,2,1,3,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,544,2,544,"Tinh Nam Dinh"
"14281007007",1,"36","366","14281","007","007",12,36,366,14281,7,7,12,1,0,NA,2,1,4,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,544,2,544,"Tinh Nam Dinh"
"14281007008",1,"36","366","14281","007","008",12,36,366,14281,7,8,12,1,0,NA,3,1,3,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,544,2,544,"Tinh Nam Dinh"
"14281007009",1,"36","366","14281","007","009",12,36,366,14281,7,9,12,1,0,NA,2,1,4,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,544,2,544,"Tinh Nam Dinh"
"14281007011",1,"36","366","14281","007","011",12,36,366,14281,7,11,12,1,0,NA,2,1,4,2,2,1,2,2,2,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,544,2,544,"Tinh Nam Dinh"
"14281007012",1,"36","366","14281","007","012",12,36,366,14281,7,12,12,1,0,NA,3,1,3,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,544,2,544,"Tinh Nam Dinh"
"14290007012",1,"36","366","14290","007","012",11,36,366,14290,7,12,11,4,0,NA,3,1,3,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,631,2,631,"Tinh Nam Dinh"
"14290007013",1,"36","366","14290","007","013",11,36,366,14290,7,13,11,4,0,NA,3,1,3,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,631,2,631,"Tinh Nam Dinh"
"14290007014",1,"36","366","14290","007","014",11,36,366,14290,7,14,11,4,0,NA,3,1,2,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,631,2,631,"Tinh Nam Dinh"
"14299007001",1,"36","366","14299","007","001",2,36,366,14299,7,1,2,4,0,NA,3,1,4,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,569,2,569,"Tinh Nam Dinh"
"14299007002",1,"36","366","14299","007","002",2,36,366,14299,7,2,2,4,0,NA,3,1,4,2,2,1,2,2,5,6,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,569,2,569,"Tinh Nam Dinh"
"14299007005",1,"36","366","14299","007","005",2,36,366,14299,7,5,2,4,0,NA,3,1,7,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,569,2,569,"Tinh Nam Dinh"
"14299007007",1,"36","366","14299","007","007",2,36,366,14299,7,7,2,4,0,NA,3,1,6,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,569,2,569,"Tinh Nam Dinh"
"14299007008",1,"36","366","14299","007","008",2,36,366,14299,7,8,2,4,0,NA,3,1,7,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,569,2,569,"Tinh Nam Dinh"
"14299007010",1,"36","366","14299","007","010",2,36,366,14299,7,10,2,1,0,NA,3,1,5,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,569,2,569,"Tinh Nam Dinh"
"14299007012",1,"36","366","14299","007","012",2,36,366,14299,7,12,2,1,0,NA,3,1,5,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,569,2,569,"Tinh Nam Dinh"
"14299007014",1,"36","366","14299","007","014",2,36,366,14299,7,14,2,4,0,NA,3,1,7,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,569,2,569,"Tinh Nam Dinh"
"14311009001",1,"36","366","14311","009","001",10,36,366,14311,9,1,10,4,0,NA,3,1,2,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,642,2,642,"Tinh Nam Dinh"
"14311009002",1,"36","366","14311","009","002",10,36,366,14311,9,2,10,4,0,NA,3,1,3,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,642,2,642,"Tinh Nam Dinh"
"14311009003",1,"36","366","14311","009","003",10,36,366,14311,9,3,10,4,0,NA,3,1,3,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,642,2,642,"Tinh Nam Dinh"
"14311009005",1,"36","366","14311","009","005",10,36,366,14311,9,5,10,4,0,NA,3,1,3,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,642,2,642,"Tinh Nam Dinh"
"14311009008",1,"36","366","14311","009","008",10,36,366,14311,9,8,10,4,0,NA,3,1,3,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,642,2,642,"Tinh Nam Dinh"
"14311009012",1,"36","366","14311","009","012",10,36,366,14311,9,12,10,4,0,NA,3,1,3,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,642,2,642,"Tinh Nam Dinh"
"14311009015",1,"36","366","14311","009","015",10,36,366,14311,9,15,10,4,0,NA,3,1,3,1,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,642,2,642,"Tinh Nam Dinh"
"14395015001",1,"37","372","14395","015","001",9,37,372,14395,15,1,9,1,3,5,2,1,0,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,451,2,451,"Tinh Ninh Binh"
"14395015002",1,"37","372","14395","015","002",9,37,372,14395,15,2,9,4,2,5,2,1,2,2,2,1,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,451,2,451,"Tinh Ninh Binh"
"14395015003",1,"37","372","14395","015","003",9,37,372,14395,15,3,9,1,2,5,2,1,2,2,2,1,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,451,2,451,"Tinh Ninh Binh"
"14395015004",1,"37","372","14395","015","004",9,37,372,14395,15,4,9,4,2,5,2,1,0,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,451,2,451,"Tinh Ninh Binh"
"14395015005",1,"37","372","14395","015","005",9,37,372,14395,15,5,9,4,0,NA,2,1,1,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,451,2,451,"Tinh Ninh Binh"
"14395015006",1,"37","372","14395","015","006",9,37,372,14395,15,6,9,4,0,NA,2,1,1,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,451,2,451,"Tinh Ninh Binh"
"14395015007",1,"37","372","14395","015","007",9,37,372,14395,15,7,9,4,0,NA,2,1,0,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,451,2,451,"Tinh Ninh Binh"
"14395015008",1,"37","372","14395","015","008",9,37,372,14395,15,8,9,4,3,3,2,1,1,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,451,2,451,"Tinh Ninh Binh"
"14395015009",1,"37","372","14395","015","009",9,37,372,14395,15,9,9,1,3,2,2,1,2,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,451,2,451,"Tinh Ninh Binh"
"14395015010",1,"37","372","14395","015","010",9,37,372,14395,15,10,9,4,3,3,2,1,1,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,451,2,451,"Tinh Ninh Binh"
"14395015011",1,"37","372","14395","015","011",9,37,372,14395,15,11,9,4,4,3,2,1,1,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,451,2,451,"Tinh Ninh Binh"
"14395015012",1,"37","372","14395","015","012",9,37,372,14395,15,12,9,1,2,4,2,1,2,2,2,1,2,2,4,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,451,2,451,"Tinh Ninh Binh"
"14395015013",1,"37","372","14395","015","013",9,37,372,14395,15,13,9,1,2,4,2,1,2,2,2,1,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,451,2,451,"Tinh Ninh Binh"
"14395015014",1,"37","372","14395","015","014",9,37,372,14395,15,14,9,1,2,3,2,1,2,2,2,1,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,451,2,451,"Tinh Ninh Binh"
"14395015015",1,"37","372","14395","015","015",9,37,372,14395,15,15,9,4,2,5,2,1,2,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,451,2,451,"Tinh Ninh Binh"
"14407004001",1,"37","372","14407","004","001",5,37,372,14407,4,1,5,4,3,5,2,1,2,2,2,1,2,2,4,6,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,486,2,486,"Tinh Ninh Binh"
"14407004011",1,"37","372","14407","004","011",5,37,372,14407,4,11,5,1,2,4,2,1,0,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,486,2,486,"Tinh Ninh Binh"
"14407004013",1,"37","372","14407","004","013",5,37,372,14407,4,13,5,4,2,3,2,1,2,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,486,2,486,"Tinh Ninh Binh"
"14407004014",1,"37","372","14407","004","014",5,37,372,14407,4,14,5,4,2,3,2,1,2,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,486,2,486,"Tinh Ninh Binh"
"14407004016",1,"37","372","14407","004","016",5,37,372,14407,4,16,5,4,3,5,2,1,1,2,2,1,2,2,2,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,486,2,486,"Tinh Ninh Binh"
"14419014001",1,"37","372","14419","014","001",12,37,372,14419,14,1,12,1,2,2,2,1,1,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,475,2,475,"Tinh Ninh Binh"
"14419014002",1,"37","372","14419","014","002",12,37,372,14419,14,2,12,1,2,3,2,1,2,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,475,2,475,"Tinh Ninh Binh"
"14419014004",1,"37","372","14419","014","004",12,37,372,14419,14,4,12,1,3,3,2,1,1,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,475,2,475,"Tinh Ninh Binh"
"14419014007",1,"37","372","14419","014","007",12,37,372,14419,14,7,12,1,2,3,2,1,0,2,2,1,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,475,2,475,"Tinh Ninh Binh"
"14419014010",1,"37","372","14419","014","010",12,37,372,14419,14,10,12,4,0,NA,2,1,2,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,475,2,475,"Tinh Ninh Binh"
"14419014011",1,"37","372","14419","014","011",12,37,372,14419,14,11,12,1,3,3,2,1,1,2,2,1,2,2,6,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,475,2,475,"Tinh Ninh Binh"
"14419014012",1,"37","372","14419","014","012",12,37,372,14419,14,12,12,1,2,3,2,1,1,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,475,2,475,"Tinh Ninh Binh"
"14419014014",1,"37","372","14419","014","014",12,37,372,14419,14,14,12,1,1,3,2,1,2,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,475,2,475,"Tinh Ninh Binh"
"14425001002",1,"37","372","14425","001","002",3,37,372,14425,1,2,3,4,0,NA,2,1,2,2,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,489,2,489,"Tinh Ninh Binh"
"14425001003",1,"37","372","14425","001","003",3,37,372,14425,1,3,3,4,0,NA,2,1,2,2,2,1,2,2,2,NA,1,1,"AO DINH",720,1,"Nhị ưu 838",2,1,7,1,2,2,2,2,2,2,1,2,2,1,2,2,2,NA,2,2,2,2,2,NA,NA,NA,NA,1,13,3,"00989",105.7798883,20.3061952,1,489,2,489,"Tinh Ninh Binh"
"14425001005",1,"37","372","14425","001","005",3,37,372,14425,1,5,3,4,0,NA,2,1,2,2,2,1,2,2,1,NA,1,1,"BÃI THA MA",380,1,"Thái xuyên",2,1,7,NA,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,NA,NA,1,NA,NA,15,3,"00633",105.7558397,20.3172476,1,489,2,489,"Tinh Ninh Binh"
"14425001006",1,"37","372","14425","001","006",3,37,372,14425,1,6,3,4,3,7,2,1,1,2,2,1,2,2,2,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,489,2,489,"Tinh Ninh Binh"
