"IDHO","REGION","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","EXPR1","EXPR2","EXPR3","EXPR4","EXPR6","EXPR5","M4B111_C6","M4B111_C7","M4B111_C8","M4B111_C9","M4B111_C10","M4B111_C11","M4B111_C121","M4B111_C122","M4B111_C123","M4B111_C124","M4B111_C125","M4B111_C13","M4B111_C14","M4B112_C1","M4B113_C1","M4B113_C2","M4B113_C3","M4B113_C4","M4B113_C5","M4B113_C6","M4B113_C7","M4B113_C8","M4B113_C9","M4B113_C101","M4B113_C102","M4B113_C103","M4B113_C104","M4B113_C105","M4B113_C106","M4B113_C111","M4B113_C112","M4B113_C113","M4B113_C114","M4B113_C115","M4B113_C116","M4B113_C117","M4B113_C117GHIRO","M4B113_C121","M4B113_C122","M4B113_C123","M4B113_C124","M4B113_C125","M4B113_C131","M4B113_C132","M4B113_C133","M4B113_C134","M4B113_C135","M4B113_C14N","M4B113_C14T","M4B113_C16","KINHDO","VIDO","SEASON","WT45","ttnt","wt45","Province_name"
"00706007005",2,"02","030","00706","007","005",9,2,30,706,7,5,9,4,3,7,1,1,3,2,2,1,2,2,4,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,378,2,378,"Tinh Ha Giang"
"00706007006",2,"02","030","00706","007","006",9,2,30,706,7,6,9,4,3,7,1,1,3,2,2,1,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,378,2,378,"Tinh Ha Giang"
"00706007007",2,"02","030","00706","007","007",9,2,30,706,7,7,9,4,3,7,1,1,3,2,2,1,2,2,4,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,378,2,378,"Tinh Ha Giang"
"00706007008",2,"02","030","00706","007","008",9,2,30,706,7,8,9,4,2,7,1,1,3,2,2,1,2,2,4,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,378,2,378,"Tinh Ha Giang"
"00706007009",2,"02","030","00706","007","009",9,2,30,706,7,9,9,4,3,7,1,1,2,2,2,1,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,378,2,378,"Tinh Ha Giang"
"00706007010",2,"02","030","00706","007","010",9,2,30,706,7,10,9,4,3,7,1,1,2,2,2,1,2,2,4,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,378,2,378,"Tinh Ha Giang"
"00706007011",2,"02","030","00706","007","011",9,2,30,706,7,11,9,4,2,7,1,1,2,2,2,1,2,2,4,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,378,2,378,"Tinh Ha Giang"
"00706007012",2,"02","030","00706","007","012",9,2,30,706,7,12,9,4,2,7,1,1,2,2,2,1,2,2,4,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,378,2,378,"Tinh Ha Giang"
"00706007013",2,"02","030","00706","007","013",9,2,30,706,7,13,9,4,2,7,1,1,2,2,2,1,2,2,4,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,378,2,378,"Tinh Ha Giang"
"00706007014",2,"02","030","00706","007","014",9,2,30,706,7,14,9,4,2,7,1,1,2,2,2,1,2,2,4,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,378,2,378,"Tinh Ha Giang"
"00709001001",2,"02","030","00709","001","001",12,2,30,709,1,1,12,4,3,7,1,1,3,2,1,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,378,2,378,"Tinh Ha Giang"
"00709001002",2,"02","030","00709","001","002",12,2,30,709,1,2,12,4,3,7,1,1,3,2,1,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,378,2,378,"Tinh Ha Giang"
"00709001003",2,"02","030","00709","001","003",12,2,30,709,1,3,12,4,3,8,1,1,3,2,1,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,378,2,378,"Tinh Ha Giang"
"00709001004",2,"02","030","00709","001","004",12,2,30,709,1,4,12,4,3,7,1,1,3,2,1,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,378,2,378,"Tinh Ha Giang"
"00709001005",2,"02","030","00709","001","005",12,2,30,709,1,5,12,4,3,7,1,1,3,2,1,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,378,2,378,"Tinh Ha Giang"
"00709001006",2,"02","030","00709","001","006",12,2,30,709,1,6,12,4,3,7,1,1,3,2,1,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,378,2,378,"Tinh Ha Giang"
"00709001007",2,"02","030","00709","001","007",12,2,30,709,1,7,12,4,4,7,1,1,3,2,1,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,378,2,378,"Tinh Ha Giang"
"00709001008",2,"02","030","00709","001","008",12,2,30,709,1,8,12,4,3,7,1,1,3,2,1,2,2,2,5,4,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,378,2,378,"Tinh Ha Giang"
"00709001009",2,"02","030","00709","001","009",12,2,30,709,1,9,12,4,4,7,1,1,3,2,1,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,378,2,378,"Tinh Ha Giang"
"00709001010",2,"02","030","00709","001","010",12,2,30,709,1,10,12,4,3,7,1,1,3,2,1,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,378,2,378,"Tinh Ha Giang"
"00709001011",2,"02","030","00709","001","011",12,2,30,709,1,11,12,4,4,7,1,1,4,2,1,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,378,2,378,"Tinh Ha Giang"
"00709001012",2,"02","030","00709","001","012",12,2,30,709,1,12,12,4,3,7,1,1,3,2,1,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,378,2,378,"Tinh Ha Giang"
"00709001013",2,"02","030","00709","001","013",12,2,30,709,1,13,12,4,3,7,1,1,3,2,1,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,378,2,378,"Tinh Ha Giang"
"00709001014",2,"02","030","00709","001","014",12,2,30,709,1,14,12,4,3,7,1,1,3,2,1,2,2,2,5,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,378,2,378,"Tinh Ha Giang"
"00709001015",2,"02","030","00709","001","015",12,2,30,709,1,15,12,4,3,7,1,1,3,2,1,2,2,2,5,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,378,2,378,"Tinh Ha Giang"
"00712003002",2,"02","026","00712","003","002",9,2,26,712,3,2,9,1,0,NA,1,1,0,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,322,1,322,"Tinh Ha Giang"
"00712003003",2,"02","026","00712","003","003",9,2,26,712,3,3,9,1,0,NA,1,1,0,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,322,1,322,"Tinh Ha Giang"
"00712003004",2,"02","026","00712","003","004",9,2,26,712,3,4,9,1,0,NA,1,1,0,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,322,1,322,"Tinh Ha Giang"
"00712003005",2,"02","026","00712","003","005",9,2,26,712,3,5,9,1,0,NA,1,1,0,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,322,1,322,"Tinh Ha Giang"
"00712003012",2,"02","026","00712","003","012",9,2,26,712,3,12,9,1,0,NA,1,1,0,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,322,1,322,"Tinh Ha Giang"
"00712003013",2,"02","026","00712","003","013",9,2,26,712,3,13,9,1,0,NA,1,1,0,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,322,1,322,"Tinh Ha Giang"
"00724002006",2,"02","026","00724","002","006",2,2,26,724,2,6,2,1,0,NA,1,1,0,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,408,2,408,"Tinh Ha Giang"
"00724002012",2,"02","026","00724","002","012",2,2,26,724,2,12,2,1,0,NA,1,1,0,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,408,2,408,"Tinh Ha Giang"
"00724002015",2,"02","026","00724","002","015",2,2,26,724,2,15,2,1,0,NA,1,1,0,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,408,2,408,"Tinh Ha Giang"
"00820021005",2,"02","028","00820","021","005",1,2,28,820,21,5,1,4,2,3,2,2,1,1,2,1,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,294,1,294,"Tinh Ha Giang"
"00820021009",2,"02","028","00820","021","009",1,2,28,820,21,9,1,2,1,1,1,2,0,1,2,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,294,1,294,"Tinh Ha Giang"
"00844012003",2,"02","028","00844","012","003",6,2,28,844,12,3,6,1,2,1,1,1,1,1,1,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,348,2,348,"Tinh Ha Giang"
"00844012005",2,"02","028","00844","012","005",6,2,28,844,12,5,6,1,1,1,1,1,1,1,1,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,348,2,348,"Tinh Ha Giang"
"00844012006",2,"02","028","00844","012","006",6,2,28,844,12,6,6,1,1,10,1,1,2,1,1,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,348,2,348,"Tinh Ha Giang"
"00844012007",2,"02","028","00844","012","007",6,2,28,844,12,7,6,1,2,20,1,1,2,1,1,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,348,2,348,"Tinh Ha Giang"
"00844012008",2,"02","028","00844","012","008",6,2,28,844,12,8,6,1,1,34,1,1,2,1,1,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,348,2,348,"Tinh Ha Giang"
"00844012009",2,"02","028","00844","012","009",6,2,28,844,12,9,6,1,1,1,1,1,0,1,1,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,348,2,348,"Tinh Ha Giang"
"00844012010",2,"02","028","00844","012","010",6,2,28,844,12,10,6,1,2,15,1,2,0,1,1,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,348,2,348,"Tinh Ha Giang"
"00844012011",2,"02","028","00844","012","011",6,2,28,844,12,11,6,1,1,0,1,1,2,1,1,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,348,2,348,"Tinh Ha Giang"
"00844012012",2,"02","028","00844","012","012",6,2,28,844,12,12,6,1,2,10,1,1,1,1,1,2,2,2,1,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,348,2,348,"Tinh Ha Giang"
"00844012013",2,"02","028","00844","012","013",6,2,28,844,12,13,6,1,2,2,1,1,1,1,1,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,348,2,348,"Tinh Ha Giang"
"00844012015",2,"02","028","00844","012","015",6,2,28,844,12,15,6,1,1,25,1,1,3,1,1,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,348,2,348,"Tinh Ha Giang"
"00847007001",2,"02","028","00847","007","001",10,2,28,847,7,1,10,1,1,5,1,1,1,1,2,2,2,2,4,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,341,2,341,"Tinh Ha Giang"
"00847007006",2,"02","028","00847","007","006",10,2,28,847,7,6,10,1,0,NA,1,1,0,1,2,2,2,2,4,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,341,2,341,"Tinh Ha Giang"
"00847007009",2,"02","028","00847","007","009",10,2,28,847,7,9,10,1,2,7,1,1,0,1,2,2,2,2,1,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,341,2,341,"Tinh Ha Giang"
"00847007010",2,"02","028","00847","007","010",10,2,28,847,7,10,10,1,2,6,1,1,0,1,2,2,2,2,2,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,341,2,341,"Tinh Ha Giang"
"00859018001",2,"02","028","00859","018","001",9,2,28,859,18,1,9,1,1,3,1,1,1,1,2,2,2,2,6,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,357,2,357,"Tinh Ha Giang"
"00859018002",2,"02","028","00859","018","002",9,2,28,859,18,2,9,1,0,NA,1,1,1,1,2,2,2,2,4,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,357,2,357,"Tinh Ha Giang"
"00859018003",2,"02","028","00859","018","003",9,2,28,859,18,3,9,1,0,NA,1,1,1,1,2,2,2,2,4,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,357,2,357,"Tinh Ha Giang"
"00859018004",2,"02","028","00859","018","004",9,2,28,859,18,4,9,1,0,NA,1,1,1,1,2,2,2,2,4,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,357,2,357,"Tinh Ha Giang"
"00859018006",2,"02","028","00859","018","006",9,2,28,859,18,6,9,1,0,NA,1,1,1,1,2,2,2,2,4,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,357,2,357,"Tinh Ha Giang"
"00859018007",2,"02","028","00859","018","007",9,2,28,859,18,7,9,1,0,NA,1,1,1,1,2,2,2,2,4,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,357,2,357,"Tinh Ha Giang"
"00859018008",2,"02","028","00859","018","008",9,2,28,859,18,8,9,1,0,NA,1,1,1,1,2,2,2,2,4,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,357,2,357,"Tinh Ha Giang"
"00859018009",2,"02","028","00859","018","009",9,2,28,859,18,9,9,1,0,NA,1,1,1,1,2,2,2,2,4,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,357,2,357,"Tinh Ha Giang"
"00859018011",2,"02","028","00859","018","011",9,2,28,859,18,11,9,1,0,NA,1,1,1,1,2,2,2,2,4,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,357,2,357,"Tinh Ha Giang"
"00859018012",2,"02","028","00859","018","012",9,2,28,859,18,12,9,1,0,NA,1,1,1,1,2,2,2,2,4,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,357,2,357,"Tinh Ha Giang"
"00859018013",2,"02","028","00859","018","013",9,2,28,859,18,13,9,1,0,NA,1,1,1,1,2,2,2,2,4,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,357,2,357,"Tinh Ha Giang"
"00859018014",2,"02","028","00859","018","014",9,2,28,859,18,14,9,1,0,NA,1,1,1,1,2,2,2,2,4,1,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,357,2,357,"Tinh Ha Giang"
"00859018015",2,"02","028","00859","018","015",9,2,28,859,18,15,9,1,0,NA,1,1,1,1,2,2,2,2,4,1,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,357,2,357,"Tinh Ha Giang"
"00898003002",2,"02","029","00898","003","002",10,2,29,898,3,2,10,4,1,6,1,1,1,1,2,2,2,2,3,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,348,2,348,"Tinh Ha Giang"
"00898003003",2,"02","029","00898","003","003",10,2,29,898,3,3,10,4,1,2,1,1,1,1,2,2,2,2,3,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,348,2,348,"Tinh Ha Giang"
"00898003004",2,"02","029","00898","003","004",10,2,29,898,3,4,10,4,1,5,1,1,1,1,2,2,2,2,3,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,348,2,348,"Tinh Ha Giang"
"00898003005",2,"02","029","00898","003","005",10,2,29,898,3,5,10,4,1,8,1,1,1,1,2,2,2,2,3,NA,2,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,348,2,348,"Tinh Ha Giang"
