"MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","M4B11A2_C1","M4B11A2_C2A","M4B11A2_C2B","M4B11A2_C3","M4B11A2_C4A","M4B11A2_C4B","M4B11A2_C5","M4B11A2_C6","M4B11A3_C1","M4B11A3_C2","M4B11A3_C2B","M4B11A4_C1","M4B11A5_C1","M4B11A5_C1_GHIRO","M4B11A5_C3","M4B11A5_C4","M4B11A5_C5","M4B11A6_C1","M4B11A6_C21","M4B11A6_C22","M4B11A6_C23","M4B11A6_C24","M4B11A6_C24_GHIRO","M4B11A6_C3","M4B11A6_C4","M4B11A6_C4_GHIRO","M4B11A6_C5","M4B11A6_C6","M4B11A6_C7","M4B11A7_C11","M4B11A7_C12","M4B11A7_C13","M4B11A7_C14","KYDIEUTRA","WT45","wt45","Province_name"
"51","527","21217","009","012","21217009012",1,3,5,12,3,5,1,"TBR225",8,4,NA,4,1,"",2,NA,2,3,1,2,2,2,"",12,2,"",NA,2,2,2,2,2,2,4,489,489,"Tinh Quang Ngai"
"51","527","21217","009","013","21217009013",1,3,6,10,3,7,1,"TBR225",4,2,NA,3,1,"",2,NA,2,3,1,2,2,2,"",12,2,"",NA,3,1,2,2,2,2,4,489,489,"Tinh Quang Ngai"
"51","527","21217","009","014","21217009014",1,3,6,3,3,6,1,"Thiên ưu",4,2,NA,3,3,"",2,2,2,2,1,2,2,2,"",7,2,"",NA,2,1,2,2,2,2,4,489,489,"Tinh Quang Ngai"
"51","532","21394","002","003","21394002003",1,3,8,99,NA,NA,1,"HT1",4,2,NA,6,1,"",2,NA,2,3,1,2,2,2,"",10,2,"",NA,3,2,99,99,99,99,4,337,337,"Tinh Quang Ngai"
"51","532","21394","002","005","21394002005",1,3,9.5,99,NA,NA,1,"VH1",4,2,NA,4,1,"",2,NA,2,3,1,2,2,2,"",10,2,"",NA,3,2,99,99,99,99,4,337,337,"Tinh Quang Ngai"
"51","532","21394","002","006","21394002006",1,3,8,99,NA,NA,2,"VN20",3,1,NA,6,1,"",2,NA,2,3,1,2,2,2,"",10,2,"",NA,3,2,1,99,99,99,4,337,337,"Tinh Quang Ngai"
"51","532","21394","002","008","21394002008",1,3,7,10,3,7,1,"thiên ưu 8",4,2,NA,6,1,"",2,NA,2,3,1,2,2,2,"",10,2,"",NA,3,2,1,2,99,99,4,337,337,"Tinh Quang Ngai"
"51","532","21394","002","009","21394002009",1,3,7,99,NA,NA,1,"hòa phát 3",3,2,NA,4,1,"",2,NA,2,2,1,2,2,2,"",10,2,"",NA,3,2,2,2,2,2,4,337,337,"Tinh Quang Ngai"
"51","532","21394","002","010","21394002010",1,3,7,99,NA,NA,1,"hòa phát 3",3,2,NA,4,1,"",2,NA,1,2,1,2,2,2,"",10,2,"",NA,3,2,2,2,99,99,4,337,337,"Tinh Quang Ngai"
"51","532","21394","002","011","21394002011",1,3,7,99,NA,NA,1,"tbr20",3,2,NA,3,1,"",2,NA,2,2,1,2,2,2,"",10,1,"",NA,3,2,2,2,2,2,4,337,337,"Tinh Quang Ngai"
"51","532","21394","002","012","21394002012",1,3,7,99,NA,NA,1,"thiên ưu 8",3,2,NA,3,1,"",2,NA,1,2,1,2,2,2,"",10,1,"",NA,3,2,99,99,99,99,4,337,337,"Tinh Quang Ngai"
"51","532","21394","002","013","21394002013",1,3,7,99,NA,NA,1,"thiên ưu",3,2,NA,3,1,"",2,NA,1,2,1,2,2,2,"",10,2,"",NA,3,2,2,2,2,2,4,337,337,"Tinh Quang Ngai"
"51","532","21394","002","014","21394002014",1,3,7,99,NA,NA,1,"bắc thịnh",3,2,NA,3,1,"",2,NA,1,2,1,2,2,2,"",5,2,"",NA,3,2,2,2,2,2,4,337,337,"Tinh Quang Ngai"
"51","532","21394","002","015","21394002015",1,3,8,99,NA,NA,1,"tbr20",3,2,NA,3,1,"",2,NA,1,3,1,2,2,2,"",10,2,"",NA,3,2,1,2,1,1,4,337,337,"Tinh Quang Ngai"
"51","533","21421","008","003","21421008003",1,3,7,8,3,9,1,"hoà phát",3,2,NA,3,1,"",2,NA,2,2,1,2,2,2,"",9,3,"",NA,3,2,99,99,99,99,4,464,464,"Tinh Quang Ngai"
"51","533","21421","008","004","21421008004",1,3,7,99,NA,NA,1,"khang dân",3,2,NA,3,1,"",2,NA,2,2,1,2,2,2,"",9,3,"",NA,3,2,99,99,99,99,4,464,464,"Tinh Quang Ngai"
"51","533","21421","008","005","21421008005",1,3,7,8,3,8,1,"hoà phát",3,2,NA,3,1,"",2,NA,2,2,1,2,2,2,"",8,3,"",NA,3,2,2,2,2,2,4,464,464,"Tinh Quang Ngai"
"51","533","21421","008","006","21421008006",1,3,7,8,3,8,2,"hòa phát",3,2,NA,3,1,"",2,NA,2,3,1,2,2,2,"",7,2,"",NA,2,2,2,2,2,2,4,464,464,"Tinh Quang Ngai"
"51","533","21421","008","007","21421008007",1,3,7,5,3,9,2,"khang dân",3,2,NA,3,1,"",2,NA,2,3,1,2,2,2,"",6,2,"",NA,2,2,2,2,2,2,4,464,464,"Tinh Quang Ngai"
"51","533","21421","008","008","21421008008",1,3,7,6,3,8,2,"hòa phát",3,2,NA,4,1,"",2,NA,2,3,1,2,2,2,"",7,2,"",NA,2,2,2,2,2,2,4,464,464,"Tinh Quang Ngai"
"51","533","21421","008","009","21421008009",1,3,7,8,3,7,1,"Hòa phát",3,2,NA,3,1,"",2,NA,2,3,1,2,2,2,"",10,2,"",NA,2,2,2,2,2,2,4,464,464,"Tinh Quang Ngai"
"51","533","21421","008","010","21421008010",1,3,8,10,3,7,1,"Hà Phát 3",3,3,NA,4,1,"",2,NA,2,3,1,2,2,2,"",10,2,"",NA,2,2,2,2,2,2,4,464,464,"Tinh Quang Ngai"
"51","533","21421","008","011","21421008011",1,3,7,6,3,8,1,"KD18, Hà phát 3",4,3,NA,4,1,"",2,NA,2,3,1,2,2,2,"",10,2,"",NA,2,2,2,2,2,2,4,464,464,"Tinh Quang Ngai"
"51","533","21421","008","012","21421008012",1,3,7,8,3,8,1,"KD18",3,3,NA,3,1,"",2,NA,2,3,1,2,2,2,"",8,2,"",NA,2,2,99,99,2,2,4,464,464,"Tinh Quang Ngai"
"51","533","21421","008","013","21421008013",1,3,7,9,3,8,1,"Hà Phát 3",3,3,NA,3,1,"",2,NA,2,3,1,2,2,2,"",10,2,"",NA,2,2,2,2,2,2,4,464,464,"Tinh Quang Ngai"
"51","533","21421","008","014","21421008014",1,3,7,10,3,8,1,"Hà Phát 3",4,3,NA,3,1,"",2,NA,2,3,1,2,2,2,"",8,2,"",NA,2,2,2,2,99,2,4,464,464,"Tinh Quang Ngai"
"51","534","21442","014","002","21442014002",1,3,8,35,NA,NA,1,"khang dân 28",3,3,NA,4,1,"",2,NA,2,3,1,2,2,2,"",8,2,"",NA,2,1,2,2,2,2,4,489,489,"Tinh Quang Ngai"
"51","534","21442","014","003","21442014003",1,3,8,20,NA,NA,1,"DH6",8,5,NA,9,1,"",2,NA,2,3,1,2,2,2,"",15,2,"",NA,2,2,2,2,2,2,4,489,489,"Tinh Quang Ngai"
"51","534","21442","014","006","21442014006",1,3,8,1,3,8,1,"HN6",3,3,NA,8,1,"",2,NA,2,3,1,2,2,2,"",8,2,"",NA,2,1,2,2,2,2,4,489,489,"Tinh Quang Ngai"
"51","534","21442","014","007","21442014007",1,3,10,15,3,8,1,"Đài Thơm 8",5,4,NA,8,1,"",2,NA,2,3,1,2,2,2,"",12,2,"",NA,2,2,2,2,2,2,4,489,489,"Tinh Quang Ngai"
"51","534","21442","014","008","21442014008",1,3,10,30,NA,NA,1,"khang dân 28",3,3,NA,3,1,"",2,NA,2,3,1,2,2,2,"",10,2,"",NA,2,1,2,2,2,2,4,489,489,"Tinh Quang Ngai"
"51","534","21442","014","009","21442014009",1,3,10,30,NA,NA,1,"khang dân 28",6,3,NA,3,1,"",2,NA,2,3,1,2,2,2,"",8,2,"",NA,3,1,2,2,2,2,4,489,489,"Tinh Quang Ngai"
"51","534","21442","014","010","21442014010",1,3,9,9,3,10,2,"Đài thơm 8",5,4,NA,4,1,"",2,NA,1,3,1,2,2,2,"",10,2,"",NA,3,2,2,2,2,2,4,489,489,"Tinh Quang Ngai"
"51","534","21442","014","011","21442014011",1,3,7,15,3,10,2,"DH11",4,3,NA,9,1,"",2,NA,1,2,1,2,2,2,"",10,2,"",NA,2,2,2,2,2,2,4,489,489,"Tinh Quang Ngai"
"51","534","21442","014","013","21442014013",1,3,9,1,3,10,1,"Đài thơm 8",5,4,NA,9,1,"",2,NA,1,3,1,2,2,2,"",1,2,"",NA,2,2,2,2,2,2,4,489,489,"Tinh Quang Ngai"
"51","534","21475","001","001","21475001001",1,3,10,20,NA,NA,1,"khang dân 28",2,2,NA,3,1,"",2,NA,2,3,1,2,2,2,"",10,2,"",NA,3,1,2,2,2,2,4,564,564,"Tinh Quang Ngai"
"51","534","21475","001","003","21475001003",1,3,10,30,NA,NA,2,"khang dân 28",2,2,NA,3,1,"",2,NA,2,3,1,2,2,2,"",10,2,"",NA,3,1,2,2,2,2,4,564,564,"Tinh Quang Ngai"
"51","534","21475","001","004","21475001004",1,3,8,1,3,7,1,"Hương xuân",3,3,NA,8,5,"Nước trời",2,NA,2,3,1,2,2,2,"",12,2,"",NA,2,2,2,2,2,2,4,564,564,"Tinh Quang Ngai"
"51","534","21475","001","005","21475001005",1,3,7,4,3,7,1,"KD18",4,4,NA,7,5,"nước trời",2,NA,3,3,1,2,2,2,"",10,2,"",NA,2,1,2,2,2,2,4,564,564,"Tinh Quang Ngai"
"51","534","21475","001","006","21475001006",1,3,7,13,3,7,1,"KD18",3,3,NA,8,5,"Nước trời",2,NA,2,3,1,2,2,2,"",12,2,"",NA,2,2,2,2,2,2,4,564,564,"Tinh Quang Ngai"
"51","534","21475","001","007","21475001007",1,4,10,8,3,12,1,"Khang Dân",4,3,NA,6,1,"",2,NA,2,3,1,2,2,2,"",15,2,"",NA,2,2,2,2,2,2,4,564,564,"Tinh Quang Ngai"
"51","534","21475","001","010","21475001010",1,3,10,10,3,12,2,"khang dân 18",2,2,NA,7,4,"",2,2,1,3,1,2,2,2,"",15,2,"",NA,3,2,2,2,2,2,4,564,564,"Tinh Quang Ngai"
"51","534","21475","001","011","21475001011",1,3,9,9,3,12,2,"Bắc Thịnh",5,2,NA,9,4,"",2,2,1,3,1,2,2,2,"",10,2,"",NA,3,2,2,2,2,2,4,564,564,"Tinh Quang Ngai"
"51","534","21475","001","012","21475001012",1,3,9,7,3,13,2,"bắc thịnh",6,4,NA,9,4,"",2,2,1,3,1,2,2,2,"",10,2,"",NA,3,2,2,2,2,2,4,564,564,"Tinh Quang Ngai"
"51","534","21475","001","013","21475001013",1,3,8,10,3,9,1,"Đồng văn 108",4,3,NA,7,4,"",2,2,1,3,1,2,2,2,"",9,2,"",NA,3,2,2,2,2,2,4,564,564,"Tinh Quang Ngai"
"51","535","21499","007","002","21499007002",1,3,7.5,3,3,8,2,"Bắc Thịnh",5,3,NA,3,1,"",99,NA,3,2,2,2,1,2,"",NA,2,"",NA,2,1,99,99,99,99,4,518,518,"Tinh Quang Ngai"
"51","535","21499","007","004","21499007004",1,3,10,1,3,10,1,"Khang dân",2,2,NA,2,3,"",2,2,1,3,2,2,1,2,"",NA,3,"",NA,2,2,2,2,2,2,4,518,518,"Tinh Quang Ngai"
"51","535","21499","007","005","21499007005",1,3,7.5,2,3,7.7,1,"khang dân",6,4,NA,6,1,"",99,NA,2,2,2,2,1,2,"",NA,2,"",NA,2,1,99,99,99,99,4,518,518,"Tinh Quang Ngai"
"51","535","21499","007","008","21499007008",1,3,7.5,1,3,7.5,1,"Khang dân",2,2,NA,2,3,"",2,2,1,3,2,2,2,1,"Máy gặt tay",NA,3,"",NA,2,1,2,2,2,2,4,518,518,"Tinh Quang Ngai"
"51","535","21499","007","009","21499007009",1,3,7,0,3,7,1,"MT10",2,2,NA,2,5,"Nước trời",2,NA,2,3,2,2,1,2,"",NA,2,"",NA,2,1,99,99,99,99,4,518,518,"Tinh Quang Ngai"
"51","535","21499","007","010","21499007010",1,3,10,1,3,10,1,"Đồng văn",1,1,NA,1,5,"Nước mưa",2,NA,2,3,2,2,1,2,"",NA,2,"",NA,2,1,99,99,99,99,4,518,518,"Tinh Quang Ngai"
"51","535","21499","007","013","21499007013",1,3,7.5,5,3,8,1,"khang dân",7,6,NA,4,1,"",99,NA,2,2,2,2,1,2,"",NA,2,"",NA,2,1,99,99,99,99,4,518,518,"Tinh Quang Ngai"
"51","535","21499","007","014","21499007014",1,3,10,99,NA,NA,2,"Giống tự sản xuất",2,2,NA,2,3,"",2,2,1,3,2,2,2,1,"Máy gặt tay",NA,3,"",NA,2,2,2,2,2,2,4,518,518,"Tinh Quang Ngai"
"51","535","21499","007","015","21499007015",1,3,7,1,3,7,1,"MT10",3,3,NA,3,5,"Nước trời",2,NA,2,3,2,2,1,2,"",NA,2,"",NA,3,2,99,99,99,99,4,518,518,"Tinh Quang Ngai"
"52","543","21658","013","001","21658013001",1,3,5,99,NA,NA,2,"đồng văn",3,2,NA,4,4,"",99,2,1,3,1,2,2,2,"",7,3,"",NA,3,1,2,2,2,99,4,611,611,"Tinh Binh Dinh"
"52","543","21658","013","002","21658013002",1,3,6,99,NA,NA,2,"kháng dân",3,2,NA,4,1,"",2,NA,1,3,1,2,2,2,"",8,3,"",NA,3,1,2,2,2,99,4,611,611,"Tinh Binh Dinh"
"52","543","21658","013","005","21658013005",1,3,10,2,3,8,2,"sâng dâng",3,1,NA,3,3,"",99,2,0,3,1,2,2,2,"",7,2,"",NA,3,2,99,99,99,99,4,611,611,"Tinh Binh Dinh"
"52","543","21658","013","006","21658013006",1,3,10,2,3,9,2,"sâng dâng",3,1,NA,3,3,"",99,2,0,3,1,2,2,2,"",6,2,"",NA,3,2,99,99,99,99,4,611,611,"Tinh Binh Dinh"
"52","543","21658","013","007","21658013007",1,3,8,99,NA,NA,2,"khang dân",4,3,NA,3,1,"",99,NA,2,3,1,2,2,2,"",10,3,"",NA,3,1,99,99,99,99,4,611,611,"Tinh Binh Dinh"
"52","543","21658","013","008","21658013008",1,3,8,99,NA,NA,2,"san dân",4,3,NA,3,1,"",2,NA,2,3,1,2,2,2,"",10,3,"",NA,2,1,99,99,99,99,4,611,611,"Tinh Binh Dinh"
"52","543","21658","013","009","21658013009",1,3,8,1,3,8,1,"san dân",3,2,NA,3,1,"",2,NA,3,3,1,2,2,2,"",10,3,"",NA,3,1,99,99,99,99,4,611,611,"Tinh Binh Dinh"
"52","543","21658","013","011","21658013011",1,3,8,99,NA,NA,1,"xâng dâng",3,3,NA,4,1,"",99,NA,0,3,1,2,2,2,"",15,3,"",NA,3,1,99,99,99,99,4,611,611,"Tinh Binh Dinh"
"52","543","21658","013","012","21658013012",1,3,10,10,3,7,1,"Đài thơm",3,3,NA,2,1,"",99,NA,0,3,1,2,2,2,"",10,3,"",NA,3,1,99,99,99,99,4,611,611,"Tinh Binh Dinh"
"52","543","21658","013","013","21658013013",1,3,9,2,3,8,2,"sang dâng",3,2,NA,3,3,"",99,2,0,3,1,2,2,2,"",7,2,"",NA,3,2,99,99,99,99,4,611,611,"Tinh Binh Dinh"
"52","543","21658","013","014","21658013014",1,3,6,99,NA,NA,1,"đồng văn",4,3,NA,4,1,"",99,NA,1,3,1,2,2,2,"",9,3,"",NA,2,1,2,2,2,99,4,611,611,"Tinh Binh Dinh"
"52","543","21658","013","015","21658013015",1,3,9,6,3,7,1,"xâng dâng",3,3,NA,2,1,"",99,NA,0,3,1,2,2,2,"",9,3,"",NA,3,1,99,99,99,99,4,611,611,"Tinh Binh Dinh"
"52","544","21688","004","006","21688004006",1,3,5,10,3,8,1,"dv 108",2,2,NA,2,1,"",2,NA,0,3,1,2,2,2,"",10,2,"",NA,2,1,2,2,2,2,4,624,624,"Tinh Binh Dinh"
"52","544","21688","004","007","21688004007",1,3,5,10,3,12,1,"dv 108",3,3,NA,3,1,"",99,NA,0,3,1,2,2,2,"",8,1,"",NA,2,1,99,99,99,99,4,624,624,"Tinh Binh Dinh"
"52","544","21688","004","008","21688004008",1,3,5,99,NA,NA,1,"dc 108",2,2,NA,3,1,"",99,NA,0,3,1,2,2,2,"",10,2,"",NA,2,1,99,2,2,2,4,624,624,"Tinh Binh Dinh"
"52","544","21688","004","010","21688004010",1,3,5,10,3,7,1,"khang dân đột biến",4,4,NA,3,1,"",2,NA,2,2,1,2,2,2,"",10,1,"",NA,2,1,99,99,99,2,4,624,624,"Tinh Binh Dinh"
"52","544","21688","004","013","21688004013",1,3,5,10,3,10,1,"dv 108",2,2,NA,3,1,"",99,NA,0,3,1,2,2,2,"",10,2,"",NA,2,1,2,2,2,2,4,624,624,"Tinh Binh Dinh"
"52","544","21688","004","014","21688004014",1,3,5,10,3,8,1,"dv 108",2,2,NA,1,1,"",99,NA,0,3,1,2,2,2,"",7,2,"",NA,2,1,99,99,99,99,4,624,624,"Tinh Binh Dinh"
"52","544","21718","002","001","21718002001",1,3,5,0,3,0,1,"b",0,NA,2,0,1,"",2,NA,0,1,2,1,2,2,"",0,1,"",NA,2,2,2,2,2,2,4,554,554,"Tinh Binh Dinh"
"52","544","21718","002","002","21718002002",1,3,5,0,4,8,3,"0",0,NA,2,0,1,"",2,NA,0,2,2,1,2,2,"",0,2,"",NA,2,2,2,2,2,2,4,554,554,"Tinh Binh Dinh"
"52","544","21718","002","003","21718002003",1,3,5,0,3,6,1,"j",0,NA,2,0,1,"",2,NA,0,2,2,1,2,2,"",0,3,"",NA,2,2,2,2,2,2,4,554,554,"Tinh Binh Dinh"
"52","544","21718","002","004","21718002004",2,3,6,0,3,6,1,"o",0,NA,2,0,1,"",2,NA,0,1,2,1,2,2,"",0,1,"",NA,2,2,2,2,2,2,4,554,554,"Tinh Binh Dinh"
"52","544","21718","002","005","21718002005",2,3,5,0,3,5,2,"j",0,NA,2,0,1,"",2,NA,0,2,2,1,2,2,"",0,2,"",NA,2,2,2,2,2,2,4,554,554,"Tinh Binh Dinh"
"52","544","21718","002","006","21718002006",1,3,6,0,3,8,2,"h",0,NA,2,0,1,"",2,NA,0,2,2,1,2,2,"",0,2,"",NA,2,2,2,2,2,2,4,554,554,"Tinh Binh Dinh"
"52","544","21718","002","007","21718002007",1,3,5,0,3,8,2,"v",0,NA,2,0,2,"",2,NA,0,1,2,1,2,2,"",0,1,"",NA,2,2,2,2,2,2,4,554,554,"Tinh Binh Dinh"
"52","544","21718","002","009","21718002009",1,3,5,99,NA,NA,1,"khang dân đột biến",3,3,NA,3,1,"",99,NA,0,3,1,2,2,2,"",5,2,"",NA,2,1,99,2,2,2,4,554,554,"Tinh Binh Dinh"
"52","544","21718","002","010","21718002010",1,3,5,99,NA,NA,1,"khang dân",2,2,NA,2,1,"",99,NA,0,3,1,2,2,2,"",8,2,"",NA,2,1,2,2,2,2,4,554,554,"Tinh Binh Dinh"
"52","544","21718","002","012","21718002012",1,3,5,99,NA,NA,1,"khang dân đột biến",3,3,NA,3,1,"",99,NA,0,3,1,2,2,2,"",5,2,"",NA,2,1,2,99,99,2,4,554,554,"Tinh Binh Dinh"
"52","544","21718","002","013","21718002013",1,3,5,99,NA,NA,1,"khang dân",2,2,NA,2,1,"",2,NA,0,3,1,2,2,2,"",8,2,"",NA,2,1,2,2,2,2,4,554,554,"Tinh Binh Dinh"
"52","544","21718","002","015","21718002015",1,3,5,99,NA,NA,1,"khang dân",2,2,NA,2,1,"",2,NA,0,3,1,2,2,2,"",5,2,"",NA,2,1,2,2,2,2,4,554,554,"Tinh Binh Dinh"
"52","544","21727","013","002","21727013002",1,3,5,0,2,8,1,"c",0,NA,2,0,1,"",2,NA,0,2,2,1,2,2,"",0,3,"",NA,3,2,2,2,2,2,4,573,573,"Tinh Binh Dinh"
"52","544","21727","013","003","21727013003",1,3,5,0,3,6,1,"0",0,NA,2,0,1,"",2,NA,0,3,2,1,2,2,"",0,2,"",NA,2,2,2,2,2,2,4,573,573,"Tinh Binh Dinh"
"52","544","21727","013","005","21727013005",1,3,5,0,3,6,1,"0",0,NA,2,0,1,"",2,NA,0,3,1,2,2,2,"",0,2,"",NA,2,2,2,2,2,2,4,573,573,"Tinh Binh Dinh"
"52","544","21727","013","006","21727013006",1,3,5,0,3,6,1,"v",0,NA,2,0,1,"",2,NA,0,1,1,2,2,2,"",0,1,"",NA,1,1,2,2,2,2,4,573,573,"Tinh Binh Dinh"
"52","544","21727","013","007","21727013007",2,2,5,0,3,8,2,"c",0,NA,2,0,2,"",2,NA,0,2,2,1,2,2,"",0,1,"",NA,2,2,2,2,2,2,4,573,573,"Tinh Binh Dinh"
"52","544","21727","013","008","21727013008",1,3,5,0,3,0,1,"v",0,NA,2,0,1,"",2,NA,0,2,2,1,2,2,"",0,2,"",NA,2,2,2,2,2,2,4,573,573,"Tinh Binh Dinh"
"52","544","21727","013","009","21727013009",1,3,6,0,3,0,1,"c",0,NA,2,0,1,"",2,NA,0,2,2,1,2,2,"",0,1,"",NA,2,2,2,2,2,2,4,573,573,"Tinh Binh Dinh"
"52","544","21727","013","013","21727013013",1,3,6,0,3,0,1,"b",0,NA,2,0,1,"",2,NA,0,3,1,2,2,2,"",0,2,"",NA,2,2,2,2,2,2,4,573,573,"Tinh Binh Dinh"
"52","544","21727","013","015","21727013015",1,3,6,0,4,8,2,"v",0,NA,2,0,1,"",2,NA,0,2,2,1,2,2,"",0,2,"",NA,2,2,2,2,2,2,4,573,573,"Tinh Binh Dinh"
"52","545","21730","006","009","21730006009",1,3,7,2,3,7,1,"khang dâng",2,2,NA,4,4,"",99,2,0,3,1,2,2,2,"",2,2,"",NA,2,2,99,99,99,99,4,498,498,"Tinh Binh Dinh"
"52","545","21781","006","002","21781006002",1,3,5,5,3,9,1,"khang dâng",3,2,NA,3,1,"",2,NA,3,3,1,2,1,2,"",3,2,"",NA,3,2,2,2,2,2,4,550,550,"Tinh Binh Dinh"
"52","545","21781","006","003","21781006003",1,3,7,1,3,7,1,"khang dâng",2,2,NA,4,1,"",99,NA,0,3,1,2,2,2,"",1,2,"",NA,2,2,99,99,99,99,4,550,550,"Tinh Binh Dinh"
"52","545","21781","006","004","21781006004",1,3,7,2,3,7,1,"khang dâng",2,2,NA,4,4,"",99,2,0,3,2,2,1,2,"",NA,2,"",NA,2,2,99,99,99,99,4,550,550,"Tinh Binh Dinh"
"52","545","21781","006","005","21781006005",1,3,5,5,3,8,1,"dv108",3,2,NA,3,1,"",2,NA,3,3,1,2,1,2,"",3,3,"",NA,3,2,1,1,1,2,4,550,550,"Tinh Binh Dinh"
"52","545","21781","006","006","21781006006",1,3,7,1,3,7,1,"đài thơm 8",2,2,NA,4,4,"",99,2,0,3,1,2,1,2,"",1,2,"",NA,2,2,99,99,99,99,4,550,550,"Tinh Binh Dinh"
"52","545","21781","006","007","21781006007",1,3,5,4,3,8,1,"khang dâng",3,2,NA,3,1,"",2,NA,3,3,1,2,1,2,"",3,2,"",NA,3,2,1,1,1,2,4,550,550,"Tinh Binh Dinh"
"52","545","21781","006","008","21781006008",1,3,7,2,3,7,1,"khang dâng",2,2,NA,4,4,"",99,2,0,3,1,2,1,2,"",1,2,"",NA,2,2,99,99,99,99,4,550,550,"Tinh Binh Dinh"
"52","545","21781","006","010","21781006010",1,3,7,3,3,7,1,"khang dâng",2,2,NA,4,4,"",99,2,0,3,2,2,1,2,"",NA,2,"",NA,2,2,99,99,99,99,4,550,550,"Tinh Binh Dinh"
"52","545","21781","006","011","21781006011",1,3,5,5,3,8,1,"khang dâng",3,2,NA,3,1,"",2,NA,3,3,1,2,1,2,"",3,2,"",NA,3,2,1,1,1,2,4,550,550,"Tinh Binh Dinh"
"52","545","21781","006","012","21781006012",1,3,5,5,3,8,1,"khang dâng",3,2,NA,3,1,"",2,NA,3,3,1,2,1,2,"",3,2,"",NA,2,2,1,1,1,2,4,550,550,"Tinh Binh Dinh"
"52","545","21781","006","013","21781006013",1,3,7,2,3,7,1,"khang dâng",2,2,NA,4,4,"",99,1,0,3,1,2,2,2,"",1,2,"",NA,2,2,99,99,99,99,4,550,550,"Tinh Binh Dinh"
"52","545","21781","006","014","21781006014",1,3,5,6,3,7,1,"khang dâng",3,2,NA,3,1,"",2,NA,3,3,1,2,1,2,"",3,2,"",NA,3,2,1,1,1,2,4,550,550,"Tinh Binh Dinh"
"52","545","21781","006","015","21781006015",1,3,7,3,3,7,1,"khang dâng",2,2,NA,4,4,"",99,2,0,3,1,2,2,2,"",2,2,"",NA,2,2,99,99,99,99,4,550,550,"Tinh Binh Dinh"
"52","547","21850","017","001","21850017001",1,3,6,99,NA,NA,1,"Hà phát",4,3,NA,4,1,"",1,NA,2,3,1,2,2,2,"",6,2,"",NA,2,1,99,99,99,99,4,539,539,"Tinh Binh Dinh"
"52","547","21850","017","003","21850017003",1,3,6,99,NA,NA,1,"Hà phát",5,4,NA,4,1,"",2,NA,2,3,1,2,2,2,"",6,2,"",NA,2,1,99,99,99,99,4,539,539,"Tinh Binh Dinh"
"52","547","21850","017","004","21850017004",1,3,6,99,NA,NA,1,"Hà phát",4,3,NA,3,1,"",1,NA,2,3,1,2,2,2,"",6,2,"",NA,2,1,99,99,99,99,4,539,539,"Tinh Binh Dinh"
"52","547","21850","017","006","21850017006",1,3,7,7,3,10,1,"Khang dân",4,2,NA,3,1,"",2,NA,0,3,1,2,2,2,"",5,2,"",NA,2,2,2,2,2,2,4,539,539,"Tinh Binh Dinh"
"52","547","21850","017","007","21850017007",1,3,7,6,3,10,1,"khang dân",3,2,NA,3,1,"",2,NA,0,3,1,2,2,2,"",5,2,"",NA,2,2,2,2,2,2,4,539,539,"Tinh Binh Dinh"
"52","547","21850","017","008","21850017008",1,3,7,7,3,10,1,"Khang dân",3,2,NA,5,1,"",2,NA,0,3,1,2,2,2,"",7,2,"",NA,2,2,2,2,2,2,4,539,539,"Tinh Binh Dinh"
"52","547","21850","017","009","21850017009",1,3,6,99,NA,NA,1,"hà phát",5,4,NA,4,1,"",2,NA,2,3,1,2,2,2,"",6,2,"",NA,2,1,99,99,99,99,4,539,539,"Tinh Binh Dinh"
"52","547","21850","017","011","21850017011",1,3,6,99,NA,NA,1,"hà phát",5,3,NA,3,1,"",2,NA,2,3,1,2,2,2,"",6,2,"",NA,2,1,99,99,99,99,4,539,539,"Tinh Binh Dinh"
"52","547","21850","017","012","21850017012",1,3,9,99,NA,NA,1,"999",4,3,NA,4,1,"",99,NA,2,3,1,2,2,2,"",7,2,"",NA,2,1,99,99,99,99,4,539,539,"Tinh Binh Dinh"
"52","547","21850","017","013","21850017013",1,3,6,99,NA,NA,1,"Hà phát",4,3,NA,4,1,"",2,NA,1,3,1,2,2,2,"",6,2,"",NA,2,1,99,99,99,99,4,539,539,"Tinh Binh Dinh"
"52","547","21850","017","015","21850017015",1,3,7,99,NA,NA,1,"hà phát",5,4,NA,4,1,"",99,NA,2,3,1,2,2,2,"",6,2,"",NA,2,1,99,99,99,99,4,539,539,"Tinh Binh Dinh"
"52","548","21883","012","001","21883012001",1,3,10,10,3,10,1,"Hà Phát",4,3,NA,3,1,"",2,NA,4,3,2,1,2,2,"",5,3,"",NA,2,2,2,99,2,2,4,445,445,"Tinh Binh Dinh"
"52","548","21883","012","002","21883012002",1,3,8,5,3,10,1,"Hà Phát",4,3,NA,3,1,"",99,NA,4,3,2,1,2,2,"",3,3,"",NA,2,2,99,99,2,2,4,445,445,"Tinh Binh Dinh"
"52","548","21883","012","003","21883012003",1,3,10,99,NA,NA,1,"Hà Phát",4,2,NA,2,1,"",2,NA,4,3,2,1,2,2,"",5,3,"",NA,2,2,99,99,99,99,4,445,445,"Tinh Binh Dinh"
