"MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","M4B11A2_C1","M4B11A2_C2A","M4B11A2_C2B","M4B11A2_C3","M4B11A2_C4A","M4B11A2_C4B","M4B11A2_C5","M4B11A2_C6","M4B11A3_C1","M4B11A3_C2","M4B11A3_C2B","M4B11A4_C1","M4B11A5_C1","M4B11A5_C1_GHIRO","M4B11A5_C3","M4B11A5_C4","M4B11A5_C5","M4B11A6_C1","M4B11A6_C21","M4B11A6_C22","M4B11A6_C23","M4B11A6_C24","M4B11A6_C24_GHIRO","M4B11A6_C3","M4B11A6_C4","M4B11A6_C4_GHIRO","M4B11A6_C5","M4B11A6_C6","M4B11A6_C7","M4B11A7_C11","M4B11A7_C12","M4B11A7_C13","M4B11A7_C14","KYDIEUTRA","WT45","wt45","Province_name"
"34","340","12703","004","011","12703004011",4,1,1,2,1,1,1,"pc 15",3,3,NA,3,1,NA,99,NA,1,2,1,2,2,2,NA,3,2,NA,NA,1,1,99,99,99,99,1,896,896,"Tinh Thai Binh"
"34","340","12703","004","015","12703004015",4,1,1,2,1,1,1,"tám thơm",1,1,NA,3,1,NA,99,NA,1,3,1,2,2,2,NA,4,2,NA,NA,3,1,99,99,99,99,1,896,896,"Tinh Thai Binh"
"34","340","12739","001","002","12739001002",5,1,1,3,1,1,1,"pc 15",3,1,NA,3,1,NA,99,NA,1,3,1,2,2,2,NA,4,2,NA,NA,3,1,2,2,99,99,1,436,436,"Tinh Thai Binh"
"34","340","12739","001","012","12739001012",5,1,5,99,NA,NA,1,"tám thơm",3,3,NA,3,1,NA,2,NA,1,3,2,2,2,2,NA,NA,2,NA,NA,2,1,99,99,2,2,1,436,436,"Tinh Thai Binh"
"34","340","12739","001","013","12739001013",4,1,50,2,1,45,1,"pc",4,2,NA,3,1,NA,2,NA,1,3,1,2,2,2,NA,3,2,NA,NA,3,2,99,99,99,99,1,436,436,"Tinh Thai Binh"
"34","340","12739","001","014","12739001014",4,1,1,99,NA,NA,1,"pc 15",3,3,NA,3,1,NA,99,NA,1,3,1,2,2,2,NA,3,2,NA,NA,2,2,99,99,99,99,1,436,436,"Tinh Thai Binh"
"34","340","12772","003","002","12772003002",6,2,1.5,99,NA,NA,1,"bc",2,2,NA,2,1,NA,1,NA,1,2,1,2,2,2,NA,3,3,NA,NA,2,2,99,99,99,99,1,513,513,"Tinh Thai Binh"
"34","340","12772","003","009","12772003009",6,2,1.5,99,NA,NA,1,"bc",2,2,NA,2,1,NA,99,NA,1,2,2,2,1,2,NA,NA,2,NA,NA,2,2,99,99,99,99,1,513,513,"Tinh Thai Binh"
"34","340","12772","003","012","12772003012",6,2,1.5,99,NA,NA,1,"bc",2,2,NA,2,1,NA,99,NA,1,2,1,2,2,2,NA,4,3,NA,NA,2,2,99,99,99,99,1,513,513,"Tinh Thai Binh"
"34","340","12772","003","013","12772003013",6,2,1.5,99,NA,NA,1,"bc",2,2,NA,2,1,NA,2,NA,1,2,1,2,2,2,NA,3,2,NA,NA,2,2,99,99,99,99,1,513,513,"Tinh Thai Binh"
"34","340","12772","003","014","12772003014",6,2,6,99,NA,NA,1,"bc",3,3,NA,2,1,NA,1,NA,1,2,1,2,2,2,NA,3,2,NA,NA,2,2,2,1,1,1,1,513,513,"Tinh Thai Binh"
"34","340","12808","001","003","12808001003",4,2,2,10,2,2,1,"TBR225",4,3,NA,3,1,NA,2,NA,1,3,1,2,2,2,NA,10,2,NA,NA,3,2,2,2,2,2,1,895,895,"Tinh Thai Binh"
"34","340","12808","001","008","12808001008",4,2,2,10,2,2,1,"T10",3,3,NA,3,1,NA,2,NA,1,3,1,2,2,2,NA,10,2,NA,NA,3,2,2,2,2,2,1,895,895,"Tinh Thai Binh"
"34","340","12808","001","009","12808001009",4,2,2,99,NA,NA,1,"TBR225",4,3,NA,3,1,NA,2,NA,1,3,1,2,2,2,NA,10,3,NA,NA,3,2,2,2,2,2,1,895,895,"Tinh Thai Binh"
"34","340","12808","001","012","12808001012",4,2,2,10,2,2,1,"TBR225",3,3,NA,3,1,NA,2,NA,1,3,1,2,2,2,NA,10,2,NA,NA,3,2,2,2,2,2,1,895,895,"Tinh Thai Binh"
"34","341","12964","004","001","12964004001",1,2,1.5,8,2,4,1,"T10",3,2,NA,3,1,NA,2,NA,1,2,1,2,2,2,NA,8,2,NA,NA,2,1,2,1,1,1,1,722,722,"Tinh Thai Binh"
"34","341","12964","004","002","12964004002",1,2,1.5,8,2,4,1,"Tạp giao",3,2,NA,3,1,NA,2,NA,0,2,1,2,2,2,NA,7,2,NA,NA,2,1,1,2,2,2,1,722,722,"Tinh Thai Binh"
"34","341","12964","004","003","12964004003",1,2,2,8,2,3,1,"Tạp giao",3,2,NA,3,1,NA,2,NA,3,2,1,2,2,2,NA,8,2,NA,NA,3,1,1,2,1,2,1,722,722,"Tinh Thai Binh"
"34","341","12964","004","004","12964004004",1,2,1.8,8,2,3,1,"Đài thơm",3,3,NA,3,1,NA,2,NA,2,2,1,2,2,2,NA,8,2,NA,NA,3,1,2,2,1,2,1,722,722,"Tinh Thai Binh"
"34","341","12964","004","005","12964004005",1,2,1.6,7,2,3.5,1,"Thiên ưu 838",3,2,NA,3,1,NA,2,NA,0,2,1,2,2,2,NA,7,2,NA,NA,3,1,2,2,1,2,1,722,722,"Tinh Thai Binh"
"34","341","12964","004","006","12964004006",1,2,1.6,8,2,4,1,"Thiên ưu 838",3,2,NA,3,1,NA,2,NA,0,2,1,2,2,2,NA,8,2,NA,NA,3,1,2,2,1,2,1,722,722,"Tinh Thai Binh"
"34","341","12964","004","009","12964004009",1,2,1.8,7,2,3,1,"Tạp giao",3,2,NA,3,1,NA,2,NA,0,2,1,2,2,2,NA,8,2,NA,NA,2,1,2,2,1,2,1,722,722,"Tinh Thai Binh"
"34","341","12964","004","010","12964004010",1,2,1.6,7,2,3,2,"Thiên Ưu",3,2,NA,2,1,NA,2,NA,2,2,1,2,2,2,NA,6,2,NA,NA,3,1,2,2,1,2,1,722,722,"Tinh Thai Binh"
"34","341","12964","004","011","12964004011",1,2,2,8,2,4,1,"T10",4,3,NA,3,1,NA,2,NA,2,2,1,2,2,2,NA,7,2,NA,NA,2,1,1,2,1,2,1,722,722,"Tinh Thai Binh"
"34","341","12964","004","012","12964004012",1,2,2,9,2,4,1,"Đài thơm",3,2,NA,3,1,NA,2,NA,0,2,1,2,2,2,NA,8,2,NA,NA,3,1,2,2,1,2,1,722,722,"Tinh Thai Binh"
"34","341","12964","004","013","12964004013",1,2,2,9,2,3.5,1,"Q5",4,3,NA,2,1,NA,2,NA,3,2,1,2,2,2,NA,8,2,NA,NA,3,1,1,2,1,2,1,722,722,"Tinh Thai Binh"
"34","341","12964","004","014","12964004014",1,2,1.5,8,2,3,1,"T10",3,2,NA,3,1,NA,2,NA,2,2,1,2,2,2,NA,8,2,NA,NA,3,1,2,2,1,2,1,722,722,"Tinh Thai Binh"
