"IDHO","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","M4B11_MA","M4B11_C3","M4B11_C3AD","M4B11_C3AM","M4B11_C3AY","M4B11_C3B","M4B11_C4","M4B11_C5","wt45"
"30370001004","89","886","30370","001","004",6,2,14000,19,12,2021,NA,9800,56840,502
"30370001004","89","886","30370","001","004",6,3,14000,20,3,2021,NA,8680,52080,502
"30370001004","89","886","30370","001","004",6,4,14000,10,8,2021,NA,9520,55692,502
"30370001005","89","886","30370","001","005",6,2,10000,1,1,2022,NA,8000,48000,502
"30370001005","89","886","30370","001","005",6,3,10000,1,4,2021,NA,6000,35000,502
"30370001005","89","886","30370","001","005",6,4,10000,1,8,2021,NA,7000,45500,502
"30388019003","89","887","30388","019","003",1,2,3000,19,10,2021,NA,2080,12500,493
"30388019003","89","887","30388","019","003",1,3,3000,19,2,2021,NA,1710,10600,493
"30388019003","89","887","30388","019","003",1,4,3000,19,6,2021,NA,1800,10970,493
"30388019004","89","887","30388","019","004",1,2,5000,19,10,2021,NA,3200,18880,493
"30388019004","89","887","30388","019","004",1,3,5000,20,2,2021,NA,2850,17670,493
"30388019004","89","887","30388","019","004",1,4,5000,20,6,2021,NA,2400,18300,493
"30388019006","89","887","30388","019","006",1,2,10000,19,10,2021,NA,7000,42000,493
"30388019006","89","887","30388","019","006",1,3,10000,20,2,2021,NA,5800,35340,493
"30388019006","89","887","30388","019","006",1,4,13000,20,6,2021,NA,8320,49088,493
"30388019008","89","887","30388","019","008",1,2,9000,19,10,2021,NA,6210,37260,493
"30388019008","89","887","30388","019","008",1,3,9000,19,2,2021,NA,9000,31248,493
"30388019008","89","887","30388","019","008",1,4,9000,18,6,2021,NA,5220,31842,493
"30388019010","89","887","30388","019","010",1,2,13000,20,10,2021,NA,9035,54210,493
"30388019010","89","887","30388","019","010",1,3,13000,19,2,2021,NA,7410,45942,493
"30388019010","89","887","30388","019","010",1,4,13000,20,6,2021,NA,13000,47580,493
"30388019012","89","887","30388","019","012",1,2,7000,18,10,2021,NA,5180,31080,493
"30388019012","89","887","30388","019","012",1,3,7000,19,2,2021,NA,4130,25606,493
"30388019012","89","887","30388","019","012",1,4,7000,19,6,2021,NA,4340,25606,493
"30388019013","89","887","30388","019","013",1,2,23000,18,10,2021,NA,16100,94500,493
"30388019013","89","887","30388","019","013",1,3,23000,19,2,2021,NA,12750,79500,493
"30388019013","89","887","30388","019","013",1,4,23000,19,6,2021,NA,13500,82350,493
"30391005002","89","887","30391","005","002",3,2,7000,1,1,2021,NA,4970,33800,450
"30391005002","89","887","30391","005","002",3,3,7000,1,6,2021,NA,4270,20920,450
"30391005003","89","887","30391","005","003",3,2,10000,22,12,2020,NA,7200,41700,450
"30391005003","89","887","30391","005","003",3,3,10000,20,4,2021,NA,6000,39000,450
"30391005003","89","887","30391","005","003",3,4,10000,24,8,2021,NA,6300,37800,450
"30391005009","89","887","30391","005","009",3,2,3000,15,12,2020,NA,2040,12500,450
"30391005009","89","887","30391","005","009",3,3,3000,10,5,2021,NA,1620,9880,450
"30391005009","89","887","30391","005","009",3,4,3000,12,9,2021,NA,1830,10400,450
"30391005013","89","887","30391","005","013",3,2,50000,5,12,2021,NA,35500,205900,450
"30391005013","89","887","30391","005","013",3,3,50000,13,5,2021,NA,30500,198250,450
"30415018002","89","888","30415","018","002",7,6,7500,9,11,2021,NA,5250,34125,510
"30415018010","89","888","30415","018","010",7,6,24000,9,11,2021,NA,17880,128736,510
"30421001007","89","888","30421","001","007",11,6,6000,10,10,2021,1,3960,26928,460
"30421001008","89","888","30421","001","008",11,6,42000,10,10,2021,1,27720,205100,460
"30421001009","89","888","30421","001","009",11,6,90000,10,10,2021,1,59300,438800,460
"30421001015","89","888","30421","001","015",11,6,4500,10,10,2021,1,2970,20200,460
"30436013005","89","888","30436","013","005",12,1,9000,NA,NA,NA,NA,6480,37584,446
"30436013011","89","888","30436","013","011",12,1,24000,NA,NA,2022,NA,16560,96048,446
"30436013013","89","888","30436","013","013",12,1,6000,NA,NA,2022,2,4200,24780,446
"30439002002","89","888","30439","002","002",6,6,42000,3,10,2021,1,30408,228900,504
"30439002008","89","888","30439","002","008",6,6,30000,10,10,2021,1,21690,162000,504
"30439002015","89","888","30439","002","015",6,6,180000,1,10,2021,1,130320,968200,504
"30451002006","89","888","30451","002","006",4,1,3000,NA,NA,2021,NA,2340,14585,424
"30451002009","89","888","30451","002","009",4,1,38880,NA,NA,NA,NA,29550,153660,424
"30451002011","89","888","30451","002","011",4,1,56376,NA,NA,NA,NA,38715,216804,424
"30451002013","89","888","30451","002","013",4,1,62208,NA,NA,NA,NA,47040,277536,424
"30451002015","89","888","30451","002","015",4,1,11664,NA,NA,NA,NA,8550,47880,424
"30451002019","89","888","30451","002","019",4,1,81648,NA,NA,NA,NA,60480,365400,424
"30454010002","89","888","30454","010","002",3,6,10000,2,10,2021,1,7750,57350,492
"30454010012","89","888","30454","010","012",3,6,20000,5,10,2021,1,15520,114850,492
"30454010017","89","888","30454","010","017",3,6,4000,4,10,2021,1,3080,22790,492
"30469036001","89","889","30469","036","001",7,2,5000,28,12,2021,1,3700,21460,517
"30469036001","89","889","30469","036","001",7,3,5000,11,5,2021,1,3250,20150,517
"30469036003","89","889","30469","036","003",7,2,5200,11,1,2022,NA,3900,25545,517
"30469036003","89","889","30469","036","003",7,3,5200,4,5,2021,NA,3172,19413,517
"30469036008","89","889","30469","036","008",7,2,31200,11,1,2022,NA,23400,152802,517
"30469036008","89","889","30469","036","008",7,3,31200,5,5,2021,NA,19032,116476,517
"30469036008","89","889","30469","036","008",7,4,5200,21,9,2021,NA,3068,20816,517
"30469036010","89","889","30469","036","010",7,2,19000,11,1,2022,NA,14155,92291,517
"30469036010","89","889","30469","036","010",7,3,19000,4,5,2021,NA,11495,70234,517
"30469036010","89","889","30469","036","010",7,4,9000,21,9,2021,NA,5535,37527,517
"30469036013","89","889","30469","036","013",7,2,15000,11,1,2022,NA,11100,72594,517
"30469036013","89","889","30469","036","013",7,3,15000,4,5,2021,NA,9225,56365,517
"30469036015","89","889","30469","036","015",7,1,30000,NA,NA,2021,2,22000,143000,517
"30472034003","89","889","30472","034","003",5,2,3900,30,12,2021,NA,3042,18800,473
"30472034003","89","889","30472","034","003",5,3,3900,22,4,2021,NA,2399,14672,473
"30472034003","89","889","30472","034","003",5,4,3900,25,8,2021,NA,2418,16322,473
"30472034006","89","889","30472","034","006",5,2,5000,29,12,2021,NA,3650,22630,473
"30472034006","89","889","30472","034","006",5,3,5000,22,4,2021,NA,3100,19065,473
"30472034006","89","889","30472","034","006",5,4,5000,26,8,2021,NA,3075,20849,473
"30472034012","89","889","30472","034","012",5,2,17000,22,12,2021,1,11900,70210,473
"30472034012","89","889","30472","034","012",5,3,17000,20,4,2021,1,10370,62220,473
"30472034012","89","889","30472","034","012",5,4,17000,28,8,2021,1,11900,79730,473
"30481018002","89","889","30481","018","002",3,2,32500,20,10,2020,1,22750,147875,530
"30481018002","89","889","30481","018","002",3,3,32500,15,3,2021,1,21125,130975,530
"30481018002","89","889","30481","018","002",3,4,19500,20,8,2021,1,12675,81120,530
"30481018003","89","889","30481","018","003",3,2,123120,12,12,2020,NA,100958,686517,530
"30481018003","89","889","30481","018","003",3,3,123120,14,4,2021,NA,75719,461885,530
"30481018004","89","889","30481","018","004",3,2,25380,24,12,2020,NA,20735,141208,530
"30481018004","89","889","30481","018","004",3,3,25380,20,4,2021,NA,15558,95681,530
"30481018004","89","889","30481","018","004",3,4,25380,27,8,2021,NA,15685,106657,530
"30481018006","89","889","30481","018","006",3,1,6000,NA,NA,2021,NA,4500,30000,530
"30481018007","89","889","30481","018","007",3,2,6500,20,10,2020,1,4550,29577,530
"30481018007","89","889","30481","018","007",3,3,6500,15,3,2021,1,4225,26195,530
"30481018007","89","889","30481","018","007",3,4,6500,20,8,2021,1,4225,27040,530
"30481018009","89","889","30481","018","009",3,2,20000,11,12,2020,NA,16200,110484,530
"30481018009","89","889","30481","018","009",3,3,20000,14,4,2021,NA,12200,74786,530
"30481018012","89","889","30481","018","012",3,2,14000,15,10,2020,1,14000,91000,530
"30481018012","89","889","30481","018","012",3,3,14000,12,3,2021,1,11000,66000,530
"30481018012","89","889","30481","018","012",3,4,14000,15,8,2021,1,9600,60000,530
"30481018013","89","889","30481","018","013",3,2,28512,12,12,2020,NA,23380,159684,530
"30481018013","89","889","30481","018","013",3,3,28512,14,4,2021,NA,17820,109593,530
"30481018015","89","889","30481","018","015",3,2,25000,14,10,2020,1,25000,162500,530
"30481018015","89","889","30481","018","015",3,3,25000,14,3,2021,1,22000,132000,530
"30481018015","89","889","30481","018","015",3,4,25000,10,8,2021,1,20000,116000,530
"30484030001","89","889","30484","030","001",10,2,50000,15,1,2022,1,35000,228900,509
"30484030001","89","889","30484","030","001",10,3,50000,1,4,2022,1,28500,171000,509
"30484030001","89","889","30484","030","001",10,4,50000,1,8,2021,1,30000,180000,509
"30484030003","89","889","30484","030","003",10,1,19500,NA,NA,2022,2,12300,76260,509
"30505009004","89","890","30505","009","004",7,2,10000,10,12,2021,NA,6150,36900,503
"30505009004","89","890","30505","009","004",7,3,10000,15,4,2021,NA,6050,35090,503
"30505009007","89","890","30505","009","007",7,2,10000,10,12,2021,NA,6500,38350,503
"30505009007","89","890","30505","009","007",7,3,10000,6,7,2021,NA,6450,37410,503
"30526015001","89","890","30526","015","001",4,4,2600,12,8,2021,1,935,5610,532
"30526015003","89","890","30526","015","003",4,4,18200,9,7,2021,1,8008,48048,532
"30526015006","89","890","30526","015","006",4,4,16800,5,8,2021,1,7560,40824,532
"30526015007","89","890","30526","015","007",4,4,3900,10,8,2021,NA,1440,8640,532
"30526015008","89","890","30526","015","008",4,4,9600,8,8,2021,1,5500,35750,532
"30526015009","89","890","30526","015","009",4,1,21000,NA,NA,NA,NA,6300,34020,532
"30526015010","89","890","30526","015","010",4,2,7800,11,12,2021,NA,3850,20405,532
"30526015010","89","890","30526","015","010",4,3,7800,14,5,2021,NA,3575,19662,532
"30526015012","89","890","30526","015","012",4,2,2600,10,12,2021,NA,1150,6095,532
"30526015012","89","890","30526","015","012",4,3,2600,10,5,2021,NA,1350,7830,532
"30526015012","89","890","30526","015","012",4,4,2600,9,9,2021,NA,1385,8310,532
"30526015013","89","890","30526","015","013",4,2,9100,9,12,2021,NA,4550,25935,532
"30526015013","89","890","30526","015","013",4,3,9100,11,5,2021,NA,4200,23520,532
"30526015013","89","890","30526","015","013",4,4,15600,18,9,2021,NA,6552,37350,532
"30526015015","89","890","30526","015","015",4,4,10400,10,8,2021,1,5720,30888,532
"30529003007","89","890","30529","003","007",9,2,94500,9,12,2021,NA,57645,322812,501
"30529003007","89","890","30529","003","007",9,3,94500,19,4,2022,NA,52920,301644,501
"30529003012","89","890","30529","003","012",9,1,48000,NA,NA,NA,NA,33600,178080,501
"30529003015","89","890","30529","003","015",9,1,59800,NA,NA,2022,2,35000,203000,501
"30532008004","89","890","30532","008","004",11,2,2600,12,12,2021,NA,1100,6380,562
"30532008004","89","890","30532","008","004",11,3,2600,6,5,2022,NA,1008,5746,562
"30532008005","89","890","30532","008","005",11,1,3870,NA,NA,2022,2,1800,9720,562
"30532008008","89","890","30532","008","008",11,1,16900,NA,NA,NA,NA,7800,43000,562
"30532008012","89","890","30532","008","012",11,4,7800,1,9,2022,NA,2310,13860,562
"30532008014","89","890","30532","008","014",11,4,19500,13,8,2022,NA,8450,48160,562
"30532008015","89","890","30532","008","015",11,2,3900,4,12,2021,NA,2016,11692,562
"30532008015","89","890","30532","008","015",11,3,3900,12,4,2022,NA,1650,9405,562
"30532008015","89","890","30532","008","015",11,4,3900,9,8,2021,NA,1914,11484,562
"30538024001","89","890","30538","024","001",7,2,2600,18,4,2021,NA,1449,8260,495
"30538024001","89","890","30538","024","001",7,3,2600,18,5,2021,NA,1547,8820,495
"30538024004","89","890","30538","024","004",7,2,2600,24,12,2021,NA,1620,9072,495
"30538024004","89","890","30538","024","004",7,3,2600,24,4,2021,NA,1612,8866,495
"30538024005","89","890","30538","024","005",7,2,2600,8,12,2021,NA,1560,8892,495
"30538024005","89","890","30538","024","005",7,3,2600,8,6,2021,NA,1586,8880,495
"30538024005","89","890","30538","024","005",7,4,2600,9,10,2021,NA,1595,9091,495
"30538024006","89","890","30538","024","006",7,2,1300,8,12,2021,NA,875,4900,495
"30538024006","89","890","30538","024","006",7,3,1300,18,4,2021,NA,850,4845,495
"30538024006","89","890","30538","024","006",7,4,1300,19,8,2021,NA,860,4902,495
"30538024008","89","890","30538","024","008",7,2,10000,19,12,2021,NA,6100,34160,495
"30538024008","89","890","30538","024","008",7,3,10000,24,5,2021,NA,5956,33950,495
"30538024008","89","890","30538","024","008",7,4,7000,8,8,2021,NA,4265,24737,495
"30538024009","89","890","30538","024","009",7,2,2600,9,12,2021,NA,1540,8624,495
"30538024011","89","890","30538","024","011",7,1,1300,NA,NA,2021,2,1040,5928,495
"30538024013","89","890","30538","024","013",7,1,20000,NA,NA,2021,2,32000,179200,495
"30538024014","89","890","30538","024","014",7,2,2000,11,12,2021,NA,1244,6966,495
"30538024014","89","890","30538","024","014",7,3,2000,11,4,2021,NA,1180,6844,495
"30538024014","89","890","30538","024","014",7,4,2000,10,8,2021,NA,1235,7040,495
"30583012002","89","891","30583","012","002",5,2,4700,20,11,2021,NA,2380,13804,473
"30583012002","89","891","30583","012","002",5,3,4700,14,4,2021,NA,2720,14960,473
"30583012002","89","891","30583","012","002",5,4,4700,24,7,2021,NA,2720,15232,473
"30583012005","89","891","30583","012","005",5,2,20000,21,11,2021,NA,15000,88500,473
"30583012005","89","891","30583","012","005",5,3,20000,16,4,2021,NA,10500,59850,473
"30583012005","89","891","30583","012","005",5,4,20000,22,7,2021,NA,12000,70800,473
"30583012008","89","891","30583","012","008",5,2,3900,21,11,2021,NA,2550,14790,473
"30583012008","89","891","30583","012","008",5,3,3900,16,4,2021,NA,2400,13440,473
"30583012009","89","891","30583","012","009",5,2,20000,22,11,2021,NA,15200,88160,473
"30583012009","89","891","30583","012","009",5,3,20000,15,4,2021,NA,12800,71680,473
"30583012010","89","891","30583","012","010",5,2,40000,22,11,2021,NA,34800,201840,473
"30583012010","89","891","30583","012","010",5,3,40000,15,4,2021,NA,22500,126000,473
"30583012011","89","891","30583","012","011",5,2,19500,23,11,2021,NA,12750,75225,473
"30583012011","89","891","30583","012","011",5,3,19500,14,4,2021,NA,10500,59850,473
"30583012013","89","891","30583","012","013",5,2,70000,22,11,2021,NA,59220,343476,473
"30583012013","89","891","30583","012","013",5,3,70000,16,4,2021,NA,43050,236775,473
"30583012013","89","891","30583","012","013",5,4,70000,25,7,2021,NA,43150,241640,473
"30583012015","89","891","30583","012","015",5,2,30000,20,11,2021,NA,24150,140070,473
"30583012015","89","891","30583","012","015",5,3,30000,15,4,2021,NA,17250,94875,473
"30583012015","89","891","30583","012","015",5,4,30000,22,7,2021,NA,18400,104880,473
"30586014007","89","891","30586","014","007",4,3,2600,12,4,2021,NA,1196,6219,538
"30586014007","89","891","30586","014","007",4,4,2600,19,7,2021,NA,1352,7571,538
"30586014008","89","891","30586","014","008",4,3,7800,9,4,2021,NA,3895,20254,538
"30586014008","89","891","30586","014","008",4,4,7800,20,7,2021,NA,4475,24613,538
"30586014011","89","891","30586","014","011",4,3,2600,8,4,2021,NA,1320,6864,538
"30586014011","89","891","30586","014","011",4,4,2600,19,7,2021,NA,1350,7425,538
"30586014013","89","891","30586","014","013",4,3,2600,6,4,2021,NA,1115,5575,538
"30586014013","89","891","30586","014","013",4,4,2600,18,7,2021,NA,1245,6848,538
"30607044005","89","892","30607","044","005",8,2,18000,20,12,2021,NA,13680,73870,550
"30607044005","89","892","30607","044","005",8,3,18000,20,4,2022,NA,12960,67392,550
"30607044005","89","892","30607","044","005",8,4,18000,10,8,2021,NA,12600,69300,550
"30607044013","89","892","30607","044","013",8,2,13000,20,12,2021,NA,9880,53352,550
"30607044013","89","892","30607","044","013",8,3,13000,20,4,2022,NA,9100,47320,550
"30607044013","89","892","30607","044","013",8,4,13000,10,8,2021,NA,8840,47736,550
"30625015003","89","892","30625","015","003",5,2,10000,22,12,2021,NA,7800,45240,496
"30625015003","89","892","30625","015","003",5,3,10000,20,4,2021,NA,7500,42000,496
"30625015003","89","892","30625","015","003",5,4,10000,12,8,2021,NA,7100,36920,496
"30625015005","89","892","30625","015","005",5,2,91000,20,12,2021,NA,70070,413413,496
"30625015005","89","892","30625","015","005",5,3,91000,21,4,2021,NA,68250,382200,496
"30625015005","89","892","30625","015","005",5,4,91000,23,8,2021,NA,67340,377104,496
"30625015012","89","892","30625","015","012",5,2,24000,28,12,2021,NA,18000,100800,496
"30625015012","89","892","30625","015","012",5,3,24000,22,4,2021,NA,17760,99456,496
"30625015012","89","892","30625","015","012",5,4,24000,20,8,2021,NA,17280,96768,496
"30625015013","89","892","30625","015","013",5,2,10000,20,12,2021,NA,7700,44660,496
"30625015014","89","892","30625","015","014",5,2,7000,22,12,2021,NA,5530,33180,496
"30625015014","89","892","30625","015","014",5,3,7000,24,4,2021,NA,5460,31668,496
"30625015014","89","892","30625","015","014",5,4,7000,27,8,2021,NA,5320,30856,496
"30649037015","89","893","30649","037","015",11,2,30000,15,12,2021,NA,22800,150480,530
"30649037015","89","893","30649","037","015",11,3,30000,10,4,2022,NA,16800,109200,530
"30649037015","89","893","30649","037","015",11,4,30000,1,8,2022,NA,17100,128250,530
"30655014010","89","893","30655","014","010",4,2,4000,16,12,2021,NA,3000,16950,531
"30655014010","89","893","30655","014","010",4,3,4000,9,4,2021,NA,2400,13920,531
"30655014010","89","893","30655","014","010",4,4,4000,22,8,2021,NA,2560,14695,531
"30685022002","89","894","30685","022","002",3,2,2000,14,12,2021,2,1580,9164,644
"30685022002","89","894","30685","022","002",3,3,2000,22,4,2021,2,1360,7072,644
