"IDHO","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","M4B11_MA","M4B11_C3","M4B11_C3AD","M4B11_C3AM","M4B11_C3AY","M4B11_C3B","M4B11_C4","M4B11_C5","wt45"
"30034007008","87","871","30034","007","008",1,3,10000,16,4,2021,NA,6000,36000,518
"30034007009","87","871","30034","007","009",1,2,25000,25,11,2020,NA,17500,105000,518
"30034007009","87","871","30034","007","009",1,3,25000,17,4,2021,NA,15000,90000,518
"30034007013","87","871","30034","007","013",1,2,7200,24,11,2020,NA,7200,44640,518
"30034007013","87","871","30034","007","013",1,3,10000,28,4,2021,NA,6000,36000,518
"30049001003","87","872","30049","001","003",12,2,10000,25,12,2021,NA,8700,53070,490
"30049001003","87","872","30049","001","003",12,3,10000,22,4,2022,NA,8500,49725,490
"30049001003","87","872","30049","001","003",12,4,10000,25,8,2022,NA,8500,49720,490
"30049001004","87","872","30049","001","004",12,2,12000,6,10,2021,NA,9840,55000,490
"30049001004","87","872","30049","001","004",12,3,12000,27,2,2022,NA,7700,39500,490
"30049001004","87","872","30049","001","004",12,4,12000,16,8,2022,NA,7200,37500,490
"30049001009","87","872","30049","001","009",12,2,20000,18,9,2022,NA,17000,100300,490
"30049001009","87","872","30049","001","009",12,3,20000,20,2,2022,NA,20000,120000,490
"30049001009","87","872","30049","001","009",12,4,20000,19,8,2022,NA,16000,88000,490
"30049001010","87","872","30049","001","010",12,2,3000,18,9,2022,NA,2400,14880,490
"30049001010","87","872","30049","001","010",12,3,2400,19,3,2022,NA,2300,15120,490
"30049001010","87","872","30049","001","010",12,4,2100,19,6,2022,NA,2100,12390,490
"30049001020","87","872","30049","001","020",12,2,13000,12,11,2022,NA,10660,59000,490
"30049001020","87","872","30049","001","020",12,3,13000,28,2,2022,NA,8400,44000,490
"30049001020","87","872","30049","001","020",12,4,13000,20,8,2022,NA,8000,42000,490
"30058006001","87","872","30058","006","001",1,2,37000,12,9,2021,NA,31450,182410,565
"30058006001","87","872","30058","006","001",1,3,37000,15,3,2021,NA,29600,183520,565
"30058006001","87","872","30058","006","001",1,4,37000,12,6,2021,NA,37000,233100,565
"30058006002","87","872","30058","006","002",1,2,30000,12,9,2021,NA,22800,141360,565
"30058006002","87","872","30058","006","002",1,3,30000,15,3,2021,NA,19200,103680,565
"30058006002","87","872","30058","006","002",1,4,30000,12,6,2021,NA,20400,130560,565
"30058006003","87","872","30058","006","003",1,2,50000,18,9,2021,NA,42000,331800,565
"30058006003","87","872","30058","006","003",1,3,50000,16,3,2021,NA,42500,335750,565
"30058006003","87","872","30058","006","003",1,4,50000,18,6,2021,NA,40000,304000,565
"30058006004","87","872","30058","006","004",1,2,50000,12,9,2021,NA,41800,259160,565
"30058006004","87","872","30058","006","004",1,3,35200,12,3,2021,NA,37400,190080,565
"30058006004","87","872","30058","006","004",1,4,50000,15,6,2021,NA,37400,239960,565
"30058006005","87","872","30058","006","005",1,2,8000,12,9,2021,NA,6800,39440,565
"30058006005","87","872","30058","006","005",1,3,8000,15,3,2021,NA,8000,48000,565
"30058006005","87","872","30058","006","005",1,4,8000,15,6,2021,NA,7200,43920,565
"30058006006","87","872","30058","006","006",1,2,5000,17,9,2021,NA,4200,24360,565
"30058006006","87","872","30058","006","006",1,3,5000,18,3,2021,NA,3200,18560,565
"30058006006","87","872","30058","006","006",1,4,5000,26,6,2021,NA,4200,23520,565
"30058006007","87","872","30058","006","007",1,2,60000,17,9,2021,NA,50400,367920,565
"30058006007","87","872","30058","006","007",1,3,60000,18,3,2021,NA,49200,369000,565
"30058006007","87","872","30058","006","007",1,4,60000,22,6,2021,NA,48000,254400,565
"30058006008","87","872","30058","006","008",1,2,20000,12,9,2021,NA,17000,98600,565
"30058006008","87","872","30058","006","008",1,3,20000,15,3,2021,NA,20000,107100,565
"30058006008","87","872","30058","006","008",1,4,20000,12,6,2021,NA,17000,92800,565
"30058006009","87","872","30058","006","009",1,2,5000,17,9,2021,NA,4000,23200,565
"30058006009","87","872","30058","006","009",1,3,5000,18,3,2021,NA,3450,20010,565
"30058006009","87","872","30058","006","009",1,4,4100,19,6,2021,NA,4100,22960,565
"30058006010","87","872","30058","006","010",1,2,8000,19,9,2021,NA,6480,37584,565
"30058006010","87","872","30058","006","010",1,3,8000,20,3,2021,NA,6400,37120,565
"30058006010","87","872","30058","006","010",1,4,8000,27,6,2021,NA,6320,41080,565
"30058006011","87","872","30058","006","011",1,2,16000,20,9,2021,NA,15680,100352,565
"30058006011","87","872","30058","006","011",1,3,16000,19,3,2021,NA,13760,80496,565
"30058006011","87","872","30058","006","011",1,4,16000,21,6,2021,NA,6000,67200,565
"30058006012","87","872","30058","006","012",1,2,9000,15,9,2021,NA,6030,35577,565
"30058006012","87","872","30058","006","012",1,3,9000,19,3,2021,NA,5850,33930,565
"30058006012","87","872","30058","006","012",1,4,9000,18,6,2021,NA,5760,35712,565
"30058006013","87","872","30058","006","013",1,2,14000,19,9,2021,NA,11480,67732,565
"30058006013","87","872","30058","006","013",1,3,14000,22,3,2021,NA,11900,69020,565
"30058006013","87","872","30058","006","013",1,4,12040,20,6,2021,NA,12040,73444,565
"30058006014","87","872","30058","006","014",1,2,15600,12,9,2021,NA,13260,76908,565
"30058006014","87","872","30058","006","014",1,3,15600,15,3,2021,NA,15600,93600,565
"30058006014","87","872","30058","006","014",1,4,15600,12,6,2021,NA,14040,85644,565
"30058006015","87","872","30058","006","015",1,2,8000,24,9,2021,NA,5840,36208,565
"30058006015","87","872","30058","006","015",1,3,8000,19,3,2021,NA,6560,38048,565
"30058006015","87","872","30058","006","015",1,4,8000,16,6,2021,NA,5920,35520,565
"30061022001","87","872","30061","022","001",1,2,6000,19,9,2021,NA,4260,25560,556
"30061022001","87","872","30061","022","001",1,3,4140,17,3,2021,NA,4140,20700,556
"30061022001","87","872","30061","022","001",1,4,3120,15,6,2021,NA,3120,16848,556
"30061022002","87","872","30061","022","002",1,2,12000,12,10,2021,NA,8160,56000,556
"30061022002","87","872","30061","022","002",1,3,12000,9,3,2021,NA,7500,49000,556
"30061022002","87","872","30061","022","002",1,4,12000,12,6,2021,NA,7920,49900,556
"30061022003","87","872","30061","022","003",1,2,25000,15,9,2021,NA,18520,113150,556
"30061022003","87","872","30061","022","003",1,3,25000,15,3,2021,NA,17300,100340,556
"30061022003","87","872","30061","022","003",1,4,25000,20,6,2021,NA,13000,71500,556
"30061022004","87","872","30061","022","004",1,2,12000,12,9,2021,NA,9120,56544,556
"30061022004","87","872","30061","022","004",1,3,12000,12,3,2021,NA,7680,44544,556
"30061022004","87","872","30061","022","004",1,4,12000,16,6,2021,NA,8160,44880,556
"30061022007","87","872","30061","022","007",1,2,10000,9,9,2021,NA,6600,42900,556
"30061022007","87","872","30061","022","007",1,3,10000,12,2,2021,NA,6150,42900,556
"30061022007","87","872","30061","022","007",1,4,10000,14,6,2021,NA,6350,41910,556
"30061022008","87","872","30061","022","008",1,2,6000,20,9,2021,NA,4320,26352,556
"30061022008","87","872","30061","022","008",1,3,6000,15,3,2021,NA,4080,20400,556
"30061022008","87","872","30061","022","008",1,4,6000,21,6,2021,NA,3240,17496,556
"30061022010","87","872","30061","022","010",1,2,16000,12,9,2021,NA,12160,75392,556
"30061022010","87","872","30061","022","010",1,3,16000,10,3,2021,NA,10240,59392,556
"30061022010","87","872","30061","022","010",1,4,10880,15,6,2021,NA,10880,59840,556
"30061022011","87","872","30061","022","011",1,2,8000,9,9,2021,NA,5280,34320,556
"30061022011","87","872","30061","022","011",1,3,8000,14,2,2021,NA,4960,31250,556
"30061022011","87","872","30061","022","011",1,4,8000,12,6,2021,NA,5120,30720,556
"30073020001","87","872","30073","020","001",6,2,5000,15,3,2022,NA,4000,23200,539
"30073020001","87","872","30073","020","001",6,3,5000,20,3,2022,NA,3500,21000,539
"30073020001","87","872","30073","020","001",6,4,5000,12,6,2022,NA,3500,21000,539
"30073020002","87","872","30073","020","002",6,2,7000,17,9,2021,NA,4200,25200,539
"30073020002","87","872","30073","020","002",6,3,7000,20,3,2021,NA,4550,27300,539
"30073020002","87","872","30073","020","002",6,4,7000,19,6,2021,NA,4900,28420,539
"30073020004","87","872","30073","020","004",6,2,4000,10,11,2021,NA,3288,18400,539
"30073020004","87","872","30073","020","004",6,3,4000,26,2,2021,NA,2560,13060,539
"30073020004","87","872","30073","020","004",6,4,4000,24,8,2021,NA,2400,12500,539
"30073020005","87","872","30073","020","005",6,2,20000,15,11,2021,NA,13600,81600,539
"30073020005","87","872","30073","020","005",6,3,20000,15,3,2022,NA,13200,79200,539
"30073020005","87","872","30073","020","005",6,4,13400,20,9,2021,NA,13200,81800,539
"30073020006","87","872","30073","020","006",6,2,20000,16,11,2021,NA,13600,84320,539
"30073020006","87","872","30073","020","006",6,3,20000,15,3,2022,NA,13200,79200,539
"30073020006","87","872","30073","020","006",6,4,20000,20,9,2021,NA,13400,79000,539
"30073020009","87","872","30073","020","009",6,2,7000,18,9,2021,NA,4480,27776,539
"30073020009","87","872","30073","020","009",6,3,7000,20,3,2021,NA,4760,29988,539
"30073020009","87","872","30073","020","009",6,4,7000,19,6,2021,NA,5250,30975,539
"30073020010","87","872","30073","020","010",6,2,30000,6,11,2021,NA,24600,135400,539
"30073020010","87","872","30073","020","010",6,3,30000,25,2,2021,NA,19200,97950,539
"30073020010","87","872","30073","020","010",6,4,30000,18,8,2021,NA,18100,93800,539
"30088002001","87","873","30088","002","001",2,2,15000,20,12,2020,NA,12000,62400,490
"30088002001","87","873","30088","002","001",2,3,15000,18,4,2021,NA,10500,52500,490
"30088002002","87","873","30088","002","002",2,2,12000,12,10,2020,1,10800,62640,490
"30088002002","87","873","30088","002","002",2,3,12000,23,1,2021,1,10200,59160,490
"30088002003","87","873","30088","002","003",2,1,26800,NA,NA,NA,NA,19000,114000,490
"30088002004","87","873","30088","002","004",2,2,9200,10,12,2020,NA,6860,41500,490
"30088002004","87","873","30088","002","004",2,3,9200,15,4,2021,NA,5740,33860,490
"30088002009","87","873","30088","002","009",2,2,61000,15,11,2020,1,45120,266200,490
"30088002009","87","873","30088","002","009",2,3,61000,20,2,2021,1,38540,231300,490
"30088002010","87","873","30088","002","010",2,2,22000,19,12,2020,NA,17600,91520,490
"30088002010","87","873","30088","002","010",2,3,22000,20,4,2021,NA,15400,77000,490
"30088002012","87","873","30088","002","012",2,2,40000,15,10,2020,1,36000,226800,490
"30088002012","87","873","30088","002","012",2,3,40000,15,4,2021,1,28000,154000,490
"30088002016","87","873","30088","002","016",2,2,20000,20,12,2020,NA,14000,72800,490
"30088002016","87","873","30088","002","016",2,3,20000,25,4,2021,NA,13000,65000,490
"30097002001","87","873","30097","002","001",6,2,26000,10,9,2021,1,18000,108000,570
"30097002001","87","873","30097","002","001",6,4,26000,10,6,2021,NA,45000,87000,570
"30097002002","87","873","30097","002","002",6,2,7800,15,9,2021,1,5880,33516,570
"30097002002","87","873","30097","002","002",6,3,7800,5,1,2022,1,5040,28100,570
"30097002002","87","873","30097","002","002",6,4,7800,20,4,2021,1,5100,28560,570
"30097002005","87","873","30097","002","005",6,1,27000,NA,NA,NA,NA,21600,118800,570
"30097002006","87","873","30097","002","006",6,2,2600,10,1,2022,1,2500,15500,570
"30097002006","87","873","30097","002","006",6,3,2600,1,6,2022,1,2200,12700,570
"30097002006","87","873","30097","002","006",6,4,2600,1,6,2022,1,2000,11000,570
"30097002007","87","873","30097","002","007",6,2,41600,10,9,2021,NA,25600,153000,570
"30097002007","87","873","30097","002","007",6,3,41600,5,2,2022,NA,24000,140000,570
"30097002007","87","873","30097","002","007",6,4,41600,15,5,2021,NA,27000,141000,570
"30097002008","87","873","30097","002","008",6,2,3600,15,9,2021,1,2880,16704,570
"30097002008","87","873","30097","002","008",6,3,3600,5,1,2022,1,2540,14478,570
"30097002008","87","873","30097","002","008",6,4,3600,20,4,2021,1,2470,15892,570
"30097002010","87","873","30097","002","010",6,2,1900,6,10,2021,NA,890,5160,570
"30097002010","87","873","30097","002","010",6,3,860,20,1,2022,NA,860,4816,570
"30097002010","87","873","30097","002","010",6,4,1900,27,4,2021,NA,860,4700,570
"30097002011","87","873","30097","002","011",6,1,20000,NA,NA,NA,NA,50000,256000,570
"30097002013","87","873","30097","002","013",6,2,23000,10,10,2021,NA,15300,91800,570
"30097002013","87","873","30097","002","013",6,3,23000,14,2,2022,NA,14400,85000,570
"30097002013","87","873","30097","002","013",6,4,23000,15,6,2021,NA,12500,72500,570
"30097002014","87","873","30097","002","014",6,2,2000,15,9,2021,1,1520,8820,570
"30097002014","87","873","30097","002","014",6,3,2000,5,1,2022,1,1275,7140,570
"30097002014","87","873","30097","002","014",6,4,2000,20,4,2021,1,1260,7300,570
"30100011005","87","873","30100","011","005",6,2,10400,17,10,2021,NA,7600,44080,505
"30100011005","87","873","30100","011","005",6,3,10400,29,1,2022,NA,6400,37120,505
"30100011005","87","873","30100","011","005",6,4,10400,1,5,2022,NA,6400,34560,505
"30100011008","87","873","30100","011","008",6,2,13000,5,6,2022,1,13200,81800,505
"30100011008","87","873","30100","011","008",6,3,13000,2,6,2022,1,12500,72500,505
"30100011008","87","873","30100","011","008",6,4,13000,1,6,2022,1,6000,33000,505
"30100011009","87","873","30100","011","009",6,2,5000,18,9,2021,1,3250,17550,505
"30100011009","87","873","30100","011","009",6,3,5000,10,1,2022,1,3110,16790,505
"30100011009","87","873","30100","011","009",6,4,5000,28,4,2021,1,3575,21090,505
"30100011011","87","873","30100","011","011",6,2,7800,10,10,2021,NA,5400,32000,505
"30100011011","87","873","30100","011","011",6,3,7800,17,2,2022,NA,4800,28320,505
"30100011011","87","873","30100","011","011",6,4,7800,11,5,2021,NA,4700,27500,505
"30100011013","87","873","30100","011","013",6,2,1300,14,1,2022,1,1100,6820,505
"30100011013","87","873","30100","011","013",6,3,1300,5,6,2022,1,900,5220,505
"30100011013","87","873","30100","011","013",6,4,1300,5,6,2022,1,900,4950,505
"30100011014","87","873","30100","011","014",6,2,2000,18,9,2021,1,1470,8300,505
"30100011014","87","873","30100","011","014",6,3,2000,10,1,2022,1,1230,6900,505
"30100011014","87","873","30100","011","014",6,4,2000,28,4,2021,1,1180,6400,505
"30100011015","87","873","30100","011","015",6,2,2600,18,10,2021,NA,667,4000,505
"30100011015","87","873","30100","011","015",6,3,2600,21,2,2022,NA,1167,7200,505
"30100011015","87","873","30100","011","015",6,4,2600,28,5,2021,NA,1034,6100,505
"30148001001","87","874","30148","001","001",3,1,2600,NA,NA,NA,NA,1586,9675,578
"30148001003","87","874","30148","001","003",3,1,13000,NA,NA,NA,NA,8385,50310,578
"30148001005","87","874","30148","001","005",3,1,10400,NA,NA,NA,NA,6400,39000,578
"30148001006","87","874","30148","001","006",3,2,13000,20,11,2021,1,8500,49300,578
"30148001006","87","874","30148","001","006",3,3,13000,1,7,2021,1,8650,51900,578
"30148001008","87","874","30148","001","008",3,2,10000,22,12,2021,NA,6500,38350,578
"30148001008","87","874","30148","001","008",3,3,10000,7,7,2021,NA,6650,39900,578
"30148001010","87","874","30148","001","010",3,2,5000,21,11,2021,NA,3300,19500,578
"30148001010","87","874","30148","001","010",3,3,5000,17,7,2021,NA,3400,19700,578
"30148001011","87","874","30148","001","011",3,2,22000,10,11,2020,1,15500,88350,578
"30148001011","87","874","30148","001","011",3,3,22000,12,4,2021,1,14980,86880,578
"30151001005","87","874","30151","001","005",7,6,6000,2,2,2022,NA,4500,27000,477
"30151001006","87","874","30151","001","006",7,2,65000,10,2,2021,NA,48750,268125,477
"30151001006","87","874","30151","001","006",7,3,65000,7,6,2021,NA,48100,274170,477
"30151001006","87","874","30151","001","006",7,4,65000,1,10,2021,NA,48360,261144,477
"30151001008","87","874","30151","001","008",7,6,25200,15,1,2022,NA,19404,107692,477
"30151001013","87","874","30151","001","013",7,6,18000,15,1,2022,NA,13500,70200,477
"30151001016","87","874","30151","001","016",7,6,5850,15,1,2022,NA,4446,24008,477
"30157009001","87","874","30157","009","001",6,2,70000,10,12,2021,1,51800,300440,559
"30157009001","87","874","30157","009","001",6,3,70000,26,5,2021,NA,50400,282240,559
"30157009001","87","874","30157","009","001",6,4,70000,14,11,2021,NA,45500,250250,559
"30157009004","87","874","30157","009","004",6,2,15000,12,12,2021,NA,11100,66600,559
"30157009004","87","874","30157","009","004",6,3,15000,14,5,2021,NA,10500,60900,559
"30157009005","87","874","30157","009","005",6,2,50000,17,12,2021,NA,35000,210000,559
"30157009005","87","874","30157","009","005",6,3,50000,15,5,2021,NA,34000,197200,559
"30157009007","87","874","30157","009","007",6,2,10000,19,11,2021,NA,7400,43660,559
"30157009007","87","874","30157","009","007",6,3,10000,12,4,2021,NA,7200,38500,559
"30157009008","87","874","30157","009","008",6,1,26000,NA,NA,NA,NA,16900,110580,559
"30157009009","87","874","30157","009","009",6,1,80000,NA,NA,NA,NA,47900,291800,559
"30157009010","87","874","30157","009","010",6,1,80000,NA,NA,NA,NA,48800,292000,559
"30181012003","87","875","30181","012","003",3,2,4000,10,11,2021,NA,3200,18250,565
"30181012003","87","875","30181","012","003",3,3,4000,10,3,2021,NA,2460,14400,565
"30181012003","87","875","30181","012","003",3,4,4000,10,7,2021,NA,2480,14000,565
"30181012005","87","875","30181","012","005",3,2,4000,13,11,2021,NA,3200,20350,565
"30181012005","87","875","30181","012","005",3,3,4000,13,3,2021,NA,2460,14400,565
"30181012005","87","875","30181","012","005",3,4,4000,13,7,2021,NA,2450,14000,565
"30181012006","87","875","30181","012","006",3,1,9000,NA,NA,NA,NA,7500,47000,565
"30181012007","87","875","30181","012","007",3,1,5000,NA,NA,NA,NA,4000,25000,565
"30187015002","87","875","30187","015","002",7,2,7500,13,10,2021,NA,6700,43550,542
"30187015002","87","875","30187","015","002",7,3,7500,13,2,2022,NA,5250,27300,542
"30187015002","87","875","30187","015","002",7,4,7500,13,6,2021,NA,5220,26620,542
"30193001001","87","875","30193","001","001",9,2,7800,15,12,2021,NA,6552,37350,544
"30193001001","87","875","30193","001","001",9,3,7800,15,4,2022,NA,4680,27110,544
"30193001001","87","875","30193","001","001",9,4,7800,15,8,2021,NA,4680,25740,544
"30193001007","87","875","30193","001","007",9,2,5200,15,12,2021,NA,4680,26210,544
"30193001007","87","875","30193","001","007",9,3,5200,15,4,2022,NA,3224,18380,544
"30193001007","87","875","30193","001","007",9,4,5200,15,8,2021,NA,3432,19560,544
"30193001011","87","875","30193","001","011",9,2,2600,15,12,2021,NA,2236,12520,544
"30193001011","87","875","30193","001","011",9,3,2600,15,4,2022,NA,1560,9450,544
"30193001011","87","875","30193","001","011",9,4,2600,15,8,2021,NA,1664,9480,544
"30193001012","87","875","30193","001","012",9,2,10000,16,12,2021,NA,9050,49775,544
"30193001012","87","875","30193","001","012",9,3,10000,14,4,2022,NA,6520,37164,544
"30193001012","87","875","30193","001","012",9,4,10000,20,8,2021,NA,6720,38976,544
"30193001013","87","875","30193","001","013",9,2,2600,15,8,2021,NA,2230,12710,544
"30193001013","87","875","30193","001","013",9,3,2600,15,4,2022,NA,1540,8930,544
"30193001013","87","875","30193","001","013",9,4,2600,15,8,2021,NA,1660,9130,544
"30193001014","87","875","30193","001","014",9,2,5200,17,12,2021,NA,4550,25025,544
"30193001014","87","875","30193","001","014",9,3,5200,21,4,2022,NA,3250,18525,544
"30193001014","87","875","30193","001","014",9,4,5200,20,8,2021,NA,3420,19838,544
"30193001015","87","875","30193","001","015",9,2,5200,12,12,2021,NA,4660,25630,544
"30193001015","87","875","30193","001","015",9,3,5200,4,4,2022,NA,3100,17980,544
"30193001015","87","875","30193","001","015",9,4,5200,16,8,2021,NA,3400,19380,544
"30199024001","87","875","30199","024","001",4,2,5200,16,9,2021,NA,4000,21600,568
"30199024001","87","875","30199","024","001",4,3,5200,16,1,2021,NA,3360,19150,568
"30199024001","87","875","30199","024","001",4,4,5200,16,5,2021,NA,3200,18560,568
"30199024002","87","875","30199","024","002",4,1,15000,NA,NA,NA,NA,11000,60500,568
"30199024010","87","875","30199","024","010",4,2,6500,16,9,2021,NA,5000,27000,568
"30199024010","87","875","30199","024","010",4,3,6500,16,1,2021,NA,4000,23200,568
"30199024010","87","875","30199","024","010",4,4,6500,16,5,2021,NA,4000,22800,568
"30199024015","87","875","30199","024","015",4,1,6000,NA,NA,NA,NA,4000,22000,568
"30208026002","87","876","30208","026","002",1,2,4600,22,10,2020,NA,3650,20400,508
"30208026002","87","876","30208","026","002",1,3,4600,22,3,2021,NA,2940,15300,508
"30208026005","87","876","30208","026","005",1,2,3000,10,10,2021,1,3000,18600,508
"30208026005","87","876","30208","026","005",1,3,3000,10,3,2021,1,2700,16200,508
"30208026005","87","876","30208","026","005",1,4,3000,10,6,2021,1,2280,13200,508
"30208026006","87","876","30208","026","006",1,2,6500,10,10,2020,1,4700,24440,508
"30208026006","87","876","30208","026","006",1,3,6500,10,3,2021,1,3500,17850,508
"30208026010","87","876","30208","026","010",1,1,21000,NA,NA,NA,NA,16200,85000,508
"30208026014","87","876","30208","026","014",1,1,11700,NA,NA,NA,NA,7800,41000,508
"30214018004","87","876","30214","018","004",3,1,19500,NA,NA,NA,NA,13000,68900,543
"30214018006","87","876","30214","018","006",3,1,52000,NA,NA,NA,NA,34000,190000,543
"30214018008","87","876","30214","018","008",3,2,11700,10,10,2021,1,8640,44064,543
"30214018008","87","876","30214","018","008",3,3,11700,25,1,2022,1,7560,36288,543
"30214018010","87","876","30214","018","010",3,2,13650,10,10,2021,1,11550,75075,543
"30214018010","87","876","30214","018","010",3,3,13650,18,1,2022,1,8400,46200,543
"30214018010","87","876","30214","018","010",3,4,13650,20,4,2021,1,8820,48510,543
"30214018012","87","876","30214","018","012",3,1,47000,NA,NA,NA,NA,32000,175000,543
"30214018017","87","876","30214","018","017",3,1,7800,NA,NA,NA,NA,5200,28000,543
"30235011014","87","876","30235","011","014",4,1,7800,NA,NA,NA,NA,4000,27560,281
"30241016009","87","876","30241","016","009",9,1,6500,NA,NA,NA,NA,4550,27300,535
"30259032001","87","877","30259","032","001",5,2,4000,10,10,2021,1,2960,16576,549
"30259032001","87","877","30259","032","001",5,3,4000,11,2,2021,1,2880,15840,549
"30259032001","87","877","30259","032","001",5,4,4000,25,5,2021,1,2800,13328,549
"30259032002","87","877","30259","032","002",5,2,2000,12,10,2021,1,1400,7920,549
"30259032002","87","877","30259","032","002",5,3,2000,12,2,2021,1,1200,6120,549
"30259032002","87","877","30259","032","002",5,4,2000,26,5,2021,1,1280,6400,549
"30259032003","87","877","30259","032","003",5,2,10000,10,10,2021,1,7600,41800,549
"30259032003","87","877","30259","032","003",5,3,10000,11,2,2021,1,7000,37800,549
"30259032003","87","877","30259","032","003",5,4,10000,25,5,2021,1,6400,35840,549
"30259032005","87","877","30259","032","005",5,2,18000,10,10,2021,1,13320,74592,549
"30259032005","87","877","30259","032","005",5,3,8000,11,2,2021,1,5120,27648,549
"30259032005","87","877","30259","032","005",5,4,8000,25,5,2021,1,4960,22320,549
"30259032006","87","877","30259","032","006",5,2,4000,10,10,2021,1,2800,15680,549
"30259032006","87","877","30259","032","006",5,3,4000,11,2,2021,1,2560,14080,549
"30259032006","87","877","30259","032","006",5,4,4000,25,5,2021,1,2400,11280,549
"30259032007","87","877","30259","032","007",5,2,3500,10,10,2021,1,3080,17248,549
"30259032007","87","877","30259","032","007",5,3,2590,11,2,2021,1,2590,14245,549
"30259032007","87","877","30259","032","007",5,4,3500,25,5,2021,1,2380,11424,549
"30259032009","87","877","30259","032","009",5,2,5000,11,10,2021,1,4000,22400,549
"30259032009","87","877","30259","032","009",5,3,5000,10,2,2021,1,3500,18900,549
"30259032009","87","877","30259","032","009",5,4,5000,25,5,2021,1,3200,17920,549
"30259032014","87","877","30259","032","014",5,2,6000,10,10,2021,1,4200,23520,549
"30259032014","87","877","30259","032","014",5,3,6000,11,2,2021,1,3840,21120,549
"30259032014","87","877","30259","032","014",5,4,6000,25,5,2021,1,3720,17112,549
"30274011004","87","877","30274","011","004",11,2,3600,10,10,2021,1,3600,21600,531
"30274011004","87","877","30274","011","004",11,3,4000,14,2,2022,1,2400,13200,531
"30274011004","87","877","30274","011","004",11,4,4000,28,5,2022,1,3200,19200,531
"30274011010","87","877","30274","011","010",11,2,3500,9,10,2021,1,2520,16380,531
"30274011010","87","877","30274","011","010",11,3,3500,16,2,2022,1,2100,10500,531
"30274011010","87","877","30274","011","010",11,4,3500,27,5,2022,1,2240,11200,531
"30274011012","87","877","30274","011","012",11,2,25000,9,10,2021,1,19500,113100,531
"30274011012","87","877","30274","011","012",11,3,25000,15,2,2022,1,17500,98000,531
"30274011012","87","877","30274","011","012",11,4,25000,27,5,2022,1,16500,99000,531
"30274011014","87","877","30274","011","014",11,2,4000,11,10,2021,1,3600,21600,531
"30274011014","87","877","30274","011","014",11,3,4000,15,2,2022,1,2400,14400,531
"30274011014","87","877","30274","011","014",11,4,4000,27,5,2022,1,3200,18560,531
"30277008005","87","877","30277","008","005",10,2,16000,9,10,2021,1,14400,79200,521
"30277008005","87","877","30277","008","005",10,3,16000,15,2,2022,1,9600,57600,521
"30277008005","87","877","30277","008","005",10,4,16000,27,5,2022,1,12800,70400,521
"30277008014","87","877","30277","008","014",10,2,16000,10,10,2021,1,13120,72160,521
"30277008014","87","877","30277","008","014",10,3,16000,14,2,2022,1,11520,64500,521
"30277008014","87","877","30277","008","014",10,4,16000,28,5,2022,1,10240,59400,521
"30307063005","89","883","30307","063","005",1,2,3900,10,11,2020,1,3100,14260,665
"30307063005","89","883","30307","063","005",1,3,3900,9,4,2021,1,2900,15080,665
"30307063010","89","883","30307","063","010",1,2,11000,5,10,2021,1,11000,58300,665
"30307063010","89","883","30307","063","010",1,3,11000,5,5,2021,1,8800,46640,665
"30307063015","89","883","30307","063","015",1,2,7800,25,10,2021,1,6000,31800,665
"30307063015","89","883","30307","063","015",1,3,7800,25,2,2021,1,4800,24000,665
"30310007002","89","883","30310","007","002",9,2,30000,9,11,2021,1,27000,153900,479
"30310007002","89","883","30310","007","002",9,3,30000,10,3,2022,1,21000,126000,479
"30310007004","89","883","30310","007","004",9,2,6000,10,11,2021,1,5400,32400,479
"30310007004","89","883","30310","007","004",9,3,6000,10,3,2022,1,4500,26100,479
"30310007006","89","883","30310","007","006",9,2,13000,12,11,2021,1,9100,41860,479
"30310007006","89","883","30310","007","006",9,3,13000,16,3,2022,1,8840,42432,479
"30310007009","89","883","30310","007","009",9,2,10000,25,10,2021,1,9000,57600,479
"30310007009","89","883","30310","007","009",9,3,10000,6,3,2022,1,7500,40500,479
"30322016014","89","884","30322","016","014",6,1,12000,NA,NA,NA,NA,21390,124062,639
"30337023002","89","886","30337","023","002",11,2,25000,5,11,2021,NA,18000,93600,650
"30337023002","89","886","30337","023","002",11,3,25000,3,5,2022,NA,15000,84000,650
"30337023002","89","886","30337","023","002",11,4,25000,9,9,2022,NA,15500,85250,650
"30337023005","89","886","30337","023","005",11,1,15000,NA,NA,NA,NA,10500,58905,650
"30337023006","89","886","30337","023","006",11,1,21000,NA,NA,NA,NA,14490,86869,650
"30337023009","89","886","30337","023","009",11,1,51000,NA,NA,NA,NA,35700,201705,650
"30337023010","89","886","30337","023","010",11,1,6000,20,7,2022,NA,4080,23052,650
"30343005012","89","886","30343","005","012",7,2,3000,1,1,2022,NA,2275,14625,476
"30343005012","89","886","30343","005","012",7,3,3000,1,4,2021,NA,1800,10440,476
"30343005012","89","886","30343","005","012",7,4,3000,1,10,2021,NA,2100,13230,476
"30358013001","89","886","30358","013","001",12,2,30000,15,11,2021,NA,21600,112320,491
"30358013001","89","886","30358","013","001",12,3,30000,20,4,2022,NA,18000,100800,491
"30358013001","89","886","30358","013","001",12,4,30000,1,9,2022,NA,18600,102300,491
